Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.217466,[ 2 21] ; [71 21],[14.6  8.4] ; [58.4 33.6],1
r1,1,5.4e-05,16.308027,[ 5 18] ; [62 29],[13.51754386  9.48245614] ; [53.48245614 37.51754386],1
v4,1,0.000575,11.856494,[11 12] ; [75 16],[17.35087719  5.64912281] ; [68.64912281 22.35087719],1
r3,1,0.000984,10.858122,[11 12] ; [74 17],[17.14912281  5.85087719] ; [67.85087719 23.14912281],1
v1,1,0.004599,8.030684,[ 1 22] ; [31 60],[ 6.45614035 16.54385965] ; [25.54385965 65.45614035],0
a3,1,0.011005,6.464521,[ 8 14] ; [60 31],[13.23893805  8.76106195] ; [54.76106195 36.23893805],0
u3,1,0.011012,6.463316,[ 1 14] ; [14 18],[ 4.78723404 10.21276596] ; [10.21276596 21.78723404],0
p11,1,0.02495,5.027322,[ 6 17] ; [48 44],[10.8 12.2] ; [43.2 48.8],0
d2,1,0.039712,4.230158,[ 6 17] ; [45 45],[10.38053097 12.61946903] ; [40.61946903 49.38053097],0
a8,1,0.050133,3.837013,[ 4 17] ; [ 5 81],[ 1.76635514 19.23364486] ; [ 7.23364486 78.76635514],0
v2,1,0.06023,3.531052,[ 4 19] ; [34 55],[ 7.80357143 15.19642857] ; [30.19642857 58.80357143],0
a5,1,0.061933,3.484848,[ 8 15] ; [52 40],[12. 11.] ; [48. 44.],0
d1,1,0.068348,3.322263,[ 5 18] ; [39 53],[ 8.8 14.2] ; [35.2 56.8],0
n2,1,0.069605,3.292322,[4 8] ; [24 14],[6.72 5.28] ; [21.28 16.72],0
d4,1,0.075731,3.154219,[11 12] ; [61 29],[14.65486726  8.34513274] ; [57.34513274 32.65486726],0
a4,1,0.118606,2.435634,[ 6 17] ; [40 51],[ 9.28070175 13.71929825] ; [36.71929825 54.28070175],0
a6,1,0.124806,2.355954,[11 12] ; [60 32],[14.2  8.8] ; [56.8 35.2],0
b1,1,0.134972,2.234366,[14  9] ; [40 52],[10.8 12.2] ; [43.2 48.8],0
b4,1,0.158301,1.990385,[16  7] ; [49 43],[13. 10.] ; [52. 40.],0
d3,1,0.161489,1.960227,[ 9 14] ; [51 41],[12. 11.] ; [48. 44.],0
n1,1,0.174149,1.846864,[ 2 10] ; [14 23],[3.91836735 8.08163265] ; [12.08163265 24.91836735],0
n4,1,0.21758,1.52026,[11 12] ; [57 35],[13.6  9.4] ; [54.4 37.6],0
p8,1,0.244463,1.35467,[ 3 19] ; [23 68],[ 5.0619469 16.9380531] ; [20.9380531 70.0619469],0
a7,1,0.280367,1.16531,[10 13] ; [51 40],[12.30701754 10.69298246] ; [48.69298246 42.30701754],0
p12,1,0.288982,1.12436,[ 1 22] ; [ 1 90],[ 0.40350877 22.59649123] ; [ 1.59649123 89.40350877],0
p7,1,0.295142,1.096014,[ 7 16] ; [39 53],[ 9.2 13.8] ; [36.8 55.2],0
s2,1,0.335168,0.928828,[ 1 22] ; [10 81],[ 2.21929825 20.78070175] ; [ 8.78070175 82.21929825],0
s7,1,0.350642,0.871131,[ 1 18] ; [11 75],[ 2.17142857 16.82857143] ; [ 9.82857143 76.17142857],0
a2,1,0.418896,0.653409,[ 2 21] ; [14 78],[ 3.2 19.8] ; [12.8 79.2],0
n6,1,0.422048,0.644606,[11 12] ; [52 39],[12.71052632 10.28947368] ; [50.28947368 40.71052632],0
d5,1,0.447995,0.57572,[12 11] ; [56 36],[13.6  9.4] ; [54.4 37.6],0
p6,1,0.466735,0.529695,[ 3 18] ; [19 70],[ 4.2 16.8] ; [17.8 71.2],0
a1,1,0.487436,0.48218,[ 1 22] ; [ 8 84],[ 1.8 21.2] ; [ 7.2 84.8],0
s5,1,0.559303,0.340912,[ 1 22] ; [ 7 82],[ 1.64285714 21.35714286] ; [ 6.35714286 82.64285714],0
p2,1,0.571585,0.320037,[12 11] ; [54 38],[13.2  9.8] ; [52.8 39.2],0
u2,1,0.575207,0.314047,[ 5 10] ; [13 18],[5.86956522 9.13043478] ; [12.13043478 18.86956522],0
b2,1,0.620016,0.245846,[ 6 10] ; [17 38],[ 5.18309859 10.81690141] ; [17.81690141 37.18309859],0
b3,1,0.620016,0.245846,[ 6 10] ; [17 38],[ 5.18309859 10.81690141] ; [17.81690141 37.18309859],0
s3,1,0.678766,0.171518,[ 6 16] ; [21 70],[ 5.25663717 16.74336283] ; [21.74336283 69.25663717],0
s4,1,0.696521,0.152116,[ 1 22] ; [ 6 86],[ 1.4 21.6] ; [ 5.6 86.4],0
p1,1,0.724364,0.12435,[ 2 21] ; [ 6 85],[ 1.61403509 21.38596491] ; [ 6.38596491 84.61403509],0
s1,1,0.734925,0.114638,[ 2 21] ; [ 6 84],[ 1.62831858 21.37168142] ; [ 6.37168142 83.62831858],0
p9,1,0.824356,0.04926,[ 6 16] ; [27 64],[ 6.42477876 15.57522124] ; [26.57522124 64.42477876],0
p3,1,0.906447,0.013811,[ 5 17] ; [22 70],[ 5.21052632 16.78947368] ; [21.78947368 70.21052632],0
b5,1,0.925227,0.008808,[13 10] ; [51 41],[12.8 10.2] ; [51.2 40.8],0
p4,1,0.936308,0.006386,[ 6 17] ; [23 68],[ 5.85087719 17.14912281] ; [23.14912281 67.85087719],0
n3,1,1.0,0.0,[7 5] ; [21 15],[7. 5.] ; [21. 15.],0
n5,1,1.0,0.0,[11 12] ; [44 48],[11. 12.] ; [44. 48.],0
