Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.00029,13.131313,[2 4] ; [64  8],[5.07692308 0.92307692] ; [60.92307692 11.07692308],1
r1,1,0.016602,5.737931,[2 4] ; [56 16],[4.46153846 1.53846154] ; [53.53846154 18.46153846],0
a7,1,0.023151,5.157172,[1 5] ; [46 26],[3.61538462 2.38461538] ; [43.38461538 28.61538462],0
v4,1,0.029791,4.721328,[4 2] ; [67  5],[5.46153846 0.53846154] ; [65.53846154  6.46153846],0
d1,1,0.102083,2.672697,[1 5] ; [37 35],[2.92307692 3.07692308] ; [35.07692308 36.92307692],0
n5,1,0.127773,2.319358,[3 3] ; [56 16],[4.53846154 1.46153846] ; [54.46153846 17.53846154],0
d2,1,0.131548,2.27414,[1 5] ; [35 37],[2.76923077 3.23076923] ; [33.23076923 38.76923077],0
r3,1,0.158928,1.984396,[4 2] ; [63  9],[5.15384615 0.84615385] ; [61.84615385 10.15384615],0
a4,1,0.185771,1.750842,[1 5] ; [32 40],[2.53846154 3.46153846] ; [30.46153846 41.53846154],0
n4,1,0.204691,1.608586,[4 2] ; [62 10],[5.07692308 0.92307692] ; [60.92307692 11.07692308],0
v1,1,0.219711,1.50626,[2 4] ; [42 29],[3.42857143 2.57142857] ; [40.57142857 30.42857143],0
s8,1,0.23543,1.407754,[4 2] ; [30 42],[2.61538462 3.38461538] ; [31.38461538 40.61538462],0
n6,1,0.254213,1.3,[4 2] ; [61 11],[5. 1.] ; [60. 12.],0
a3,1,0.261896,1.258709,[3 3] ; [51 20],[4.20779221 1.79220779] ; [49.79220779 21.20779221],0
p2,1,0.299694,1.075555,[3 3] ; [50 21],[4.12987013 1.87012987] ; [48.87012987 22.12987013],0
s3,1,0.308636,1.036503,[2 4] ; [39 32],[3.19480519 2.80519481] ; [37.80519481 33.19480519],0
b4,1,0.359924,0.838158,[2 4] ; [38 34],[3.07692308 2.92307692] ; [36.92307692 35.07692308],0
s2,1,0.359924,0.838158,[2 4] ; [38 34],[3.07692308 2.92307692] ; [36.92307692 35.07692308],0
s1,1,0.398368,0.713246,[1 5] ; [ 5 66],[0.46753247 5.53246753] ; [ 5.53246753 65.46753247],0
d3,1,0.409677,0.679739,[3 3] ; [48 24],[3.92307692 2.07692308] ; [47.07692308 24.92307692],0
p11,1,0.409677,0.679739,[3 3] ; [48 24],[3.92307692 2.07692308] ; [47.07692308 24.92307692],0
n1,1,0.437558,0.602679,[2 1] ; [5 7],[1.4 1.6] ; [5.6 6.4],0
a8,1,0.449534,0.571828,[1 5] ; [ 5 60],[0.50704225 5.49295775] ; [ 5.49295775 59.50704225],0
a6,1,0.453542,0.561786,[3 3] ; [47 25],[3.84615385 2.15384615] ; [46.15384615 25.84615385],0
s5,1,0.461801,0.541526,[1 5] ; [22 49],[1.79220779 4.20779221] ; [21.20779221 49.79220779],0
s6,1,0.501444,0.451878,[5 1] ; [50 21],[4.28571429 1.71428571] ; [50.71428571 20.28571429],0
p4,1,0.53462,0.385603,[4 2] ; [38 33],[3.27272727 2.72727273] ; [38.72727273 32.27272727],0
p8,1,0.554207,0.349834,[2 4] ; [33 39],[2.69230769 3.30769231] ; [32.30769231 39.69230769],0
b5,1,0.593107,0.285518,[3 3] ; [44 28],[3.61538462 2.38461538] ; [43.38461538 28.61538462],0
b1,1,0.597966,0.278075,[4 2] ; [40 32],[3.38461538 2.61538462] ; [40.61538462 31.38461538],0
b2,1,0.598698,0.276964,[2 2] ; [18 31],[1.50943396 2.49056604] ; [18.49056604 30.50943396],0
b3,1,0.598698,0.276964,[2 2] ; [18 31],[1.50943396 2.49056604] ; [18.49056604 30.50943396],0
p7,1,0.603443,0.269835,[4 2] ; [39 31],[3.39473684 2.60526316] ; [39.60526316 30.39473684],0
d4,1,0.635599,0.224545,[5 1] ; [53 18],[4.51948052 1.48051948] ; [53.48051948 17.51948052],0
n2,1,0.659118,0.194597,[2 1] ; [11  3],[2.29411765 0.70588235] ; [10.70588235  3.29411765],0
d5,1,0.668563,0.183288,[4 2] ; [53 18],[4.44155844 1.55844156] ; [52.55844156 18.44155844],0
p9,1,0.728492,0.120501,[4 2] ; [52 19],[4.36363636 1.63636364] ; [51.63636364 19.36363636],0
p5,1,0.795971,0.066856,[1 5] ; [15 56],[1.24675325 4.75324675] ; [14.75324675 56.24675325],0
s7,1,0.805443,0.060668,[3 3] ; [37 30],[3.28767123 2.71232877] ; [36.71232877 30.28767123],0
p10,1,0.846944,0.037256,[4 2] ; [50 21],[4.20779221 1.79220779] ; [49.79220779 21.20779221],0
p1,1,0.851014,0.035278,[1 5] ; [10 62],[0.84615385 5.15384615] ; [10.15384615 61.84615385],0
u2,1,0.873382,0.025397,[2 1] ; [13  8],[1.875 1.125] ; [13.125  7.875],0
a5,1,0.887365,0.020062,[4 2] ; [50 22],[4.15384615 1.84615385] ; [49.84615385 22.15384615],0
n3,1,0.931175,0.007459,[2 1] ; [9 4],[2.0625 0.9375] ; [8.9375 4.0625],0
p3,1,0.97357,0.001098,[3 3] ; [36 35],[3.03896104 2.96103896] ; [35.96103896 35.03896104],0
u3,1,1.0,0.0,[2 1] ; [14  7],[2. 1.] ; [14.  7.],0
