Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.00032,12.94762,[339 239] ; [ 8 23],[329.33661741 248.66338259] ; [17.66338259 13.33661741],1
p3,1,0.00158,9.983485,[336 263] ; [ 8 22],[327.59300477 271.40699523] ; [16.40699523 13.59300477],0
s6,1,0.003164,8.710339,[412 174] ; [14 17],[404.59643436 181.40356564] ; [21.40356564  9.59643436],0
b1,1,0.005085,7.849056,[201 399] ; [18 13],[208.24088748 391.75911252] ; [10.75911252 20.24088748],0
p6,1,0.013445,6.109561,[232 361] ; [ 5 25],[225.58747994 367.41252006] ; [11.41252006 18.58747994],0
p2,1,0.022747,5.187745,[526  71] ; [23  8],[521.89968153  75.10031847] ; [27.10031847  3.89968153],0
a4,1,0.032215,4.587,[272 327] ; [ 8 23],[266.22222222 332.77777778] ; [13.77777778 17.22222222],0
d4,1,0.067709,3.337711,[500  98] ; [22  9],[496.27344992 101.72655008] ; [25.72655008  5.27344992],0
p5,1,0.075124,3.167351,[ 87 508] ; [ 1 30],[ 83.64217252 511.35782748] ; [ 4.35782748 26.64217252],0
p8,1,0.095585,2.777706,[356 235] ; [14 17],[351.55948553 239.44051447] ; [18.44051447 12.55948553],0
a5,1,0.110513,2.546874,[462 138] ; [20 11],[458.32012678 141.67987322] ; [23.67987322  7.32012678],0
p4,1,0.119406,2.42509,[390 207] ; [16 15],[385.95859873 211.04140127] ; [20.04140127 10.95859873],0
b2,1,0.120644,2.408946,[152 220] ; [ 5 16],[148.61068702 223.38931298] ; [ 8.38931298 12.61068702],0
b3,1,0.120644,2.408946,[152 220] ; [ 5 16],[148.61068702 223.38931298] ; [ 8.38931298 12.61068702],0
a3,1,0.13146,2.275183,[441 158] ; [19 12],[437.36507937 161.63492063] ; [22.63492063  8.36507937],0
s4,1,0.135944,2.223276,[101 492] ; [ 2 28],[ 98.04012841 494.95987159] ; [ 4.95987159 25.04012841],0
s5,1,0.137439,2.206402,[206 372] ; [ 7 24],[202.15763547 375.84236453] ; [10.84236453 20.15763547],0
a2,1,0.155061,2.021748,[144 456] ; [ 4 27],[140.72900158 459.27099842] ; [ 7.27099842 23.72900158],0
s1,1,0.160104,1.973242,[ 14 579] ; [ 2 29],[ 15.20512821 577.79487179] ; [ 0.79487179 30.20512821],0
n5,1,0.167223,1.907661,[483 113] ; [22  9],[480.03189793 115.96810207] ; [24.96810207  6.03189793],0
s8,1,0.179835,1.798989,[285 311] ; [11 20],[281.36523126 314.63476874] ; [14.63476874 16.36523126],0
n6,1,0.181277,1.787125,[528  68] ; [25  6],[525.65869219  70.34130781] ; [27.34130781  3.65869219],0
u1,1,0.22771,1.455108,[109 491] ; [ 3 28],[106.49762282 493.50237718] ; [ 5.50237718 25.49762282],0
s3,1,0.247506,1.337326,[337 252] ; [21 10],[340.1 248.9] ; [17.9 13.1],0
a8,1,0.283815,1.14873,[ 75 476] ; [ 6 23],[ 76.95 474.05] ; [ 4.05 24.95],0
v2,1,0.300052,1.073963,[340 231] ; [15 15],[337.27953411 233.72046589] ; [17.72046589 12.27953411],0
n1,1,0.314705,1.010828,[41 68] ; [3 2],[42.07017544 66.92982456] ; [1.92982456 3.07017544],0
d1,1,0.324541,0.97056,[363 237] ; [16 15],[360.38034865 239.61965135] ; [18.61965135 12.38034865],0
a6,1,0.352354,0.86496,[416 182] ; [24  7],[418.31478537 179.68521463] ; [21.68521463  9.31478537],0
v4,1,0.374476,0.788757,[573  21] ; [28  2],[572.10576923  21.89423077] ; [28.89423077  1.10576923],0
r4,1,0.375113,0.786656,[550  50] ; [27  4],[548.65293185  51.34706815] ; [28.34706815  2.65293185],0
b5,1,0.437297,0.603366,[352 248] ; [16 15],[349.9207607 250.0792393] ; [18.0792393 12.9207607],0
d5,1,0.438989,0.598923,[488 110] ; [27  4],[489.61844197 108.38155803] ; [25.38155803  5.61844197],0
b4,1,0.484183,0.489428,[349 251] ; [20 11],[350.87163233 249.12836767] ; [18.12836767 12.87163233],0
v3,1,0.497929,0.459348,[239 335] ; [11 20],[237.19008264 336.80991736] ; [12.80991736 18.19008264],0
s7,1,0.541595,0.372591,[294 283] ; [17 13],[295.62932455 281.37067545] ; [15.37067545 14.62932455],0
d3,1,0.548087,0.360756,[417 182] ; [20 11],[415.4968254 183.5031746] ; [21.5031746  9.4968254],0
p1,1,0.566277,0.328952,[ 57 541] ; [ 2 29],[ 56.09220986 541.90779014] ; [ 2.90779014 28.09220986],0
a7,1,0.571079,0.32088,[436 163] ; [24  7],[437.36507937 161.63492063] ; [22.63492063  8.36507937],0
n3,1,0.581323,0.304101,[79 29] ; [5 1],[79.57894737 28.42105263] ; [4.42105263 1.57894737],0
d2,1,0.582341,0.302465,[281 317] ; [13 18],[279.51033386 318.48966614] ; [14.48966614 16.51033386],0
n2,1,0.59836,0.277476,[83 26] ; [4 2],[82.46086957 26.53913043] ; [4.53913043 1.46086957],0
s2,1,0.645976,0.211011,[312 281] ; [15 16],[310.75480769 282.24519231] ; [16.24519231 14.75480769],0
a1,1,0.648817,0.207394,[ 28 572] ; [ 2 29],[ 28.52614897 571.47385103] ; [ 1.47385103 29.52614897],0
p7,1,0.672829,0.17831,[405 180] ; [19 10],[403.97394137 181.02605863] ; [20.02605863  8.97394137],0
