Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,88.899592,[44 85] ; [304  81],[87.3385214 41.6614786] ; [260.6614786 124.3385214],1
d3,1,0.0,44.126382,[74 55] ; [329  57],[100.94563107  28.05436893] ; [302.05436893  83.94563107],1
a2,1,0.0,27.806511,[ 13 116] ; [132 254],[36.32038835 92.67961165] ; [108.67961165 277.32038835],1
u1,1,0.0,27.21198,[  8 121] ; [110 276],[29.55728155 99.44271845] ; [ 88.44271845 297.55728155],1
b5,1,5.5e-05,16.267996,[62 67] ; [262 124],[81.15728155 47.84271845] ; [242.84271845 143.15728155],1
b1,1,0.000399,12.537784,[66 63] ; [130 256],[49.09514563 79.90485437] ; [146.90485437 239.09514563],1
v4,1,0.008966,6.829672,[119  10] ; [374  10],[123.97076023   5.02923977] ; [369.02923977  14.97076023],0
r2,1,0.026359,4.932325,[117  11] ; [366  14],[121.7007874   6.2992126] ; [361.2992126  18.7007874],0
r1,1,0.03936,4.245274,[99 30] ; [326  59],[106.66342412  22.33657588] ; [318.33657588  66.66342412],0
s8,1,0.043896,4.060542,[82 47] ; [205 179],[72.16959064 56.83040936] ; [214.83040936 169.16959064],0
s5,1,0.051387,3.79561,[66 59] ; [160 214],[56.61322645 68.38677355] ; [169.38677355 204.61322645],0
p3,1,0.057975,3.594374,[78 50] ; [198 188],[68.73151751 59.26848249] ; [207.26848249 178.73151751],0
u3,1,0.072193,3.23245,[15 14] ; [65 28],[19.01639344  9.98360656] ; [60.98360656 32.01639344],0
r4,1,0.075552,3.158076,[114  15] ; [360  26],[118.73009709  10.26990291] ; [355.26990291  30.73009709],0
a8,1,0.093145,2.819167,[ 12 113] ; [ 54 290],[ 17.59061834 107.40938166] ; [ 48.40938166 295.59061834],0
d1,1,0.096418,2.763815,[84 45] ; [281 105],[91.42718447 37.57281553] ; [273.57281553 112.42718447],0
s7,1,0.124291,2.362395,[84 41] ; [220 150],[76.76767677 48.23232323] ; [227.23232323 142.76767677],0
p2,1,0.138386,2.195817,[103  24] ; [333  52],[108.1484375  18.8515625] ; [327.8515625  57.1484375],0
a1,1,0.153673,2.035406,[ 12 117] ; [ 22 364],[  8.51650485 120.48349515] ; [ 25.48349515 360.51650485],0
u2,1,0.189361,1.722582,[16 13] ; [63 29],[18.9338843 10.0661157] ; [60.0661157 31.9338843],0
b4,1,0.219816,1.50557,[72 57] ; [239 147],[77.90097087 51.09902913] ; [233.09902913 152.90097087],0
b2,1,0.238207,1.391172,[38 47] ; [ 86 144],[33.46031746 51.53968254] ; [ 90.53968254 139.46031746],0
b3,1,0.238207,1.391172,[38 47] ; [ 86 144],[33.46031746 51.53968254] ; [ 90.53968254 139.46031746],0
n1,1,0.244602,1.353875,[16 16] ; [32 52],[13.24137931 18.75862069] ; [34.75862069 49.24137931],0
n3,1,0.280554,1.164402,[19 12] ; [61 24],[21.37931034  9.62068966] ; [58.62068966 26.37931034],0
v2,1,0.285477,1.140831,[69 55] ; [226 144],[74.048583 49.951417] ; [220.951417 149.048583],0
n6,1,0.303434,1.059041,[107  21] ; [334  49],[110.46575342  17.53424658] ; [330.53424658  52.46575342],0
n4,1,0.307903,1.039648,[104  24] ; [297  89],[99.85992218 28.14007782] ; [301.14007782  84.85992218],0
p6,1,0.308091,1.038842,[57 68] ; [154 227],[52.12450593 72.87549407] ; [158.87549407 222.12450593],0
s4,1,0.311351,1.024936,[31 97] ; [ 76 304],[ 26.96062992 101.03937008] ; [ 80.03937008 299.96062992],0
r3,1,0.32934,0.951492,[123   6] ; [372  11],[124.71679688   4.28320312] ; [370.28320312  12.71679688],0
v3,1,0.334837,0.930099,[56 69] ; [148 223],[51.41129032 73.58870968] ; [152.58870968 218.41129032],0
p4,1,0.361452,0.832843,[81 48] ; [258 126],[85.24561404 43.75438596] ; [253.75438596 130.24561404],0
p12,1,0.429837,0.623265,[ 11 116] ; [ 43 343],[ 13.36842105 113.63157895] ; [ 40.63157895 345.36842105],0
d5,1,0.478136,0.503113,[112  17] ; [344  42],[114.22135922  14.77864078] ; [341.77864078  44.22135922],0
v1,1,0.488945,0.478848,[77 49] ; [216 159],[73.68862275 52.31137725] ; [219.31137725 155.68862275],0
s2,1,0.515518,0.42285,[90 39] ; [256 128],[87.00584795 41.99415205] ; [258.99415205 125.00584795],0
p7,1,0.570795,0.321354,[86 39] ; [245 126],[83.41733871 41.58266129] ; [247.58266129 123.41733871],0
a3,1,0.614091,0.254261,[100  29] ; [290  95],[97.87937743 31.12062257] ; [292.12062257  92.87937743],0
u4,1,0.672864,0.17827,[  5 124] ; [ 12 374],[  4.25825243 124.74174757] ; [ 12.74174757 373.25825243],0
