Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.6e-05,18.658806,[299 161] ; [73  9],[315.7195572 144.2804428] ; [56.2804428 25.7195572],1
a5,1,0.658225,0.195687,[360 104] ; [67 17],[361.54744526 102.45255474] ; [65.45255474 18.54744526],0
v4,1,0.672122,0.179129,[446  15] ; [82  2],[446.62018349  14.37981651] ; [81.37981651  2.62018349],0
d1,1,0.696503,0.152135,[303 161] ; [53 31],[301.43065693 162.56934307] ; [54.56934307 29.43065693],0
p1,1,0.7217,0.12687,[ 44 416] ; [ 7 77],[ 43.125 416.875] ; [ 7.875 76.125],0
p10,1,0.754883,0.097473,[375  84] ; [69 14],[376.00738007  82.99261993] ; [67.99261993 15.00738007],0
a6,1,0.798929,0.064889,[362  99] ; [67 17],[362.87889908  98.12110092] ; [66.12110092 17.87889908],0
a2,1,0.864183,0.029259,[148 316] ; [26 58],[147.32846715 316.67153285] ; [26.67153285 57.32846715],0
p3,1,0.86927,0.027089,[226 235] ; [42 42],[226.69357798 234.30642202] ; [41.30642202 42.69357798],0
u3,1,0.94925,0.004051,[87 45] ; [12  6],[87.12 44.88] ; [11.88  6.12],0
n2,1,0.974104,0.001054,[74 29] ; [10  4],[73.94871795 29.05128205] ; [10.05128205  3.94871795],0
p7,1,0.996595,1.8e-05,[289 161] ; [52 29],[288.98305085 161.01694915] ; [52.01694915 28.98305085],0
a4,1,1.0,0.0,[220 242] ; [40 44],[220. 242.] ; [40. 44.],0
