Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.6e-05,18.658806,[299 161] ; [73  9],[315.7195572 144.2804428] ; [56.2804428 25.7195572],1
s2,1,2.9e-05,17.450522,[221 238] ; [60 22],[238.40850277 220.59149723] ; [42.59149723 39.40850277],1
s5,1,0.000145,14.437824,[131 321] ; [40 39],[145.55932203 306.44067797] ; [25.44067797 53.55932203],1
s3,1,0.000369,12.682298,[243 210] ; [62 21],[257.77052239 195.22947761] ; [47.22947761 35.77052239],1
u2,1,0.004954,7.896195,[82 49] ; [ 5 13],[76.48993289 54.51006711] ; [10.51006711  7.48993289],0
n4,1,0.007387,7.176353,[366  98] ; [55 29],[356.46715328 107.53284672] ; [64.53284672 19.46715328],0
a8,1,0.019655,5.442298,[ 70 339] ; [ 5 71],[ 63.24742268 345.75257732] ; [11.75257732 64.24742268],0
v3,1,0.02363,5.121614,[188 253] ; [24 58],[178.76099426 262.23900574] ; [33.23900574 48.76099426],0
b3,1,0.031736,4.612728,[100 184] ; [ 7 32],[ 94.08049536 189.91950464] ; [12.91950464 26.08049536],0
b2,1,0.031736,4.612728,[100 184] ; [ 7 32],[ 94.08049536 189.91950464] ; [12.91950464 26.08049536],0
b5,1,0.036019,4.396192,[287 177] ; [62 22],[295.50364964 168.49635036] ; [53.49635036 30.50364964],0
p11,1,0.05955,3.54986,[364 100] ; [58 26],[357.31386861 106.68613139] ; [64.68613139 19.31386861],0
n3,1,0.080326,3.058292,[73 30] ; [13  1],[75.70940171 27.29059829] ; [10.29059829  3.70940171],0
p6,1,0.08545,2.958077,[159 299] ; [37 46],[165.9297597 292.0702403] ; [30.0702403 52.9297597],0
p4,1,0.088806,2.895886,[278 182] ; [59 25],[284.96323529 175.03676471] ; [52.03676471 31.96323529],0
n6,1,0.139947,2.178542,[381  80] ; [74  9],[385.57904412  75.42095588] ; [69.42095588 13.57904412],0
s7,1,0.143417,2.140906,[212 225] ; [47 35],[218.07899807 218.92100193] ; [40.92100193 41.07899807],0
a1,1,0.1705,1.87854,[ 20 444] ; [ 1 83],[ 17.7810219 446.2189781] ; [ 3.2189781 80.7810219],0
s8,1,0.171986,1.865551,[198 261] ; [43 41],[203.71823204 255.28176796] ; [37.28176796 46.71823204],0
n5,1,0.18108,1.788736,[345 116] ; [57 27],[340.04036697 120.95963303] ; [61.95963303 22.04036697],0
a3,1,0.195694,1.674221,[330 130] ; [66 18],[334.85294118 125.14705882] ; [61.14705882 22.85294118],0
v2,1,0.211409,1.561754,[278 164] ; [45 36],[272.9751434 169.0248566] ; [50.0248566 30.9751434],0
n1,1,0.219832,1.505467,[39 63] ; [ 3 11],[36.93103448 65.06896552] ; [5.06896552 8.93103448],0
p8,1,0.269073,1.221466,[252 203] ; [40 42],[247.41154562 207.58845438] ; [44.58845438 37.41154562],0
p2,1,0.311757,1.023219,[394  68] ; [68 16],[390.92307692  71.07692308] ; [71.07692308 12.92307692],0
p9,1,0.334203,0.932541,[382  74] ; [73 10],[384.93506494  71.06493506] ; [70.06493506 12.93506494],0
d3,1,0.342605,0.90066,[364  98] ; [70 14],[367.23076923  94.76923077] ; [66.76923077 17.23076923],0
r4,1,0.367004,0.813783,[443  21] ; [82  2],[444.52554745  19.47445255] ; [80.47445255  3.52554745],0
d5,1,0.427152,0.630553,[390  72] ; [68 16],[387.53846154  74.46153846] ; [70.46153846 13.53846154],0
v1,1,0.450703,0.568883,[249 203] ; [42 41],[245.85420561 206.14579439] ; [45.14579439 37.85420561],0
b1,1,0.451457,0.566992,[169 295] ; [27 57],[165.95620438 298.04379562] ; [30.04379562 53.95620438],0
b4,1,0.486962,0.483232,[274 190] ; [53 31],[276.87591241 187.12408759] ; [50.12408759 33.87591241],0
u1,1,0.525597,0.402897,[112 352] ; [23 61],[114.30656934 349.69343066] ; [20.69343066 63.30656934],0
d4,1,0.533627,0.387479,[397  65] ; [70 14],[395.15384615  66.84615385] ; [71.84615385 12.15384615],0
d2,1,0.546789,0.363101,[236 225] ; [40 44],[233.46055046 227.53944954] ; [42.53944954 41.46055046],0
p5,1,0.593581,0.284787,[ 53 407] ; [ 8 76],[ 51.58088235 408.41911765] ; [ 9.41911765 74.58088235],0
p12,1,0.599066,0.276407,[ 41 420] ; [ 6 78],[ 39.7559633 421.2440367] ; [ 7.2440367 76.7559633],0
s1,1,0.610332,0.259691,[ 16 441] ; [ 2 81],[ 15.23333333 441.76666667] ; [ 2.76666667 80.23333333],0
r3,1,0.632771,0.228322,[446  16] ; [80  2],[446.71323529  15.28676471] ; [79.28676471  2.71323529],0
u4,1,0.636895,0.222826,[  9 455] ; [ 1 83],[  8.46715328 455.53284672] ; [ 1.53284672 82.46715328],0
