Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000197,13.854866,[36 62] ; [31 13],[46.23943662 51.76056338] ; [20.76056338 23.23943662],1
a3,1,0.017326,5.663071,[63 39] ; [36  8],[69.16438356 32.83561644] ; [29.83561644 14.16438356],0
a1,1,0.047391,3.931464,[  1 101] ; [ 3 41],[ 2.79452055 99.20547945] ; [ 1.20547945 42.79452055],0
r4,1,0.048615,3.888604,[89 13] ; [43  1],[92.21917808  9.78082192] ; [39.78082192  4.21917808],0
s7,1,0.063915,3.432761,[55 44] ; [31 12],[59.95774648 39.04225352] ; [26.04225352 16.95774648],0
p7,1,0.122816,2.381038,[61 39] ; [32 11],[65.03496503 34.96503497] ; [27.96503497 15.03496503],0
s8,1,0.139207,2.186708,[49 53] ; [27 17],[53.09589041 48.90410959] ; [22.90410959 21.09589041],0
d1,1,0.146597,2.107305,[54 48] ; [29 15],[57.98630137 44.01369863] ; [25.01369863 18.98630137],0
d4,1,0.174619,1.842836,[78 24] ; [38  6],[81.04109589 20.95890411] ; [34.95890411  9.04109589],0
n1,1,0.183725,1.767231,[ 9 16] ; [ 2 11],[ 7.23684211 17.76315789] ; [3.76315789 9.23684211],0
p5,1,0.18729,1.73881,[ 7 95] ; [ 6 38],[ 9.08219178 92.91780822] ; [ 3.91780822 40.08219178],0
u1,1,0.240575,1.37722,[17 85] ; [11 33],[19.56164384 82.43835616] ; [ 8.43835616 35.56164384],0
r2,1,0.263467,1.250447,[95  7] ; [43  1],[96.4109589  5.5890411] ; [41.5890411  2.4109589],0
u2,1,0.265758,1.238512,[16 23] ; [5 3],[17.42553191 21.57446809] ; [3.57446809 4.42553191],0
n6,1,0.2772,1.180767,[83 19] ; [39  5],[85.23287671 16.76712329] ; [36.76712329  7.23287671],0
s5,1,0.305521,1.04994,[46 46] ; [25 17],[48.74626866 43.25373134] ; [22.25373134 19.74626866],0
a2,1,0.306869,1.044105,[18 84] ; [11 33],[20.26027397 81.73972603] ; [ 8.73972603 35.26027397],0
p3,1,0.312697,1.01925,[51 51] ; [26 18],[53.79452055 48.20547945] ; [23.20547945 20.79452055],0
b3,1,0.340208,0.909646,[10 44] ; [ 7 18],[11.62025316 42.37974684] ; [ 5.37974684 19.62025316],0
b2,1,0.340208,0.909646,[10 44] ; [ 7 18],[11.62025316 42.37974684] ; [ 5.37974684 19.62025316],0
p12,1,0.342112,0.902502,[ 5 96] ; [ 4 40],[ 6.26896552 94.73103448] ; [ 2.73103448 41.26896552],0
v1,1,0.347611,0.88216,[47 55] ; [24 20],[49.60273973 52.39726027] ; [21.39726027 22.60273973],0
d2,1,0.364714,0.821597,[45 57] ; [23 21],[47.50684932 54.49315068] ; [20.49315068 23.50684932],0
a8,1,0.394321,0.725575,[ 4 93] ; [ 3 36],[ 4.99264706 92.00735294] ; [ 2.00735294 36.99264706],0
s1,1,0.462747,0.539243,[ 5 97] ; [ 1 43],[ 4.19178082 97.80821918] ; [ 1.80821918 42.19178082],0
p8,1,0.488171,0.480556,[50 51] ; [24 19],[51.90277778 49.09722222] ; [22.09722222 20.90277778],0
b5,1,0.500568,0.453731,[64 38] ; [25 19],[62.17808219 39.82191781] ; [26.82191781 17.17808219],0
