Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,142.223277,[21 65] ; [243  29],[63.41899441 22.58100559] ; [200.58100559  71.41899441],1
p9,1,0.284623,1.144885,[73 12] ; [244  27],[75.68820225  9.31179775] ; [241.31179775  29.68820225],0
b4,1,0.285394,1.141223,[44 42] ; [157 115],[48.2849162 37.7150838] ; [152.7150838 119.2849162],0
b2,1,0.335903,0.926007,[30 32] ; [ 77 109],[26.75 35.25] ; [ 80.25 105.75],0
b3,1,0.335903,0.926007,[30 32] ; [ 77 109],[26.75 35.25] ; [ 80.25 105.75],0
p12,1,0.357483,0.846716,[ 7 78] ; [ 32 239],[ 9.31179775 75.68820225] ; [ 29.68820225 241.31179775],0
n3,1,0.371348,0.79915,[11  8] ; [36 16],[12.57746479  6.42253521] ; [34.42253521 17.57746479],0
a3,1,0.374504,0.788665,[68 17] ; [228  43],[70.6741573 14.3258427] ; [225.3258427  45.6741573],0
d2,1,0.377494,0.778847,[46 40] ; [159 111],[49.52247191 36.47752809] ; [155.47752809 114.52247191],0
b5,1,0.379133,0.77351,[53 33] ; [153 119],[49.48603352 36.51396648] ; [156.51396648 115.48603352],0
r4,1,0.388493,0.743653,[81  5] ; [262  10],[82.39664804  3.60335196] ; [260.60335196  11.39664804],0
p5,1,0.394768,0.724204,[12 74] ; [ 48 220],[14.57627119 71.42372881] ; [ 45.42372881 222.57627119],0
p6,1,0.403693,0.697298,[42 43] ; [119 150],[38.65819209 46.34180791] ; [122.34180791 146.65819209],0
v1,1,0.50489,0.444642,[53 32] ; [155 111],[50.37037037 34.62962963] ; [157.62962963 108.37037037],0
a6,1,0.536817,0.381471,[60 26] ; [178  91],[57.65633803 28.34366197] ; [180.34366197  88.65633803],0
b1,1,0.560824,0.33828,[33 53] ; [114 158],[35.31284916 50.68715084] ; [111.68715084 160.31284916],0
p3,1,0.582049,0.302934,[51 35] ; [151 119],[48.79775281 37.20224719] ; [153.20224719 116.79775281],0
n6,1,0.583911,0.299954,[75 10] ; [242  26],[76.33144476  8.66855524] ; [240.66855524  27.33144476],0
u1,1,0.588264,0.293064,[25 61] ; [ 71 201],[23.06145251 62.93854749] ; [ 72.93854749 199.06145251],0
v3,1,0.627193,0.235887,[41 43] ; [119 141],[39.06976744 44.93023256] ; [120.93023256 139.06976744],0
v2,1,0.630702,0.23111,[54 30] ; [162 102],[52.13793103 31.86206897] ; [163.86206897 100.13793103],0
p10,1,0.653621,0.201365,[75 10] ; [234  37],[73.77808989 11.22191011] ; [235.22191011  35.77808989],0
r3,1,0.6615,0.191707,[83  3] ; [263   7],[83.58426966  2.41573034] ; [262.41573034   7.58426966],0
a1,1,0.664769,0.187782,[ 4 82] ; [ 16 256],[ 4.80446927 81.19553073] ; [ 15.19553073 256.80446927],0
p7,1,0.678437,0.171891,[59 26] ; [188  74],[60.50432277 24.49567723] ; [186.49567723  75.50432277],0
a7,1,0.680428,0.169645,[63 23] ; [193  79],[61.4972067 24.5027933] ; [194.5027933  77.4972067],0
p4,1,0.787066,0.072966,[59 27] ; [181  89],[57.97752809 28.02247191] ; [182.02247191  87.97752809],0
d5,1,0.816965,0.053569,[72 14] ; [228  41],[72.67605634 13.32394366] ; [227.32394366  41.67605634],0
d3,1,0.831438,0.045308,[64 22] ; [204  66],[64.74157303 21.25842697] ; [203.25842697  66.74157303],0
p2,1,0.868089,0.027585,[73 13] ; [232  39],[73.47338936 12.52661064] ; [231.52661064  39.47338936],0
a2,1,0.928561,0.008038,[27 59] ; [ 84 188],[26.66480447 59.33519553] ; [ 84.33519553 187.66480447],0
u3,1,0.967724,0.001637,[13  5] ; [32 12],[13.06451613  4.93548387] ; [31.93548387 12.06451613],0
u2,1,1.0,0.0,[12  6] ; [28 14],[12.  6.] ; [28. 14.],0
