Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,142.223277,[21 65] ; [243  29],[63.41899441 22.58100559] ; [200.58100559  71.41899441],1
s6,1,0.0,39.848332,[55 31] ; [247  22],[73.16056338 12.83943662] ; [228.83943662  40.16056338],1
r2,1,0.000113,14.903214,[77  8] ; [268   3],[82.37359551  2.62640449] ; [262.62640449   8.37359551],1
s8,1,0.011008,6.46396,[50 35] ; [198  72],[59.38028169 25.61971831] ; [188.61971831  81.38028169],0
s5,1,0.012267,6.271927,[29 57] ; [128 132],[39.02312139 46.97687861] ; [117.97687861 142.02312139],0
n2,1,0.026938,4.894772,[11  8] ; [44  9],[14.51388889  4.48611111] ; [40.48611111 12.51388889],0
n1,1,0.033372,4.526605,[ 5 14] ; [29 24],[ 8.97222222 10.02777778] ; [25.02777778 27.97222222],0
p1,1,0.053746,3.720556,[ 4 82] ; [ 32 238],[ 8.69662921 77.30337079] ; [ 27.30337079 242.69662921],0
s4,1,0.064045,3.429418,[11 74] ; [ 60 211],[16.95224719 68.04775281] ; [ 54.04775281 216.95224719],0
n5,1,0.066302,3.372274,[64 21] ; [227  43],[69.67605634 15.32394366] ; [221.32394366  48.67605634],0
d1,1,0.069803,3.287649,[50 36] ; [187  85],[56.93296089 29.06703911] ; [180.06703911  91.93296089],0
p11,1,0.097556,2.745055,[62 24] ; [219  53],[67.5027933 18.4972067] ; [213.4972067  58.5027933],0
d4,1,0.113247,2.508311,[70 16] ; [237  32],[74.37183099 11.62816901] ; [232.62816901  36.37183099],0
n4,1,0.116538,2.463242,[69 17] ; [236  35],[73.47338936 12.52661064] ; [231.52661064  39.47338936],0
a8,1,0.140002,2.177938,[ 9 63] ; [ 50 198],[13.275 58.725] ; [ 45.725 202.275],0
v4,1,0.149812,2.074161,[82  4] ; [265   5],[83.8258427  2.1741573] ; [263.1741573   6.8258427],0
a5,1,0.171549,1.869357,[74 12] ; [216  56],[69.66480447 16.33519553] ; [220.33519553  51.66480447],0
s1,1,0.227839,1.454302,[ 2 83] ; [ 15 255],[ 4.07042254 80.92957746] ; [ 12.92957746 257.07042254],0
a4,1,0.231753,1.430069,[39 46] ; [145 127],[43.80952381 41.19047619] ; [140.19047619 131.80952381],0
p8,1,0.276272,1.18534,[44 40] ; [159 110],[48.30594901 35.69405099] ; [154.69405099 114.30594901],0
