Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000131,14.620763,[14 27] ; [39 14],[23.11702128 17.88297872] ; [29.88297872 23.11702128],1
v1,1,0.001078,10.688506,[20 19] ; [44  9],[27.13043478 11.86956522] ; [36.86956522 16.13043478],0
s5,1,0.011434,6.396559,[19 19] ; [38 12],[24.61363636 13.38636364] ; [32.38636364 17.61363636],0
p4,1,0.016942,5.702367,[33  8] ; [49  2],[36.54347826  4.45652174] ; [45.45652174  5.54347826],0
p8,1,0.046754,3.954229,[28 12] ; [46  7],[31.82795699  8.17204301] ; [42.17204301 10.82795699],0
r1,1,0.05271,3.753084,[30 11] ; [47  6],[33.58510638  7.41489362] ; [43.41489362  9.58510638],0
s8,1,0.071283,3.253218,[20 20] ; [35 16],[24.17582418 15.82417582] ; [30.82417582 20.17582418],0
r4,1,0.075126,3.167322,[34  7] ; [50  3],[36.63829787  4.36170213] ; [47.36170213  5.63829787],0
p7,1,0.08059,3.052955,[28 11] ; [45  7],[31.28571429  7.71428571] ; [41.71428571 10.28571429],0
n6,1,0.090255,2.869814,[36  4] ; [51  1],[37.82608696  2.17391304] ; [49.17391304  2.82608696],0
v4,1,0.096354,2.764878,[37  4] ; [51  1],[38.79569892  2.20430108] ; [49.20430108  2.79569892],0
r3,1,0.151102,2.061093,[35  6] ; [49  3],[37.03225806  3.96774194] ; [46.96774194  5.03225806],0
p11,1,0.16281,1.947932,[32  9] ; [47  6],[34.45744681  6.54255319] ; [44.54255319  8.45744681],0
a1,1,0.163809,1.938704,[ 3 38] ; [ 9 44],[ 5.23404255 35.76595745] ; [ 6.76595745 46.23404255],0
a4,1,0.164969,1.928078,[15 26] ; [27 26],[18.31914894 22.68085106] ; [23.68085106 29.31914894],0
u2,1,0.183864,1.766111,[5 7] ; [7 3],[6.54545455 5.45454545] ; [5.45454545 4.54545455],0
p12,1,0.193452,1.691134,[ 8 32] ; [17 36],[10.75268817 29.24731183] ; [14.24731183 38.75268817],0
n4,1,0.19584,1.67313,[38  3] ; [52  1],[39.25531915  1.74468085] ; [50.74468085  2.25531915],0
s7,1,0.223447,1.482095,[25 13] ; [38 11],[27.51724138 10.48275862] ; [35.48275862 13.51724138],0
s2,1,0.234895,1.410972,[21 20] ; [33 19],[23.80645161 17.19354839] ; [30.19354839 21.80645161],0
a3,1,0.237587,1.394857,[29 12] ; [43 10],[31.40425532  9.59574468] ; [40.59574468 12.40425532],0
p6,1,0.244841,1.352503,[23 17] ; [36 16],[25.65217391 14.34782609] ; [33.34782609 18.65217391],0
d5,1,0.26717,1.231218,[30 11] ; [43  9],[32.1827957  8.8172043] ; [40.8172043 11.1827957],0
p3,1,0.26717,1.231218,[30 11] ; [43  9],[32.1827957  8.8172043] ; [40.8172043 11.1827957],0
p10,1,0.283303,1.151174,[35  6] ; [48  4],[36.59139785  4.40860215] ; [46.40860215  5.59139785],0
n2,1,0.291841,1.111111,[8 4] ; [7 1],[9. 3.] ; [6. 2.],0
s4,1,0.303469,1.058887,[ 7 34] ; [ 5 46],[ 5.34782609 35.65217391] ; [ 6.65217391 44.34782609],0
b5,1,0.323289,0.975594,[22 19] ; [23 30],[19.62765957 21.37234043] ; [25.37234043 27.62765957],0
b1,1,0.331944,0.941301,[16 25] ; [26 27],[18.31914894 22.68085106] ; [23.68085106 29.31914894],0
p2,1,0.336446,0.923926,[36  4] ; [44  9],[34.40860215  5.59139785] ; [45.59139785  7.40860215],0
u3,1,0.342095,0.902564,[6 6] ; [7 3],[7.09090909 4.90909091] ; [5.90909091 4.09090909],0
