Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,4.6e-05,16.607663,[77 19] ; [65 56],[62.8202765 33.1797235] ; [79.1797235 41.8202765],1
s7,1,0.002188,9.384867,[36 54] ; [24 93],[26.08695652 63.91304348] ; [33.91304348 83.08695652],0
p5,1,0.004027,8.271526,[17 78] ; [  7 117],[10.4109589 84.5890411] ; [ 13.5890411 110.4109589],0
n2,1,0.008104,7.01037,[7 8] ; [23  4],[10.71428571  4.28571429] ; [19.28571429  7.71428571],0
s4,1,0.017178,5.678095,[ 3 91] ; [ 15 108],[ 7.79723502 86.20276498] ; [ 10.20276498 112.79723502],0
p7,1,0.021025,5.324732,[71 23] ; [74 48],[63.10185185 30.89814815] ; [81.89814815 40.10185185],0
s8,1,0.025036,5.021419,[33 62] ; [26 97],[25.71100917 69.28899083] ; [33.28899083 89.71100917],0
a1,1,0.034956,4.447318,[ 7 89] ; [  2 122],[ 3.92727273 92.07272727] ; [  5.07272727 118.92727273],0
p1,1,0.04333,4.082493,[13 83] ; [  7 117],[ 8.72727273 87.27272727] ; [ 11.27272727 112.72727273],0
p6,1,0.059568,3.549382,[41 53] ; [37 82],[34.42253521 59.57746479] ; [43.57746479 75.42253521],0
p3,1,0.063708,3.438133,[57 37] ; [59 64],[50.24884793 43.75115207] ; [65.75115207 57.24884793],0
v4,1,0.078154,3.102883,[93  3] ; [111  11],[89.83486239  6.16513761] ; [114.16513761   7.83486239],0
p10,1,0.079384,3.077475,[80 14] ; [92 30],[74.85185185 19.14814815] ; [97.14814815 24.85185185],0
d1,1,0.082256,3.019762,[57 39] ; [59 65],[50.61818182 45.38181818] ; [65.38181818 58.61818182],0
p4,1,0.094102,2.802762,[62 33] ; [67 57],[55.95890411 39.04109589] ; [73.04109589 50.95890411],0
p11,1,0.102454,2.666924,[82 14] ; [95 29],[77.23636364 18.76363636] ; [99.76363636 24.23636364],0
p9,1,0.113627,2.503042,[84 11] ; [99 24],[79.74770642 15.25229358] ; [103.25229358  19.74770642],0
d4,1,0.152236,2.049706,[79 17] ; [92 32],[74.61818182 21.38181818] ; [96.38181818 27.61818182],0
d3,1,0.161042,1.96441,[69 27] ; [78 46],[64.14545455 31.85454545] ; [82.85454545 41.14545455],0
n1,1,0.174144,1.846902,[ 4 11] ; [13 14],[6.07142857 8.92857143] ; [10.92857143 16.07142857],0
n6,1,0.174344,1.845187,[82 14] ; [97 27],[78.10909091 17.89090909] ; [100.89090909  23.10909091],0
d2,1,0.189638,1.72043,[48 48] ; [51 73],[43.2 52.8] ; [55.8 68.2],0
u2,1,0.193472,1.690981,[18 11] ; [18 21],[15.35294118 13.64705882] ; [20.64705882 18.35294118],0
d5,1,0.22037,1.501963,[80 16] ; [95 29],[76.36363636 19.63636364] ; [98.63636364 25.36363636],0
r4,1,0.220788,1.499245,[86 10] ; [104  20],[82.90909091 13.09090909] ; [107.09090909  16.90909091],0
a7,1,0.250411,1.321011,[74 22] ; [87 37],[70.25454545 25.74545455] ; [90.74545455 33.25454545],0
s1,1,0.277199,1.180769,[ 1 95] ; [  4 119],[ 2.19178082 93.80821918] ; [  2.80821918 120.19178082],0
n4,1,0.294429,1.099256,[77 19] ; [92 32],[73.74545455 22.25454545] ; [95.25454545 28.74545455],0
u3,1,0.309491,1.032848,[14 16] ; [23 16],[16.08695652 13.91304348] ; [20.91304348 18.08695652],0
n3,1,0.311136,1.025848,[10  5] ; [21  5],[11.34146341  3.65853659] ; [19.65853659  6.34146341],0
