Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.037286,4.337312,[21  6] ; [58 46],[16.28244275 10.71755725] ; [62.71755725 41.28244275],0
v1,1,0.044415,4.040726,[13 14] ; [29 75],[ 8.65648855 18.34351145] ; [33.34351145 70.65648855],0
s6,1,0.103771,2.64661,[16 11] ; [43 60],[12.25384615 14.74615385] ; [46.74615385 56.25384615],0
u3,1,0.106852,2.600175,[7 4] ; [15 26],[4.65384615 6.34615385] ; [17.34615385 23.65384615],0
d1,1,0.110935,2.54085,[ 8 19] ; [49 56],[11.65909091 15.34090909] ; [45.34090909 59.65909091],0
s4,1,0.177171,1.821194,[ 3 24] ; [24 81],[ 5.52272727 21.47727273] ; [21.47727273 83.52272727],0
p5,1,0.225515,1.468927,[ 4 22] ; [ 8 96],[ 2.4 23.6] ; [ 9.6 94.4],0
r2,1,0.305042,1.052019,[24  3] ; [82 20],[22.18604651  4.81395349] ; [83.81395349 18.18604651],0
p2,1,0.309752,1.031731,[13 13] ; [64 41],[15.28244275 10.71755725] ; [61.71755725 43.28244275],0
s3,1,0.32769,0.958004,[10 17] ; [49 54],[12.25384615 14.74615385] ; [46.74615385 56.25384615],0
a1,1,0.331527,0.942925,[ 4 23] ; [ 9 96],[ 2.65909091 24.34090909] ; [10.34090909 94.65909091],0
n3,1,0.379047,0.77379,[5 2] ; [28 24],[3.91525424 3.08474576] ; [29.08474576 22.91525424],0
p6,1,0.403386,0.698208,[ 4 23] ; [23 81],[ 5.5648855 21.4351145] ; [21.4351145 82.5648855],0
b1,1,0.417747,0.656645,[18  9] ; [61 44],[16.15909091 10.84090909] ; [62.84090909 42.15909091],0
p7,1,0.444656,0.584237,[ 9 17] ; [45 60],[10.71755725 15.28244275] ; [43.28244275 61.71755725],0
a6,1,0.46714,0.528734,[16 11] ; [54 51],[14.31818182 12.68181818] ; [55.68181818 49.31818182],0
s5,1,0.476692,0.506423,[ 8 19] ; [23 77],[ 6.59055118 20.40944882] ; [24.40944882 75.59055118],0
u2,1,0.489194,0.478299,[5 6] ; [14 27],[4.01923077 6.98076923] ; [14.98076923 26.01923077],0
p3,1,0.49415,0.467477,[10 16] ; [33 72],[ 8.53435115 17.46564885] ; [34.46564885 70.53435115],0
p1,1,0.526378,0.401378,[ 4 23] ; [11 94],[ 3.06818182 23.93181818] ; [11.93181818 93.06818182],0
s2,1,0.532138,0.390307,[11 16] ; [36 69],[ 9.61363636 17.38636364] ; [37.38636364 67.61363636],0
d3,1,0.533433,0.387848,[17 10] ; [58 45],[15.57692308 11.42307692] ; [59.42307692 43.57692308],0
s7,1,0.566354,0.328821,[ 7 17] ; [35 64],[ 8.19512195 15.80487805] ; [33.80487805 65.19512195],0
n1,1,0.576302,0.312252,[2 4] ; [24 29],[2.6440678 3.3559322] ; [23.3559322 29.6440678],0
r4,1,0.585117,0.298035,[18  9] ; [64 41],[16.77272727 10.22727273] ; [65.22727273 39.77272727],0
b5,1,0.585117,0.298035,[18  9] ; [64 41],[16.77272727 10.22727273] ; [65.22727273 39.77272727],0
a4,1,0.59953,0.275705,[ 9 18] ; [40 63],[10.17692308 16.82307692] ; [38.82307692 64.17692308],0
a8,1,0.621339,0.24399,[ 2 24] ; [11 89],[ 2.68253968 23.31746032] ; [10.31746032 89.68253968],0
p8,1,0.649584,0.206425,[ 9 18] ; [30 74],[ 8.03816794 18.96183206] ; [30.96183206 73.03816794],0
d5,1,0.670178,0.181394,[17 10] ; [70 34],[17.93129771  9.06870229] ; [69.06870229 34.93129771],0
a2,1,0.67767,0.172761,[ 5 22] ; [16 89],[ 4.29545455 22.70454545] ; [16.70454545 88.29545455],0
b4,1,0.701783,0.146623,[15 12] ; [54 51],[14.11363636 12.88636364] ; [54.88636364 50.11363636],0
n6,1,0.757033,0.095715,[18  9] ; [66 38],[17.3129771  9.6870229] ; [66.6870229 37.3129771],0
n5,1,0.782144,0.076467,[18  9] ; [67 38],[17.38636364  9.61363636] ; [67.61363636 37.38636364],0
d4,1,0.784274,0.074941,[19  8] ; [71 34],[18.40909091  8.59090909] ; [71.59090909 33.40909091],0
r3,1,0.797943,0.065541,[18  9] ; [72 32],[18.54961832  8.45038168] ; [71.45038168 32.54961832],0
p12,1,0.818971,0.052381,[ 1 26] ; [  3 102],[ 0.81818182 26.18181818] ; [  3.18181818 101.81818182],0
p10,1,0.821112,0.051128,[12 14] ; [45 58],[11.48837209 14.51162791] ; [45.51162791 57.48837209],0
a7,1,0.827729,0.047356,[18  9] ; [67 37],[17.51908397  9.48091603] ; [67.48091603 36.51908397],0
n2,1,0.829817,0.046198,[5 3] ; [31 22],[4.72131148 3.27868852] ; [31.27868852 21.72131148],0
a5,1,0.83635,0.042669,[15 12] ; [56 49],[14.52272727 12.47727273] ; [56.47727273 48.52272727],0
d2,1,0.853149,0.034263,[13 14] ; [48 56],[12.57251908 14.42748092] ; [48.42748092 55.57251908],0
b2,1,0.857816,0.032097,[4 9] ; [21 42],[4.27631579 8.72368421] ; [20.72368421 42.27631579],0
