Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.002996,8.810069,[8 1] ; [11 22],[4.07142857 4.92857143] ; [14.92857143 18.07142857],0
p10,1,0.016929,5.703704,[7 2] ; [11 22],[3.85714286 5.14285714] ; [14.14285714 18.85714286],0
n6,1,0.018388,5.558824,[7 1] ; [14 20],[4. 4.] ; [17. 17.],0
s8,1,0.025075,5.018674,[4 5] ; [ 4 30],[1.6744186 7.3255814] ; [ 6.3255814 27.6744186],0
v1,1,0.039776,4.227397,[6 3] ; [10 24],[3.34883721 5.65116279] ; [12.65116279 21.34883721],0
p5,1,0.047518,3.926962,[2 7] ; [ 1 32],[0.64285714 8.35714286] ; [ 2.35714286 30.64285714],0
a5,1,0.050783,3.815409,[7 2] ; [14 20],[4.39534884 4.60465116] ; [16.60465116 17.39534884],0
s4,1,0.059168,3.560546,[3 6] ; [ 3 31],[1.25581395 7.74418605] ; [ 4.74418605 29.25581395],0
s6,1,0.062853,3.460466,[5 4] ; [ 8 26],[2.72093023 6.27906977] ; [10.27906977 23.72093023],0
p9,1,0.085243,2.961983,[7 2] ; [15 18],[4.71428571 4.28571429] ; [17.28571429 15.71428571],0
s2,1,0.090624,2.86326,[4 5] ; [ 6 28],[2.09302326 6.90697674] ; [ 7.90697674 26.09302326],0
b2,1,0.131543,2.274204,[5 4] ; [ 5 14],[3.21428571 5.78571429] ; [ 6.78571429 12.21428571],0
b3,1,0.131543,2.274204,[5 4] ; [ 5 14],[3.21428571 5.78571429] ; [ 6.78571429 12.21428571],0
s5,1,0.133444,2.251969,[2 7] ; [ 2 32],[0.8372093 8.1627907] ; [ 3.1627907 30.8372093],0
a7,1,0.135662,2.226486,[2 7] ; [17 17],[3.97674419 5.02325581] ; [15.02325581 18.97674419],0
p3,1,0.144686,2.127405,[4 5] ; [ 7 27],[2.30232558 6.69767442] ; [ 8.69767442 25.30232558],0
p2,1,0.17279,1.858568,[6 3] ; [14 20],[4.18604651 4.81395349] ; [15.81395349 18.18604651],0
p1,1,0.264844,1.243258,[2 7] ; [ 3 31],[1.04651163 7.95348837] ; [ 3.95348837 30.04651163],0
d5,1,0.268948,1.222104,[5 4] ; [12 22],[3.55813953 5.44186047] ; [13.44186047 20.55813953],0
p7,1,0.268948,1.222104,[5 4] ; [12 22],[3.55813953 5.44186047] ; [13.44186047 20.55813953],0
p11,1,0.268948,1.222104,[5 4] ; [12 22],[3.55813953 5.44186047] ; [13.44186047 20.55813953],0
d4,1,0.29537,1.094983,[6 3] ; [16 18],[4.60465116 4.39534884] ; [17.39534884 16.60465116],0
n4,1,0.29553,1.094257,[7 2] ; [20 14],[5.65116279 3.34883721] ; [21.34883721 12.65116279],0
p12,1,0.300706,1.071059,[1 8] ; [ 1 33],[0.41860465 8.58139535] ; [ 1.58139535 32.41860465],0
v3,1,0.303659,1.058055,[3 6] ; [ 6 28],[1.88372093 7.11627907] ; [ 7.11627907 26.88372093],0
r1,1,0.348977,0.877175,[5 4] ; [13 21],[3.76744186 5.23255814] ; [14.23255814 19.76744186],0
r3,1,0.418226,0.655294,[6 3] ; [17 16],[4.92857143 4.07142857] ; [18.07142857 14.92857143],0
s1,1,0.420765,0.648178,[2 7] ; [ 4 30],[1.25581395 7.74418605] ; [ 4.74418605 29.25581395],0
n5,1,0.456775,0.553785,[7 2] ; [22 12],[6.06976744 2.93023256] ; [22.93023256 11.06976744],0
a4,1,0.515906,0.42207,[1 8] ; [ 7 27],[1.6744186 7.3255814] ; [ 6.3255814 27.6744186],0
a6,1,0.559791,0.340065,[3 6] ; [15 19],[3.76744186 5.23255814] ; [14.23255814 19.76744186],0
a2,1,0.584019,0.299782,[1 8] ; [ 2 32],[0.62790698 8.37209302] ; [ 2.37209302 31.62790698],0
p6,1,0.613893,0.254545,[2 7] ; [ 5 28],[1.5 7.5] ; [ 5.5 27.5],0
b1,1,0.650227,0.205614,[5 4] ; [16 18],[4.39534884 4.60465116] ; [16.60465116 17.39534884],0
b5,1,0.650227,0.205614,[5 4] ; [16 18],[4.39534884 4.60465116] ; [16.60465116 17.39534884],0
n3,1,0.70663,0.141667,[3 2] ; [6 6],[2.64705882 2.35294118] ; [6.35294118 5.64705882],0
n2,1,0.70663,0.141667,[2 3] ; [6 6],[2.35294118 2.64705882] ; [5.64705882 6.35294118],0
n1,1,0.70663,0.141667,[2 3] ; [6 6],[2.35294118 2.64705882] ; [5.64705882 6.35294118],0
s3,1,0.721277,0.127273,[3 6] ; [ 9 24],[2.57142857 6.42857143] ; [ 9.42857143 23.57142857],0
a8,1,0.75881,0.094276,[1 8] ; [ 5 28],[1.28571429 7.71428571] ; [ 4.71428571 28.28571429],0
v2,1,0.760013,0.093308,[2 7] ; [ 9 24],[2.35714286 6.64285714] ; [ 8.64285714 24.35714286],0
p4,1,0.819814,0.051885,[3 6] ; [10 24],[2.72093023 6.27906977] ; [10.27906977 23.72093023],0
p8,1,0.861623,0.030383,[3 6] ; [10 23],[2.78571429 6.21428571] ; [10.21428571 22.78571429],0
d3,1,0.914672,0.011481,[2 7] ; [ 7 27],[1.88372093 7.11627907] ; [ 7.11627907 26.88372093],0
d2,1,0.914672,0.011481,[2 7] ; [ 7 27],[1.88372093 7.11627907] ; [ 7.11627907 26.88372093],0
r4,1,0.934215,0.006813,[2 7] ; [ 8 26],[2.09302326 6.90697674] ; [ 7.90697674 26.09302326],0
a1,1,0.956624,0.002958,[1 8] ; [ 4 30],[1.04651163 7.95348837] ; [ 3.95348837 30.04651163],0
r2,1,0.985994,0.000308,[4 5] ; [15 19],[3.97674419 5.02325581] ; [15.02325581 18.97674419],0
b4,1,0.985994,0.000308,[5 4] ; [19 15],[5.02325581 3.97674419] ; [18.97674419 15.02325581],0
