Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8e-06,19.987421,[12 41] ; [73 50],[25.59659091 27.40340909] ; [59.40340909 63.59659091],1
n5,1,1e-05,19.548536,[21 32] ; [93 32],[33.94382022 19.05617978] ; [80.05617978 44.94382022],1
p10,1,1.4e-05,18.859471,[20 32] ; [90 33],[32.68571429 19.31428571] ; [77.31428571 45.68571429],1
p11,1,2.7e-05,17.608007,[22 31] ; [93 32],[34.24157303 18.75842697] ; [80.75842697 44.24157303],1
p9,1,0.000384,12.606257,[27 25] ; [96 26],[36.75862069 15.24137931] ; [86.24137931 35.75862069],1
v4,1,0.001179,10.522514,[37 15] ; [113  12],[44.06779661  7.93220339] ; [105.93220339  19.06779661],0
r3,1,0.003727,8.412496,[37 16] ; [109  15],[43.71751412  9.28248588] ; [102.28248588  21.71751412],0
a1,1,0.012994,6.169925,[ 6 47] ; [  3 122],[ 2.67977528 50.32022472] ; [  6.32022472 118.67977528],0
r4,1,0.017646,5.630966,[34 19] ; [101  24],[40.19662921 12.80337079] ; [94.80337079 30.19662921],0
s5,1,0.042853,4.101178,[ 5 45] ; [28 91],[ 9.76331361 40.23668639] ; [23.23668639 95.76331361],0
p8,1,0.063992,3.430779,[ 7 46] ; [32 92],[11.6779661 41.3220339] ; [27.3220339 96.6779661],0
p2,1,0.066467,3.368193,[27 26] ; [82 43],[32.45505618 20.54494382] ; [76.54494382 48.45505618],0
n4,1,0.077314,3.12047,[31 22] ; [90 35],[36.02808989 16.97191011] ; [84.97191011 40.02808989],0
b5,1,0.083522,2.995006,[27 26] ; [81 44],[32.15730337 20.84269663] ; [75.84269663 49.15730337],0
b1,1,0.113716,2.501804,[24 29] ; [41 84],[19.35393258 33.64606742] ; [45.64606742 79.35393258],0
v2,1,0.155536,2.017104,[14 36] ; [47 72],[18.04733728 31.95266272] ; [42.95266272 76.04733728],0
u1,1,0.158746,1.986128,[ 2 51] ; [  1 124],[ 0.89325843 52.10674157] ; [  2.10674157 122.89325843],0
p4,1,0.165536,1.922912,[12 41] ; [41 83],[15.8700565 37.1299435] ; [37.1299435 86.8700565],0
u3,1,0.184909,1.757718,[15 10] ; [27 34],[12.20930233 12.79069767] ; [29.79069767 31.20930233],0
p1,1,0.185743,1.751067,[ 7 45] ; [  9 116],[ 4.70056497 47.29943503] ; [ 11.29943503 113.70056497],0
p5,1,0.208871,1.579237,[ 1 52] ; [  8 117],[ 2.67977528 50.32022472] ; [  6.32022472 118.67977528],0
s8,1,0.21173,1.559559,[ 9 44] ; [32 93],[12.20786517 40.79213483] ; [28.79213483 96.20786517],0
