Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.982853,[29 18] ; [23 85],[15.76774194 31.23225806] ; [36.23225806 71.76774194],1
s2,1,1.2e-05,19.130933,[34 13] ; [37 71],[21.52903226 25.47096774] ; [49.47096774 58.52903226],1
p10,1,6.5e-05,15.960427,[35  9] ; [46 59],[23.91946309 20.08053691] ; [57.08053691 47.91946309],1
s6,1,8.9e-05,15.361433,[40  7] ; [56 52],[29.10967742 17.89032258] ; [66.89032258 41.10967742],1
s7,1,0.000181,14.01368,[28 14] ; [33 68],[17.91608392 24.08391608] ; [43.08391608 57.91608392],1
s4,1,0.009027,6.817435,[15 32] ; [15 93],[ 9.09677419 37.90322581] ; [20.90322581 87.09677419],0
p9,1,0.010876,6.485506,[35 10] ; [58 46],[28.08724832 16.91275168] ; [64.91275168 39.08724832],0
v1,1,0.015318,5.879499,[27 20] ; [39 68],[20.14285714 26.85714286] ; [45.85714286 61.14285714],0
u1,1,0.02221,5.229273,[15 32] ; [17 91],[ 9.70322581 37.29677419] ; [22.29677419 85.70322581],0
p6,1,0.036757,4.361642,[18 28] ; [24 82],[12.71052632 33.28947368] ; [29.28947368 76.71052632],0
s3,1,0.042163,4.12863,[29 18] ; [47 60],[23.19480519 23.80519481] ; [52.80519481 54.19480519],0
r4,1,0.042305,4.122969,[42  5] ; [81 27],[37.29677419  9.70322581] ; [85.70322581 22.29677419],0
v2,1,0.0441,4.052744,[27 20] ; [41 62],[21.30666667 25.69333333] ; [46.69333333 56.30666667],0
a5,1,0.053685,3.722466,[37 10] ; [68 40],[31.83870968 15.16129032] ; [73.16129032 34.83870968],0
v3,1,0.061252,3.503165,[20 27] ; [28 75],[15.04 31.96] ; [32.96 70.04],0
a8,1,0.06251,3.469499,[ 7 32] ; [ 7 90],[ 4.01470588 34.98529412] ; [ 9.98529412 87.01470588],0
a3,1,0.067523,3.342239,[37 10] ; [67 38],[32.15789474 14.84210526] ; [71.84210526 33.15789474],0
n2,1,0.072069,3.235248,[14  3] ; [23 17],[11.03508772  5.96491228] ; [25.96491228 14.03508772],0
n4,1,0.084461,2.976905,[32 14] ; [59 49],[27.18181818 18.81818182] ; [63.81818182 44.18181818],0
p4,1,0.10023,2.701881,[24 21] ; [42 66],[19.41176471 25.58823529] ; [46.58823529 61.41176471],0
d4,1,0.104291,2.638671,[41  6] ; [81 26],[37.23376623  9.76623377] ; [84.76623377 22.23376623],0
r2,1,0.109238,2.565214,[46  1] ; [97 10],[43.64285714  3.35714286] ; [99.35714286  7.64285714],0
s1,1,0.121759,2.394549,[ 1 44] ; [10 97],[ 3.25657895 41.74342105] ; [ 7.74342105 99.25657895],0
p12,1,0.159643,1.977601,[ 2 44] ; [  1 107],[ 0.8961039 45.1038961] ; [  2.1038961 105.8961039],0
b1,1,0.166838,1.911131,[27 20] ; [49 59],[23.04516129 23.95483871] ; [52.95483871 55.04516129],0
n6,1,0.169267,1.889426,[35 11] ; [70 38],[31.36363636 14.63636364] ; [73.63636364 34.36363636],0
d5,1,0.170347,1.879891,[42  5] ; [86 21],[39.06493506  7.93506494] ; [88.93506494 18.06493506],0
d2,1,0.182902,1.773888,[27 20] ; [49 58],[23.19480519 23.80519481] ; [52.80519481 54.19480519],0
