Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,60.119905,[252  49] ; [32 46],[225.55145119  75.44854881] ; [58.44854881 19.55145119],1
p9,1,0.0,54.219415,[254  44] ; [34 41],[230.09115282  67.90884718] ; [57.90884718 17.09115282],1
r3,1,0.0,46.780977,[289  11] ; [56 22],[273.80952381  26.19047619] ; [71.19047619  6.80952381],1
p10,1,0.0,44.055292,[242  55] ; [34 43],[219.17647059  77.82352941] ; [56.82352941 20.17647059],1
p7,1,0.0,43.960122,[199  98] ; [19 57],[173.58176944 123.41823056] ; [44.41823056 31.58176944],1
r4,1,0.0,42.165912,[274  27] ; [48 30],[255.73087071  45.26912929] ; [66.26912929 11.73087071],1
p8,1,0.0,33.703461,[169 125] ; [16 62],[146.20967742 147.79032258] ; [38.79032258 39.20967742],1
v4,1,0.0,33.118062,[285  14] ; [58 20],[272.03448276  26.96551724] ; [70.96551724  7.03448276],1
v1,1,0.0,32.263325,[163 134] ; [14 62],[140.93565684 156.06434316] ; [36.06434316 39.93565684],1
p4,1,0.0,30.678676,[180 120] ; [19 58],[158.35543767 141.64456233] ; [40.64456233 36.35543767],1
p3,1,6e-05,16.099163,[151 150] ; [19 58],[135.37037037 165.62962963] ; [34.62962963 42.37037037],1
p6,1,6.3e-05,15.998059,[ 99 196] ; [ 8 69],[ 84.85215054 210.14784946] ; [22.14784946 54.85215054],1
a1,1,0.000565,11.88942,[  6 295] ; [ 8 70],[ 11.11873351 289.88126649] ; [ 2.88126649 75.11873351],1
n6,1,0.000818,11.199022,[248  53] ; [50 27],[237.2962963  63.7037037] ; [60.7037037 16.2962963],1
b1,1,0.001335,10.293145,[ 99 202] ; [41 37],[111.18733509 189.81266491] ; [28.81266491 49.18733509],0
s1,1,0.003238,8.667991,[  3 295] ; [ 5 73],[  6.34042553 291.65957447] ; [ 1.65957447 76.34042553],0
r1,1,0.003246,8.664,[239  60] ; [50 28],[229.20689655  69.79310345] ; [59.79310345 18.20689655],0
n4,1,0.003475,8.539615,[234  67] ; [48 30],[223.96306069  77.03693931] ; [58.03693931 19.96306069],0
s6,1,0.005143,7.828445,[145 151] ; [24 53],[134.11260054 161.88739946] ; [34.88739946 42.11260054],0
n5,1,0.013165,6.146739,[216  83] ; [45 33],[207.  92.] ; [54. 24.],0
r2,1,0.0138,6.063528,[275  21] ; [62 12],[269.6  26.4] ; [67.4  6.6],0
n3,1,0.015002,5.916193,[51 17] ; [15 15],[45.79591837 22.20408163] ; [20.20408163  9.79591837],0
u4,1,0.047448,3.929448,[  1 300] ; [ 2 76],[  2.38258575 298.61741425] ; [ 0.61741425 77.38258575],0
d2,1,0.05072,3.817508,[140 160] ; [45 31],[147.60638298 152.39361702] ; [37.39361702 38.60638298],0
n2,1,0.064731,3.411815,[47 21] ; [16 16],[42.84 25.16] ; [20.16 11.84],0
d3,1,0.088311,2.904904,[225  75] ; [51 27],[219.04761905  80.95238095] ; [56.95238095 21.04761905],0
v2,1,0.088618,2.899304,[165 128] ; [34 41],[158.44293478 134.55706522] ; [40.55706522 34.44293478],0
a4,1,0.106971,2.598404,[129 171] ; [41 36],[135.27851459 164.72148541] ; [34.72148541 42.27851459],0
a6,1,0.133392,2.252582,[219  82] ; [50 28],[213.63852243  87.36147757] ; [55.36147757 22.63852243],0
a5,1,0.239852,1.381466,[228  73] ; [54 24],[223.96306069  77.03693931] ; [58.03693931 19.96306069],0
d1,1,0.245202,1.350436,[187 114] ; [54 24],[191.40105541 109.59894459] ; [49.59894459 28.40105541],0
p5,1,0.329859,0.949451,[ 30 270] ; [ 5 73],[ 27.77777778 272.22222222] ; [ 7.22222222 70.77777778],0
n1,1,0.363021,0.827417,[21 46] ; [13 19],[23.01010101 43.98989899] ; [10.98989899 21.01010101],0
d4,1,0.384628,0.755858,[258  42] ; [70  8],[260.31746032  39.68253968] ; [67.68253968 10.31746032],0
a7,1,0.385188,0.754078,[226  74] ; [55 23],[223.01587302  76.98412698] ; [57.98412698 20.01587302],0
s8,1,0.406554,0.688856,[ 76 224] ; [16 61],[ 73.20954907 226.79045093] ; [18.79045093 58.20954907],0
s5,1,0.42361,0.640278,[ 60 235] ; [12 62],[ 57.56097561 237.43902439] ; [14.43902439 59.56097561],0
v3,1,0.432565,0.615927,[104 189] ; [23 52],[101.11684783 191.88315217] ; [25.88315217 49.11684783],0
a8,1,0.444799,0.583872,[ 35 233] ; [ 7 65],[ 33.10588235 234.89411765] ; [ 8.89411765 63.10588235],0
s4,1,0.451954,0.565746,[ 27 273] ; [ 9 67],[ 28.72340426 271.27659574] ; [ 7.27659574 68.72340426],0
a2,1,0.470231,0.521433,[ 62 239] ; [19 59],[ 64.3298153 236.6701847] ; [16.6701847 61.3298153],0
u2,1,0.508501,0.43715,[48 41] ; [13  8],[49.35454545 39.64545455] ; [11.64545455  9.35454545],0
p12,1,0.624396,0.239738,[ 11 286] ; [ 2 76],[ 10.296 286.704] ; [ 2.704 75.296],0
u1,1,0.634154,0.22647,[ 45 256] ; [10 68],[ 43.68073879 257.31926121] ; [11.31926121 66.68073879],0
a3,1,0.845061,0.038191,[212  88] ; [56 22],[212.6984127  87.3015873] ; [55.3015873 22.6984127],0
b2,1,0.848485,0.036501,[ 63 113] ; [19 32],[ 63.57709251 112.42290749] ; [18.42290749 32.57709251],0
b3,1,0.848485,0.036501,[ 63 113] ; [19 32],[ 63.57709251 112.42290749] ; [18.42290749 32.57709251],0
u3,1,0.848544,0.036472,[46 42] ; [12 10],[46.4 41.6] ; [11.6 10.4],0
p1,1,0.854531,0.033614,[ 21 279] ; [ 5 73],[ 20.63492063 279.36507937] ; [ 5.36507937 72.63492063],0
b5,1,0.887976,0.019843,[184 117] ; [47 31],[183.4591029 117.5408971] ; [47.5408971 30.4591029],0
s7,1,0.937313,0.006185,[ 76 210] ; [20 54],[ 76.26666667 209.73333333] ; [19.73333333 54.26666667],0
s3,1,0.959876,0.002531,[ 65 233] ; [17 60],[ 65.16266667 232.83733333] ; [16.83733333 60.16266667],0
b4,1,0.979328,0.000671,[178 123] ; [46 32],[177.89973615 123.10026385] ; [46.10026385 31.89973615],0
