Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,29.973376,[71 13] ; [89 92],[50.71698113 33.28301887] ; [109.28301887  71.71698113],1
p4,1,1e-06,25.252175,[70 16] ; [91 94],[51.09225092 34.90774908] ; [109.90774908  75.09225092],1
p8,1,1e-06,24.9429,[60 26] ; [ 68 115],[40.92193309 45.07806691] ; [87.07806691 95.92193309],1
p3,1,6e-06,20.590996,[57 29] ; [ 68 117],[39.66789668 46.33210332] ; [85.33210332 99.66789668],1
s7,1,0.003808,8.373011,[39 42] ; [ 54 128],[28.64258555 52.35741445] ; [ 64.35741445 117.64258555],0
p5,1,0.008748,6.87353,[15 71] ; [ 13 172],[ 8.88560886 77.11439114] ; [ 19.11439114 165.88560886],0
p10,1,0.013614,6.087458,[72 12] ; [133  52],[64.01486989 19.98513011] ; [140.98513011  44.01486989],0
p1,1,0.01367,6.080221,[10 76] ; [  7 177],[ 5.41481481 80.58518519] ; [ 11.58518519 172.41481481],0
n4,1,0.013874,6.054145,[71 15] ; [127  59],[62.60294118 23.39705882] ; [135.39705882  50.60294118],0
s5,1,0.020059,5.406723,[40 44] ; [ 60 123],[31.46067416 52.53932584] ; [ 68.53932584 114.46067416],0
r4,1,0.023379,5.140142,[81  5] ; [157  29],[75.25 10.75] ; [162.75  23.25],0
a4,1,0.025215,5.009078,[44 41] ; [ 69 116],[35.57407407 49.42592593] ; [ 77.42592593 107.57407407],0
s2,1,0.031941,4.601654,[51 34] ; [ 85 100],[42.81481481 42.18518519] ; [93.18518519 91.81481481],0
p12,1,0.033156,4.53768,[11 75] ; [ 10 176],[ 6.63970588 79.36029412] ; [ 14.36029412 171.63970588],0
d2,1,0.03907,4.2578,[43 43] ; [ 68 117],[35.22509225 50.77490775] ; [ 75.77490775 109.22509225],0
a1,1,0.062772,3.462586,[ 8 78] ; [  7 179],[ 4.74264706 81.25735294] ; [ 10.25735294 175.74264706],0
p9,1,0.076837,3.130574,[75 11] ; [143  40],[69.69516729 16.30483271] ; [148.30483271  34.69516729],0
b5,1,0.083695,2.991642,[47 39] ; [122  64],[53.43382353 32.56617647] ; [115.56617647  70.43382353],0
a2,1,0.090775,2.860584,[24 62] ; [ 35 151],[18.65441176 67.34558824] ; [ 40.34558824 145.65441176],0
b2,1,0.098527,2.729233,[19 33] ; [22 71],[14.70344828 37.29655172] ; [26.29655172 66.70344828],0
b3,1,0.098527,2.729233,[19 33] ; [22 71],[14.70344828 37.29655172] ; [26.29655172 66.70344828],0
n5,1,0.103216,2.655135,[67 17] ; [130  55],[61.51672862 22.48327138] ; [135.48327138  49.51672862],0
d1,1,0.111115,2.538294,[51 35] ; [91 95],[44.89705882 41.10294118] ; [97.10294118 88.89705882],0
a3,1,0.115443,2.478085,[61 25] ; [113  72],[55.21771218 30.78228782] ; [118.78228782  66.21771218],0
r2,1,0.124165,2.363985,[82  3] ; [168  16],[78.99628253  6.00371747] ; [171.00371747  12.99628253],0
p11,1,0.125801,2.343575,[69 17] ; [133  53],[63.86764706 22.13235294] ; [138.13235294  47.86764706],0
b1,1,0.147719,2.095649,[35 51] ; [ 59 127],[29.72058824 56.27941176] ; [ 64.27941176 121.72058824],0
u4,1,0.189241,1.723519,[ 2 84] ; [  1 185],[ 0.94852941 85.05147059] ; [  2.05147059 183.94852941],0
r1,1,0.253483,1.304007,[70 16] ; [139  46],[66.32472325 19.67527675] ; [142.67527675  42.32472325],0
r3,1,0.258264,1.278041,[82  3] ; [172  13],[79.96296296  5.03703704] ; [174.03703704  10.96296296],0
n3,1,0.318327,0.995808,[11  6] ; [37 11],[12.55384615  4.44615385] ; [35.44615385 12.55384615],0
d3,1,0.320149,0.988339,[65 21] ; [129  56],[61.56457565 24.43542435] ; [132.43542435  52.56457565],0
d4,1,0.334698,0.930634,[73 13] ; [148  37],[70.13284133 15.86715867] ; [150.86715867  34.13284133],0
n6,1,0.363609,0.825391,[74 11] ; [153  32],[71.46296296 13.53703704] ; [155.53703704  29.46296296],0
v2,1,0.370787,0.801026,[50 36] ; [92 84],[46.61068702 39.38931298] ; [95.38931298 80.61068702],0
v1,1,0.410556,0.67719,[45 40] ; [87 96],[41.86567164 43.13432836] ; [90.13432836 92.86567164],0
p2,1,0.434206,0.611548,[73 13] ; [149  35],[70.71111111 15.28888889] ; [151.28888889  32.71111111],0
u3,1,0.443858,0.586289,[15  9] ; [38 33],[13.38947368 10.61052632] ; [39.61052632 31.38947368],0
d5,1,0.521235,0.411449,[69 17] ; [142  43],[66.95940959 19.04059041] ; [144.04059041  40.95940959],0
u2,1,0.537954,0.379344,[15 10] ; [37 33],[13.68421053 11.31578947] ; [38.31578947 31.68421053],0
b4,1,0.544484,0.367292,[56 30] ; [114  72],[53.75 32.25] ; [116.25  69.75],0
s3,1,0.574791,0.314731,[51 34] ; [102  79],[48.89097744 36.10902256] ; [104.10902256  76.89097744],0
a6,1,0.625465,0.23826,[56 30] ; [126  59],[57.75645756 28.24354244] ; [124.24354244  60.75645756],0
a8,1,0.668065,0.183874,[ 8 69] ; [ 21 150],[ 9.00403226 67.99596774] ; [ 19.99596774 151.00403226],0
s4,1,0.685689,0.163792,[20 63] ; [ 40 143],[18.72180451 64.27819549] ; [ 41.27819549 141.72180451],0
n2,1,0.704643,0.143687,[15  3] ; [38 10],[14.45454545  3.54545455] ; [38.54545455  9.45454545],0
n1,1,0.710543,0.137736,[ 6 12] ; [18 29],[ 6.64615385 11.35384615] ; [17.35384615 29.64615385],0
s1,1,0.735203,0.114388,[ 4 81] ; [  7 176],[ 3.48880597 81.51119403] ; [  7.51119403 175.48880597],0
u1,1,0.79483,0.067623,[14 72] ; [ 28 158],[13.27941176 72.72058824] ; [ 28.72058824 157.27941176],0
v4,1,0.823475,0.049764,[81  5] ; [172  12],[80.58518519  5.41481481] ; [172.41481481  11.58518519],0
v3,1,0.825509,0.048605,[29 55] ; [ 60 121],[28.21132075 55.78867925] ; [ 60.78867925 120.21132075],0
a7,1,0.86609,0.028435,[66 20] ; [141  45],[65.44852941 20.55147059] ; [141.55147059  44.44852941],0
a5,1,0.98333,0.000437,[60 26] ; [130  56],[60.07352941 25.92647059] ; [129.92647059  56.07352941],0
