Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,126.040045,[ 29 126] ; [105  16],[75.25362319 79.74637681] ; [58.74637681 62.25362319],1
s6,1,0.0,67.346736,[64 92] ; [108  13],[96.86642599 59.13357401] ; [75.13357401 45.86642599],1
s8,1,0.0,48.369332,[ 29 127] ; [72 50],[56.67625899 99.32374101] ; [44.32374101 77.67625899],1
s7,1,0.0,46.272342,[ 35 117] ; [74 41],[62.05243446 89.94756554] ; [46.94756554 68.05243446],1
s5,1,1e-06,23.801851,[ 22 130] ; [47 68],[ 39.28089888 112.71910112] ; [29.71910112 85.28089888],1
d2,1,1.6e-05,18.626097,[59 94] ; [79 43],[76.77818182 76.22181818] ; [61.22181818 60.77818182],1
p4,1,0.000236,13.521256,[ 54 101] ; [70 53],[69.13669065 85.86330935] ; [54.86330935 68.13669065],1
d1,1,0.000483,12.181091,[74 82] ; [84 39],[88.34408602 67.65591398] ; [69.65591398 53.34408602],1
s4,1,0.001566,9.999509,[ 15 139] ; [29 93],[ 24.55072464 129.44927536] ; [ 19.44927536 102.55072464],0
v1,1,0.001767,9.77693,[ 52 101] ; [61 54],[64.51119403 88.48880597] ; [48.48880597 66.51119403],0
p3,1,0.004586,8.03576,[ 39 117] ; [50 72],[ 49.94244604 106.05755396] ; [39.05755396 82.94244604],0
r4,1,0.008124,7.005933,[119  37] ; [109  14],[127.48387097  28.51612903] ; [100.51612903  22.48387097],0
p9,1,0.010452,6.556136,[111  41] ; [103  17],[119.58823529  32.41176471] ; [94.41176471 25.58823529],0
u1,1,0.012359,6.258568,[ 20 136] ; [30 93],[ 27.95698925 128.04301075] ; [ 22.04301075 100.95698925],0
b5,1,0.013431,6.111469,[92 64] ; [90 33],[101.76344086  54.23655914] ; [80.23655914 42.76344086],0
p6,1,0.018273,5.569826,[ 17 138] ; [26 96],[ 24.06137184 130.93862816] ; [ 18.93862816 103.06137184],0
p12,1,0.01849,5.549163,[  7 148] ; [ 15 108],[ 12.26618705 142.73381295] ; [  9.73381295 113.26618705],0
a5,1,0.022462,5.209638,[98 58] ; [93 30],[106.79569892  49.20430108] ; [84.20430108 38.79569892],0
r2,1,0.02368,5.117939,[135  20] ; [116   6],[140.45126354  14.54873646] ; [110.54873646  11.45126354],0
u3,1,0.024445,5.062814,[28 33] ; [25 11],[33.32989691 27.67010309] ; [19.67010309 16.32989691],0
u4,1,0.024659,5.047643,[  1 155] ; [  6 117],[  3.91397849 152.08602151] ; [  3.08602151 119.91397849],0
d5,1,0.024957,5.026889,[113  43] ; [103  20],[120.77419355  35.22580645] ; [95.22580645 27.77419355],0
a6,1,0.048928,3.877826,[109  47] ; [72 51],[101.20430108  54.79569892] ; [79.79569892 43.20430108],0
p10,1,0.051338,3.797218,[105  49] ; [96 26],[112.15217391  41.84782609] ; [88.84782609 33.15217391],0
