Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,35.323918,[13 49] ; [69 31],[31.38271605 30.61728395] ; [50.61728395 49.38271605],1
s2,1,0.0,31.799276,[12 50] ; [66 36],[29.48780488 32.51219512] ; [48.51219512 53.48780488],1
s5,1,1e-06,25.214887,[ 6 55] ; [48 51],[20.5875 40.4125] ; [33.4125 65.5875],1
r4,1,3e-06,21.526931,[39 23] ; [94  8],[50.2804878 11.7195122] ; [82.7195122 19.2804878],1
s8,1,5e-06,20.927295,[ 9 53] ; [51 51],[22.68292683 39.31707317] ; [37.31707317 64.68292683],1
r3,1,9e-06,19.729989,[49 13] ; [101   1],[56.70731707  5.29268293] ; [93.29268293  8.70731707],1
s7,1,0.000328,12.901047,[12 48] ; [48 51],[22.64150943 37.35849057] ; [37.35849057 61.64150943],1
a6,1,0.001141,10.582906,[30 32] ; [75 27],[39.69512195 22.30487805] ; [65.30487805 36.69512195],0
a5,1,0.002363,9.243576,[29 33] ; [72 30],[38.18292683 23.81707317] ; [62.81707317 39.18292683],0
s4,1,0.00789,7.05817,[ 9 53] ; [34 68],[16.25609756 45.74390244] ; [26.74390244 75.25609756],0
a2,1,0.011992,6.312101,[ 3 59] ; [19 83],[ 8.31707317 53.68292683] ; [13.68292683 88.31707317],0
p9,1,0.014882,5.930363,[53  9] ; [98  4],[57.08536585  4.91463415] ; [93.91463415  8.08536585],0
r2,1,0.016702,5.727454,[51 11] ; [95  6],[55.53374233  6.46625767] ; [90.46625767 10.53374233],0
p7,1,0.028787,4.780294,[29 31] ; [64 33],[35.54140127 24.45859873] ; [57.45859873 39.54140127],0
a4,1,0.028893,4.773949,[13 49] ; [38 64],[19.2804878 42.7195122] ; [31.7195122 70.2804878],0
r1,1,0.029208,4.75532,[38 24] ; [78 23],[44.12269939 17.87730061] ; [71.87730061 29.12269939],0
p3,1,0.034382,4.475605,[16 46] ; [43 59],[22.30487805 39.69512195] ; [36.69512195 65.30487805],0
d2,1,0.063534,3.442639,[15 47] ; [39 63],[20.41463415 41.58536585] ; [33.58536585 68.41463415],0
v2,1,0.063696,3.438436,[24 36] ; [52 42],[29.61038961 30.38961039] ; [46.38961039 47.61038961],0
d1,1,0.06417,3.42619,[23 39] ; [53 49],[28.73170732 33.26829268] ; [47.26829268 54.73170732],0
v4,1,0.068738,3.312912,[56  6] ; [98  3],[58.57668712  3.42331288] ; [95.42331288  5.57668712],0
p6,1,0.081128,3.042155,[11 51] ; [30 70],[15.69135802 46.30864198] ; [25.30864198 74.69135802],0
b1,1,0.101004,2.689618,[26 36] ; [30 72],[21.17073171 40.82926829] ; [34.82926829 67.17073171],0
v1,1,0.114375,2.49271,[23 38] ; [50 49],[27.83125 33.16875] ; [45.16875 53.83125],0
p2,1,0.147427,2.098676,[45 17] ; [83 18],[48.68711656 13.31288344] ; [79.31288344 21.68711656],0
p4,1,0.14955,2.076834,[24 37] ; [52 50],[28.44171779 32.55828221] ; [47.55828221 54.44171779],0
n6,1,0.155852,2.014018,[38 24] ; [72 28],[42.09876543 19.90123457] ; [67.90123457 32.09876543],0
b4,1,0.183662,1.767739,[33 29] ; [65 37],[37.04878049 24.95121951] ; [60.95121951 41.04878049],0
v3,1,0.216234,1.529193,[13 45] ; [31 67],[16.35897436 41.64102564] ; [27.64102564 70.35897436],0
p1,1,0.21973,1.506132,[ 2 60] ; [ 8 92],[ 3.82716049 58.17283951] ; [ 6.17283951 93.82716049],0
a1,1,0.276643,1.183506,[ 1 61] ; [ 5 97],[ 2.26829268 59.73170732] ; [ 3.73170732 98.26829268],0
s1,1,0.298109,1.082634,[ 2 60] ; [  1 101],[ 1.13414634 60.86585366] ; [  1.86585366 100.13414634],0
p8,1,0.324954,0.968904,[27 35] ; [52 49],[30.04907975 31.95092025] ; [48.95092025 52.04907975],0
p11,1,0.352501,0.864432,[44 18] ; [79 23],[46.5 15.5] ; [76.5 25.5],0
p5,1,0.375133,0.786589,[ 6 56] ; [ 6 95],[ 4.56441718 57.43558282] ; [ 7.43558282 93.56441718],0
d3,1,0.382116,0.763884,[39 21] ; [73 29],[41.48148148 18.51851852] ; [70.51851852 31.48148148],0
n3,1,0.393955,0.726699,[11  8] ; [27 12],[12.44827586  6.55172414] ; [25.55172414 13.44827586],0
n2,1,0.417452,0.657477,[14  6] ; [31  8],[15.25423729  4.74576271] ; [29.74576271  9.25423729],0
d4,1,0.438197,0.601,[46 16] ; [81 21],[48.01219512 13.98780488] ; [78.98780488 23.01219512],0
p12,1,0.443782,0.586484,[ 2 60] ; [ 6 96],[ 3.02439024 58.97560976] ; [ 4.97560976 97.02439024],0
u1,1,0.450967,0.568221,[ 5 57] ; [12 90],[ 6.42682927 55.57317073] ; [10.57317073 91.42682927],0
a3,1,0.469844,0.522343,[36 26] ; [65 37],[38.18292683 23.81707317] ; [62.81707317 39.18292683],0
a7,1,0.594039,0.284081,[45 16] ; [79 23],[46.40490798 14.59509202] ; [77.59509202 24.40490798],0
u2,1,0.677084,0.173427,[16 10] ; [24 12],[16.77419355  9.22580645] ; [23.22580645 12.77419355],0
b5,1,0.754761,0.097573,[38 24] ; [60 42],[37.04878049 24.95121951] ; [60.95121951 41.04878049],0
n1,1,0.791065,0.070187,[ 6 13] ; [11 28],[ 5.56896552 13.43103448] ; [11.43103448 27.56896552],0
n5,1,0.810151,0.057711,[23 38] ; [40 61],[23.72222222 37.27777778] ; [39.27777778 61.72222222],0
u3,1,0.838904,0.041329,[17  9] ; [22 13],[16.62295082  9.37704918] ; [22.37704918 12.62295082],0
d5,1,0.845704,0.03787,[44 17] ; [75 27],[44.53374233 16.46625767] ; [74.46625767 27.53374233],0
b2,1,0.865949,0.028495,[ 9 19] ; [16 31],[ 9.33333333 18.66666667] ; [15.66666667 31.33333333],0
b3,1,0.865949,0.028495,[ 9 19] ; [16 31],[ 9.33333333 18.66666667] ; [15.66666667 31.33333333],0
a8,1,0.973063,0.00114,[ 3 56] ; [ 5 91],[ 3.04516129 55.95483871] ; [ 4.95483871 91.04516129],0
