Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,62.684777,[ 2 28] ; [83 15],[19.921875 10.078125] ; [65.078125 32.921875],1
v4,1,0.0,28.42875,[12 18] ; [84 12],[22.85714286  7.14285714] ; [73.14285714 22.85714286],1
r1,1,8e-06,19.976837,[11 19] ; [78 20],[20.859375  9.140625] ; [68.140625 29.859375],1
r2,1,8e-06,19.851191,[16 13] ; [89  9],[23.97637795  5.02362205] ; [81.02362205 16.97637795],1
p11,1,5.8e-05,16.170868,[ 4 26] ; [54 44],[13.59375 16.40625] ; [44.40625 53.59375],1
p2,1,0.00105,10.737347,[ 6 24] ; [53 45],[13.828125 16.171875] ; [45.171875 52.828125],0
n6,1,0.001254,10.408535,[11 19] ; [68 30],[18.515625 11.484375] ; [60.484375 37.515625],0
a7,1,0.00273,8.97966,[10 20] ; [63 35],[17.109375 12.890625] ; [55.890625 42.109375],0
p4,1,0.003384,8.587782,[ 2 28] ; [33 64],[ 8.26771654 21.73228346] ; [26.73228346 70.26771654],0
a1,1,0.004473,8.081135,[ 6 24] ; [ 4 94],[ 2.34375 27.65625] ; [ 7.65625 90.34375],0
v1,1,0.00725,7.209987,[ 4 26] ; [39 59],[10.078125 19.921875] ; [32.921875 65.078125],0
u3,1,0.009875,6.657249,[ 3 12] ; [22 15],[7.21153846 7.78846154] ; [17.78846154 19.21153846],0
v2,1,0.013358,6.121051,[ 5 25] ; [39 55],[10.64516129 19.35483871] ; [33.35483871 60.64516129],0
s8,1,0.01618,5.783175,[ 1 29] ; [22 75],[ 5.43307087 24.56692913] ; [17.56692913 79.43307087],0
s6,1,0.021441,5.290562,[ 6 24] ; [42 55],[11.33858268 18.66141732] ; [36.66141732 60.33858268],0
p7,1,0.023189,5.154319,[ 4 26] ; [34 63],[ 8.97637795 21.02362205] ; [29.02362205 67.97637795],0
p3,1,0.03552,4.420002,[ 3 27] ; [28 69],[ 7.32283465 22.67716535] ; [23.67716535 73.32283465],0
d5,1,0.037342,4.334743,[16 14] ; [72 26],[20.625  9.375] ; [67.375 30.625],0
s4,1,0.039701,4.230611,[ 8 22] ; [11 86],[ 4.48818898 25.51181102] ; [14.51181102 82.48818898],0
d4,1,0.040669,4.189741,[16 14] ; [71 26],[20.5511811  9.4488189] ; [66.4488189 30.5511811],0
n3,1,0.049539,3.85698,[ 7 10] ; [25 11],[10.26415094  6.73584906] ; [21.73584906 14.26415094],0
s2,1,0.053635,3.724009,[ 4 26] ; [30 66],[ 8.0952381 21.9047619] ; [25.9047619 70.0952381],0
s3,1,0.063291,3.448987,[ 7 22] ; [42 55],[11.27777778 17.72222222] ; [37.72222222 59.27777778],0
n5,1,0.06722,3.349638,[21  9] ; [50 48],[16.640625 13.359375] ; [54.359375 43.640625],0
v3,1,0.09229,2.833971,[ 5 25] ; [31 64],[ 8.64 21.36] ; [27.36 67.64],0
u1,1,0.102694,2.663206,[ 1 29] ; [14 84],[ 3.515625 26.484375] ; [11.484375 86.515625],0
p6,1,0.109001,2.568642,[ 1 28] ; [14 83],[ 3.45238095 25.54761905] ; [11.54761905 85.45238095],0
