Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.263547,[ 5 23] ; [91 25],[18.66666667  9.33333333] ; [77.33333333 38.66666667],1
r3,1,3e-06,22.035403,[11 17] ; [95 20],[20.75524476  7.24475524] ; [85.24475524 29.75524476],1
r2,1,6e-06,20.548998,[14 12] ; [103  11],[21.72857143  4.27142857] ; [95.27142857 18.72857143],1
p2,1,8e-06,19.897845,[ 4 24] ; [71 45],[14.58333333 13.41666667] ; [60.41666667 55.58333333],1
n6,1,3.6e-05,17.071921,[ 8 20] ; [82 34],[17.5 10.5] ; [72.5 43.5],1
r1,1,9.8e-05,15.183617,[ 9 19] ; [83 33],[17.88888889 10.11111111] ; [74.11111111 41.88888889],1
u3,1,0.000442,12.344852,[ 1 15] ; [20 14],[6.72 9.28] ; [14.28 19.72],1
p10,1,0.000449,12.314757,[ 4 23] ; [59 54],[12.15 14.85] ; [50.85 62.15],1
p9,1,0.000513,12.06825,[ 6 21] ; [66 45],[14.08695652 12.91304348] ; [57.91304348 53.08695652],1
n3,1,0.000868,11.090625,[ 3 12] ; [33 15],[8.57142857 6.42857143] ; [27.42857143 20.57142857],1
d5,1,0.001275,10.377873,[14 14] ; [91 23],[20.70422535  7.29577465] ; [84.29577465 29.70422535],0
s6,1,0.002318,9.278775,[ 6 22] ; [62 54],[13.22222222 14.77777778] ; [54.77777778 61.22222222],0
s7,1,0.003898,8.330555,[ 2 23] ; [41 67],[ 8.08270677 16.91729323] ; [34.91729323 73.08270677],0
s8,1,0.004373,8.122028,[ 1 27] ; [34 82],[ 6.80555556 21.19444444] ; [28.19444444 87.80555556],0
d3,1,0.005421,7.733373,[10 18] ; [73 40],[16.4822695 11.5177305] ; [66.5177305 46.4822695],0
p8,1,0.010919,6.478516,[ 2 25] ; [36 78],[ 7.27659574 19.72340426] ; [30.72340426 83.27659574],0
a1,1,0.011377,6.405411,[ 5 23] ; [  5 111],[ 1.94444444 26.05555556] ; [  8.05555556 107.94444444],0
a3,1,0.016587,5.739562,[12 15] ; [80 36],[17.37062937  9.62937063] ; [74.62937063 41.37062937],0
b5,1,0.017945,5.601466,[11 17] ; [74 42],[16.52777778 11.47222222] ; [68.47222222 47.52777778],0
p7,1,0.024168,5.082502,[ 6 22] ; [51 63],[11.23943662 16.76056338] ; [45.76056338 68.23943662],0
s2,1,0.050327,3.830542,[ 6 22] ; [48 68],[10.5 17.5] ; [43.5 72.5],0
d4,1,0.050376,3.828913,[16 12] ; [87 28],[20.16783217  7.83216783] ; [82.83216783 32.16783217],0
d1,1,0.052068,3.773574,[ 9 19] ; [61 55],[13.61111111 14.38888889] ; [56.38888889 59.61111111],0
a7,1,0.062827,3.461148,[14 14] ; [79 36],[18.20979021  9.79020979] ; [74.79020979 40.20979021],0
a6,1,0.069426,3.296537,[12 16] ; [71 44],[16.25174825 11.74825175] ; [66.74825175 48.25174825],0
p6,1,0.079002,3.085306,[ 3 24] ; [31 83],[ 6.5106383 20.4893617] ; [27.4893617 86.5106383],0
