Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,36.680112,[39 20] ; [ 3 41],[24.05825243 34.94174757] ; [17.94174757 26.05825243],1
a3,1,1e-06,23.703972,[48 11] ; [15 29],[36.08737864 22.91262136] ; [26.91262136 17.08737864],1
a6,1,2.6e-05,17.690191,[44 15] ; [15 30],[33.47115385 25.52884615] ; [25.52884615 19.47115385],1
d2,1,4.8e-05,16.529987,[37 20] ; [11 34],[26.82352941 30.17647059] ; [21.17647059 23.82352941],1
d5,1,7.4e-05,15.711933,[45 14] ; [17 28],[35.17307692 23.82692308] ; [26.82692308 18.17307692],1
d1,1,8.2e-05,15.521144,[35 25] ; [ 9 36],[25.14285714 34.85714286] ; [18.85714286 26.14285714],1
d3,1,0.025613,4.981961,[34 25] ; [16 29],[28.36538462 30.63461538] ; [21.63461538 23.36538462],0
n4,1,0.030986,4.653749,[43 17] ; [23 22],[37.71428571 22.28571429] ; [28.28571429 16.71428571],0
d4,1,0.041968,4.136513,[44 15] ; [25 20],[39.14423077 19.85576923] ; [29.85576923 15.14423077],0
p5,1,0.045484,4.000614,[ 8 50] ; [ 1 42],[ 5.16831683 52.83168317] ; [ 3.83168317 39.16831683],0
n5,1,0.046622,3.958962,[44 16] ; [24 20],[39.23076923 20.76923077] ; [28.76923077 15.23076923],0
s8,1,0.05207,3.773509,[19 40] ; [ 7 38],[14.75 44.25] ; [11.25 33.75],0
s7,1,0.08106,3.043529,[19 35] ; [ 8 34],[15.1875 38.8125] ; [11.8125 30.1875],0
s5,1,0.083271,2.999871,[13 44] ; [ 4 38],[ 9.78787879 47.21212121] ; [ 7.21212121 34.78787879],0
u2,1,0.095593,2.777574,[3 9] ; [16 14],[5.42857143 6.57142857] ; [13.57142857 16.42857143],0
a7,1,0.113846,2.5,[36 24] ; [20 25],[32. 28.] ; [24. 21.],0
s4,1,0.16063,1.968281,[11 48] ; [ 4 41],[ 8.50961538 50.49038462] ; [ 6.49038462 38.50961538],0
n1,1,0.195431,1.67619,[17 13] ; [5 9],[15. 15.] ; [7. 7.],0
b5,1,0.227195,1.458333,[33 27] ; [30 15],[36. 24.] ; [27. 18.],0
p6,1,0.232203,1.427317,[ 5 55] ; [ 7 37],[ 6.92307692 53.07692308] ; [ 5.07692308 38.92307692],0
