Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,74.602481,[17 57] ; [100  17],[45.32984293 28.67015707] ; [71.67015707 45.32984293],1
d4,1,0.0,46.834244,[45 29] ; [115   2],[61.9895288 12.0104712] ; [98.0104712 18.9895288],1
d5,1,0.0,41.797752,[49 25] ; [116   1],[63.92670157 10.07329843] ; [101.07329843  15.92670157],1
d3,1,0.0,36.011765,[32 42] ; [99 18],[50.7539267 23.2460733] ; [80.2460733 36.7539267],1
a4,1,0.0,35.722804,[20 54] ; [84 34],[40.08333333 33.91666667] ; [63.91666667 54.08333333],1
u1,1,0.0,35.624604,[ 3 71] ; [52 66],[21.19791667 52.80208333] ; [33.80208333 84.19791667],1
a2,1,0.0,30.882272,[ 7 67] ; [57 61],[24.66666667 49.33333333] ; [39.33333333 78.66666667],1
a5,1,0.000467,12.243894,[49 25] ; [103  15],[58.58333333 15.41666667] ; [93.41666667 24.58333333],1
a7,1,0.001354,10.267292,[40 34] ; [90 28],[50.10416667 23.89583333] ; [79.89583333 38.10416667],0
a6,1,0.003297,8.635318,[42 32] ; [90 27],[51.14136126 22.85863874] ; [80.85863874 36.14136126],0
a3,1,0.0062,7.49122,[52 22] ; [102  16],[59.35416667 14.64583333] ; [94.64583333 23.35416667],0
v2,1,0.010346,6.574281,[33 39] ; [74 40],[41.41935484 30.58064516] ; [65.58064516 48.41935484],0
s6,1,0.013299,6.128856,[53 21] ; [100  16],[59.58947368 14.41052632] ; [93.41052632 22.58947368],0
r2,1,0.01401,6.036879,[66  7] ; [113   2],[69.50531915  3.49468085] ; [109.49468085   5.50531915],0
p9,1,0.015122,5.902165,[56 17] ; [105  12],[61.85789474 11.14210526] ; [99.14210526 17.85789474],0
s3,1,0.021531,5.283323,[46 28] ; [90 26],[52.96842105 21.03157895] ; [83.03157895 32.96842105],0
r1,1,0.024373,5.067879,[52 21] ; [100  18],[58.09424084 14.90575916] ; [93.90575916 24.09424084],0
b4,1,0.047671,3.921558,[35 39] ; [73 45],[41.625 32.375] ; [66.375 51.625],0
n4,1,0.049174,3.869409,[54 19] ; [100  17],[59.16842105 13.83157895] ; [94.83157895 22.16842105],0
p12,1,0.107826,2.585799,[ 2 72] ; [ 10 108],[ 4.625 69.375] ; [  7.375 110.625],0
p10,1,0.130432,2.287356,[54 19] ; [98 20],[58.09424084 14.90575916] ; [93.90575916 24.09424084],0
p11,1,0.133524,2.251046,[47 27] ; [87 31],[51.64583333 22.35416667] ; [82.35416667 35.64583333],0
r3,1,0.145386,2.120004,[67  6] ; [114   4],[69.17801047  3.82198953] ; [111.82198953   6.17801047],0
b5,1,0.152751,2.044565,[46 28] ; [85 33],[50.48958333 23.51041667] ; [80.51041667 37.48958333],0
s2,1,0.160269,1.971685,[48 26] ; [87 30],[52.30366492 21.69633508] ; [82.69633508 34.30366492],0
s8,1,0.173287,1.854274,[43 31] ; [80 38],[47.40625 26.59375] ; [75.59375 42.40625],0
p6,1,0.196446,1.668603,[20 53] ; [43 75],[24.07853403 48.92146597] ; [38.92146597 79.07853403],0
n6,1,0.196855,1.665556,[57 15] ; [101  16],[60.19047619 11.80952381] ; [97.80952381 19.19047619],0
u4,1,0.263325,1.251193,[ 1 73] ; [  5 113],[ 2.3125 71.6875] ; [  3.6875 114.3125],0
r4,1,0.297463,1.085532,[62 12] ; [105  13],[64.36458333  9.63541667] ; [102.63541667  15.36458333],0
p4,1,0.324966,0.968856,[36 38] ; [66 52],[39.3125 34.6875] ; [62.6875 55.3125],0
n5,1,0.350291,0.872404,[51 21] ; [90 27],[53.71428571 18.28571429] ; [87.28571429 29.71428571],0
p2,1,0.353626,0.860404,[56 18] ; [82 36],[53.1875 20.8125] ; [84.8125 33.1875],0
u2,1,0.400394,0.707143,[11  9] ; [11  5],[12.22222222  7.77777778] ; [9.77777778 6.22222222],0
v4,1,0.524791,0.404467,[66  6] ; [111   7],[67.07368421  4.92631579] ; [109.92631579   8.07368421],0
v1,1,0.526133,0.401855,[39 34] ; [54 57],[36.89673913 36.10326087] ; [56.10326087 54.89673913],0
s4,1,0.531505,0.391514,[16 58] ; [21 96],[14.33507853 59.66492147] ; [22.66492147 94.33507853],0
s1,1,0.535242,0.38443,[ 6 66] ; [  7 110],[ 4.95238095 67.04761905] ; [  8.04761905 108.95238095],0
b2,1,0.563668,0.333393,[22 32] ; [42 50],[23.67123288 30.32876712] ; [40.32876712 51.67123288],0
b3,1,0.563668,0.333393,[22 32] ; [42 50],[23.67123288 30.32876712] ; [40.32876712 51.67123288],0
a8,1,0.564376,0.332185,[13 58] ; [15 85],[11.62573099 59.37426901] ; [16.37426901 83.62573099],0
a1,1,0.568654,0.32494,[ 3 71] ; [  7 111],[ 3.85416667 70.14583333] ; [  6.14583333 111.85416667],0
s5,1,0.594778,0.282944,[27 46] ; [45 65],[28.72131148 44.27868852] ; [43.27868852 66.72131148],0
v3,1,0.62078,0.244773,[28 44] ; [46 62],[29.6 42.4] ; [44.4 63.6],0
p5,1,0.652923,0.202235,[ 5 68] ; [  6 108],[ 4.29411765 68.70588235] ; [  6.70588235 107.29411765],0
n1,1,0.681348,0.168612,[14 12] ; [15 16],[13.22807018 12.77192982] ; [15.77192982 15.22807018],0
p3,1,0.714413,0.133909,[30 44] ; [51 67],[31.21875 42.78125] ; [49.78125 68.21875],0
u3,1,0.789536,0.071243,[16  6] ; [11  5],[15.63157895  6.36842105] ; [11.36842105  4.63157895],0
n2,1,0.829122,0.046582,[19  8] ; [21 10],[18.62068966  8.37931034] ; [21.37931034  9.62068966],0
p1,1,0.878503,0.023369,[ 4 70] ; [  7 111],[ 4.23958333 69.76041667] ; [  6.76041667 111.23958333],0
p7,1,0.881043,0.022394,[36 37] ; [58 57],[36.5 36.5] ; [57.5 57.5],0
n3,1,0.949438,0.004021,[20  7] ; [22  8],[19.89473684  7.10526316] ; [22.10526316  7.89473684],0
b1,1,0.984945,0.000356,[30 44] ; [48 70],[30.0625 43.9375] ; [47.9375 70.0625],0
