Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.533067,[44 66] ; [20  1],[53.74045802 56.25954198] ; [10.25954198 10.74045802],1
s7,1,8e-06,19.993373,[28 79] ; [15  4],[36.51587302 70.48412698] ; [ 6.48412698 12.51587302],1
s2,1,0.000957,10.909091,[30 80] ; [14  8],[36.66666667 73.33333333] ; [ 7.33333333 14.66666667],1
p5,1,0.009516,6.723347,[  4 105] ; [ 4 18],[  6.65648855 102.34351145] ; [ 1.34351145 20.65648855],0
s4,1,0.009872,6.657892,[18 91] ; [ 9 13],[22.46564885 86.53435115] ; [ 4.53435115 17.46564885],0
s8,1,0.017682,5.627388,[29 81] ; [11 10],[33.58778626 76.41221374] ; [ 6.41221374 14.58778626],0
b5,1,0.033857,4.501895,[67 43] ; [ 8 14],[62.5 47.5] ; [12.5  9.5],0
n5,1,0.034155,4.486914,[75 34] ; [20  2],[79.04580153 29.95419847] ; [15.95419847  6.04580153],0
n4,1,0.049035,3.874144,[64 46] ; [17  4],[68.01526718 41.98473282] ; [12.98473282  8.01526718],0
p6,1,0.051599,3.788722,[23 85] ; [ 9 13],[26.58461538 81.41538462] ; [ 5.41538462 16.58461538],0
r1,1,0.05538,3.670608,[53 56] ; [15  6],[57.01538462 51.98461538] ; [10.98461538 10.01538462],0
r2,1,0.067091,3.352804,[86 23] ; [21  1],[89.03053435 19.96946565] ; [17.96946565  4.03053435],0
u1,1,0.06928,3.3,[  2 108] ; [ 2 20],[  3.33333333 106.66666667] ; [ 0.66666667 21.33333333],0
p7,1,0.078395,3.097872,[57 52] ; [16  6],[60.74045802 48.25954198] ; [12.25954198  9.74045802],0
s3,1,0.080439,3.056015,[42 66] ; [13  9],[45.69230769 62.30769231] ; [ 9.30769231 12.69230769],0
p10,1,0.090835,2.859513,[66 41] ; [17  4],[69.3828125 37.6171875] ; [13.6171875  7.3828125],0
p4,1,0.098889,2.723368,[44 66] ; [13  9],[47.5 62.5] ; [ 9.5 12.5],0
n2,1,0.113331,2.507143,[27 15] ; [9 1],[29.07692308 12.92307692] ; [6.92307692 3.07692308],0
v4,1,0.122114,2.389998,[89 19] ; [21  1],[91.38461538 16.61538462] ; [18.61538462  3.38461538],0
n6,1,0.133847,2.247305,[78 32] ; [19  3],[80.83333333 29.16666667] ; [16.16666667  5.83333333],0
v1,1,0.142417,2.151646,[42 65] ; [ 5 17],[38.98449612 68.01550388] ; [ 8.01550388 13.98449612],0
b3,1,0.151064,2.061476,[13 53] ; [4 6],[14.76315789 51.23684211] ; [2.23684211 7.76315789],0
b2,1,0.151064,2.061476,[13 53] ; [4 6],[14.76315789 51.23684211] ; [2.23684211 7.76315789],0
r4,1,0.152715,2.044921,[73 37] ; [18  4],[75.83333333 34.16666667] ; [15.16666667  6.83333333],0
p2,1,0.17753,1.818182,[80 30] ; [19  3],[82.5 27.5] ; [16.5  5.5],0
p9,1,0.187005,1.741053,[71 36] ; [17  4],[73.5625 33.4375] ; [14.4375  6.5625],0
b4,1,0.212071,1.557235,[49 61] ; [13  9],[51.66666667 58.33333333] ; [10.33333333 11.66666667],0
u3,1,0.227231,1.458113,[25 38] ; [6 4],[26.75342466 36.24657534] ; [4.24657534 5.75342466],0
d3,1,0.248886,1.329545,[27 81] ; [ 3 19],[24.92307692 83.07692308] ; [ 5.07692308 16.92307692],0
p11,1,0.280261,1.165822,[72 38] ; [17  5],[74.16666667 35.83333333] ; [14.83333333  7.16666667],0
a3,1,0.3437,0.89658,[47 61] ; [12 10],[49.01538462 58.98461538] ; [ 9.98461538 12.01538462],0
d5,1,0.366836,0.814355,[48 61] ; [12 10],[49.92366412 59.07633588] ; [10.07633588 11.92366412],0
p8,1,0.37939,0.772677,[40 67] ; [10 11],[41.796875 65.203125] ; [ 8.203125 12.796875],0
a6,1,0.390442,0.737566,[61 49] ; [10 12],[59.16666667 50.83333333] ; [11.83333333 10.16666667],0
p3,1,0.425399,0.635353,[35 74] ; [ 9 13],[36.61068702 72.38931298] ; [ 7.38931298 14.61068702],0
a5,1,0.435431,0.608295,[50 60] ; [12 10],[51.66666667 58.33333333] ; [10.33333333 11.66666667],0
n1,1,0.435956,0.606904,[15 26] ; [5 5],[16.07843137 24.92156863] ; [3.92156863 6.07843137],0
d2,1,0.476404,0.507083,[27 83] ; [ 7 15],[28.33333333 81.66666667] ; [ 5.66666667 16.33333333],0
s1,1,0.490265,0.475945,[  6 102] ; [ 2 19],[  6.69767442 101.30232558] ; [ 1.30232558 19.69767442],0
p1,1,0.513646,0.426632,[ 10 100] ; [ 3 19],[10.83333333 99.16666667] ; [ 2.16666667 19.83333333],0
r3,1,0.533511,0.387699,[88 21] ; [19  3],[89.03053435 19.96946565] ; [17.96946565  4.03053435],0
v2,1,0.579802,0.306554,[31 73] ; [ 5 16],[29.952 74.048] ; [ 6.048 14.952],0
a7,1,0.613613,0.254947,[58 51] ; [13  9],[59.07633588 49.92366412] ; [11.92366412 10.07633588],0
p12,1,0.649723,0.20625,[  3 107] ; [ 1 21],[  3.33333333 106.66666667] ; [ 0.66666667 21.33333333],0
a8,1,0.656981,0.197212,[11 90] ; [ 3 18],[11.59016393 89.40983607] ; [ 2.40983607 18.59016393],0
a4,1,0.679031,0.171219,[25 83] ; [ 6 16],[25.75384615 82.24615385] ; [ 5.24615385 16.75384615],0
b1,1,0.753739,0.098416,[49 61] ; [ 9 13],[48.33333333 61.66666667] ; [ 9.66666667 12.33333333],0
n3,1,0.797205,0.066032,[32 10] ; [8 2],[32.30769231  9.69230769] ; [7.69230769 2.30769231],0
a1,1,0.838432,0.041575,[  4 106] ; [ 1 21],[  4.16666667 105.83333333] ; [ 0.83333333 21.16666667],0
u2,1,0.984794,0.000363,[25 38] ; [4 6],[25.02739726 37.97260274] ; [3.97260274 6.02739726],0
d1,1,1.0,0.0,[  5 105] ; [ 1 21],[  5. 105.] ; [ 1. 21.],0
