Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,9e-06,19.623481,[52 46] ; [57  9],[65.13414634 32.86585366] ; [43.86585366 22.13414634],1
p6,1,0.000142,14.480901,[ 6 92] ; [18 47],[14.42944785 83.57055215] ; [ 9.57055215 55.42944785],1
p8,1,0.000628,11.692243,[19 78] ; [29 36],[28.74074074 68.25925926] ; [19.25925926 45.74074074],1
p4,1,0.003948,8.307744,[19 79] ; [26 39],[27.05521472 70.94478528] ; [17.94478528 47.05521472],0
n3,1,0.062392,3.47263,[21 13] ; [21  4],[24.20338983  9.79661017] ; [17.79661017  7.20338983],0
p11,1,0.067538,3.34187,[56 42] ; [47 19],[61.54878049 36.45121951] ; [41.45121951 24.54878049],0
n6,1,0.067538,3.34187,[56 42] ; [47 19],[61.54878049 36.45121951] ; [41.45121951 24.54878049],0
v4,1,0.102072,2.672868,[81 16] ; [60  5],[84.42592593 12.57407407] ; [56.57407407  8.42592593],0
p10,1,0.111612,2.53125,[52 44] ; [44 22],[56.88888889 39.11111111] ; [39.11111111 26.88888889],0
d5,1,0.119938,2.418132,[77 21] ; [44 21],[72.74846626 25.25153374] ; [48.25153374 16.74846626],0
u2,1,0.134353,2.241474,[24 14] ; [11 14],[21.11111111 16.88888889] ; [13.88888889 11.11111111],0
b2,1,0.168007,1.90064,[18 33] ; [ 7 26],[15.17857143 35.82142857] ; [ 9.82142857 23.17857143],0
b3,1,0.168007,1.90064,[18 33] ; [ 7 26],[15.17857143 35.82142857] ; [ 9.82142857 23.17857143],0
a8,1,0.172937,1.857301,[ 6 85] ; [ 8 53],[ 8.38157895 82.61842105] ; [ 5.61842105 55.38157895],0
a1,1,0.178741,1.808057,[ 2 96] ; [ 4 62],[ 3.58536585 94.41463415] ; [ 2.41463415 63.58536585],0
s1,1,0.188116,1.732307,[ 3 95] ; [ 5 61],[ 4.7804878 93.2195122] ; [ 3.2195122 62.7804878],0
d4,1,0.192595,1.697655,[81 17] ; [49 17],[77.68292683 20.31707317] ; [52.31707317 13.68292683],0
n1,1,0.194168,1.685702,[11 25] ; [ 4 21],[ 8.85245902 27.14754098] ; [ 6.14754098 18.85245902],0
r3,1,0.263343,1.251099,[89  9] ; [63  3],[90.82926829  7.17073171] ; [61.17073171  4.82926829],0
v1,1,0.270212,1.215669,[37 60] ; [19 45],[33.73913043 63.26086957] ; [22.26086957 41.73913043],0
u3,1,0.296977,1.087719,[21 17] ; [10 14],[19. 19.] ; [12. 12.],0
s3,1,0.333051,0.936997,[38 59] ; [30 34],[40.9689441 56.0310559] ; [27.0310559 36.9689441],0
s8,1,0.358717,0.842379,[21 77] ; [18 47],[23.44785276 74.55214724] ; [15.55214724 49.44785276],0
p9,1,0.363513,0.825721,[59 35] ; [46 20],[61.6875 32.3125] ; [43.3125 22.6875],0
s4,1,0.393165,0.729131,[20 78] ; [10 56],[17.92682927 80.07317073] ; [12.07317073 53.92682927],0
n2,1,0.393788,0.727212,[20 15] ; [17  8],[21.58333333 13.41666667] ; [15.41666667  9.58333333],0
a2,1,0.412726,0.670934,[13 85] ; [ 6 60],[11.35365854 86.64634146] ; [ 7.64634146 58.35365854],0
v3,1,0.420863,0.647905,[25 67] ; [14 51],[22.85350318 69.14649682] ; [16.14649682 48.85350318],0
a6,1,0.428375,0.627226,[61 37] ; [37 29],[58.56097561 39.43902439] ; [39.43902439 26.56097561],0
u1,1,0.439966,0.59637,[11 87] ; [ 5 61],[ 9.56097561 88.43902439] ; [ 6.43902439 59.56097561],0
d1,1,0.445985,0.580835,[49 49] ; [29 37],[46.6097561 51.3902439] ; [31.3902439 34.6097561],0
d3,1,0.465959,0.531543,[64 34] ; [46 19],[66.13496933 31.86503067] ; [43.86503067 21.13496933],0
b4,1,0.509433,0.435231,[60 38] ; [37 29],[57.96341463 40.03658537] ; [39.03658537 26.96341463],0
p12,1,0.516486,0.420904,[ 3 93] ; [ 1 65],[ 2.37037037 93.62962963] ; [ 1.62962963 64.37037037],0
p5,1,0.522796,0.408374,[ 3 94] ; [ 1 65],[ 2.3803681 94.6196319] ; [ 1.6196319 64.3803681],0
v2,1,0.536432,0.382193,[48 46] ; [29 34],[46.10191083 47.89808917] ; [30.89808917 32.10191083],0
r4,1,0.567077,0.327598,[75 23] ; [53 13],[76.48780488 21.51219512] ; [51.51219512 14.48780488],0
s2,1,0.613532,0.255064,[33 64] ; [25 41],[34.51533742 62.48466258] ; [23.48466258 42.51533742],0
p1,1,0.694849,0.153886,[ 2 95] ; [ 2 64],[ 2.3803681 94.6196319] ; [ 1.6196319 64.3803681],0
r1,1,0.747379,0.103746,[69 29] ; [48 18],[69.91463415 28.08536585] ; [47.08536585 18.91463415],0
a4,1,0.753522,0.098595,[35 63] ; [22 44],[34.06097561 63.93902439] ; [22.93902439 43.06097561],0
n4,1,0.777782,0.079643,[35 63] ; [25 41],[35.85365854 62.14634146] ; [24.14634146 41.85365854],0
r2,1,0.803482,0.061923,[84 12] ; [56  9],[83.47826087 12.52173913] ; [56.52173913  8.47826087],0
b1,1,0.819362,0.052151,[31 67] ; [22 44],[31.67073171 66.32926829] ; [21.32926829 44.67073171],0
d2,1,0.832421,0.044774,[37 61] ; [26 40],[37.64634146 60.35365854] ; [25.35365854 40.64634146],0
s5,1,0.84858,0.036455,[21 71] ; [14 51],[20.50955414 71.49044586] ; [14.49044586 50.50955414],0
b5,1,0.907827,0.013405,[60 38] ; [41 25],[60.35365854 37.64634146] ; [40.64634146 25.35365854],0
