Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,220.463853,[712  39] ; [13 31],[684.87421384  66.12578616] ; [40.12578616  3.87421384],1
v4,1,0.0,69.609762,[722  26] ; [30 14],[710.22222222  37.77777778] ; [41.77777778  2.22222222],1
r1,1,0.0,55.452108,[616 130] ; [16 28],[596.8 149.2] ; [35.2  8.8],1
d1,1,3.3e-05,17.237396,[444 307] ; [12 32],[430.76226415 320.23773585] ; [25.23773585 18.76226415],1
n6,1,0.000153,14.337431,[622 125] ; [26 17],[612.72911392 134.27088608] ; [35.27088608  7.72911392],1
a6,1,0.000264,13.309562,[521 228] ; [19 25],[510.03783102 238.96216898] ; [29.96216898 14.03783102],1
d5,1,0.000838,11.15493,[612 136] ; [27 17],[603.5 144.5] ; [35.5  8.5],1
a5,1,0.001099,10.65338,[547 204] ; [22 22],[537.5081761 213.4918239] ; [31.4918239 12.5081761],0
a3,1,0.001755,9.789648,[525 223] ; [21 23],[515.66666667 232.33333333] ; [30.33333333 13.66666667],0
a2,1,0.001953,9.592744,[188 563] ; [ 2 42],[179.48427673 571.51572327] ; [10.51572327 33.48427673],0
s6,1,0.002473,9.160739,[484 253] ; [19 25],[474.66197183 262.33802817] ; [28.33802817 15.66197183],0
s5,1,0.00251,9.133563,[220 503] ; [ 4 40],[211.14993481 511.85006519] ; [12.85006519 31.14993481],0
s3,1,0.006612,7.375345,[415 325] ; [15 28],[406.38569604 333.61430396] ; [23.61430396 19.38569604],0
u3,1,0.007645,7.114831,[133  91] ; [ 7 16],[126.96356275  97.03643725] ; [13.03643725  9.96356275],0
a4,1,0.008123,7.006112,[340 409] ; [11 33],[331.52459016 417.47540984] ; [19.47540984 24.52459016],0
v1,1,0.008903,6.842207,[382 351] ; [14 30],[373.57528958 359.42471042] ; [22.42471042 21.57528958],0
s2,1,0.010354,6.572904,[374 369] ; [13 30],[365.82824427 377.17175573] ; [21.17175573 21.82824427],0
n4,1,0.010657,6.521692,[556 192] ; [25 19],[548.72222222 199.27777778] ; [32.27777778 11.72222222],0
d2,1,0.014259,6.005813,[363 385] ; [13 31],[355.11111111 392.88888889] ; [20.88888889 23.11111111],0
d3,1,0.01664,5.733984,[520 228] ; [23 21],[512.83333333 235.16666667] ; [30.16666667 13.83333333],0
d4,1,0.017105,5.685538,[617 131] ; [30 14],[611.05555556 136.94444444] ; [35.94444444  8.05555556],0
s1,1,0.017128,5.68325,[ 20 718] ; [ 4 40],[ 22.64961637 715.35038363] ; [ 1.35038363 42.64961637],0
a7,1,0.018594,5.539306,[548 201] ; [25 19],[541.20680958 207.79319042] ; [31.79319042 12.20680958],0
b1,1,0.0189,5.510762,[277 474] ; [24 20],[284.3408805 466.6591195] ; [16.6591195 27.3408805],0
p3,1,0.019981,5.413568,[345 404] ; [12 31],[337.61742424 411.38257576] ; [19.38257576 23.61742424],0
v3,1,0.020471,5.371282,[273 449] ; [ 9 35],[265.80156658 456.19843342] ; [16.19843342 27.80156658],0
s7,1,0.020478,5.370688,[332 386] ; [11 29],[324.89973615 393.10026385] ; [18.10026385 21.89973615],0
u1,1,0.020955,5.330571,[136 615] ; [ 2 42],[130.36226415 620.63773585] ; [ 7.63773585 36.36226415],0
p10,1,0.036113,4.391742,[585 158] ; [28 15],[579.46437659 163.53562341] ; [33.53562341  9.46437659],0
n5,1,0.03699,4.350874,[533 212] ; [25 19],[526.88212928 218.11787072] ; [31.11787072 12.88212928],0
p9,1,0.038751,4.271761,[610 131] ; [30 13],[604.89795918 136.10204082] ; [35.10204082  7.89795918],0
p2,1,0.053793,3.719099,[614 134] ; [31 13],[609.16666667 138.83333333] ; [35.83333333  8.16666667],0
