Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,32.197651,[37 13] ; [16 56],[21.72131148 28.27868852] ; [31.27868852 40.72131148],1
s7,1,2e-06,22.406728,[27 19] ; [12 60],[15.20338983 30.79661017] ; [23.79661017 48.20338983],1
s6,1,4e-06,21.316746,[37 12] ; [24 49],[24.5 24.5] ; [36.5 36.5],1
s8,1,0.000161,14.234504,[20 30] ; [ 8 65],[11.38211382 38.61788618] ; [16.61788618 56.38211382],1
r3,1,0.000337,12.851539,[45  4] ; [46 27],[36.54918033 12.45081967] ; [54.45081967 18.54918033],1
s5,1,0.00039,12.580676,[19 30] ; [ 8 63],[11.025 37.975] ; [15.975 55.025],1
p9,1,0.000985,10.856317,[34 14] ; [28 42],[25.22033898 22.77966102] ; [36.77966102 33.22033898],1
r4,1,0.003055,8.774447,[40 10] ; [40 34],[32.25806452 17.74193548] ; [47.74193548 26.25806452],0
p10,1,0.003055,8.7744,[29 19] ; [23 47],[21.15254237 26.84745763] ; [30.84745763 39.15254237],0
p2,1,0.021486,5.286947,[36 14] ; [38 36],[29.83870968 20.16129032] ; [44.16129032 29.83870968],0
n1,1,0.030713,4.668924,[ 2 14] ; [12 15],[ 5.20930233 10.79069767] ; [ 8.79069767 18.20930233],0
p4,1,0.038906,4.264983,[25 25] ; [23 50],[19.51219512 30.48780488] ; [28.48780488 44.51219512],0
d3,1,0.040454,4.198753,[23 26] ; [21 52],[17.67213115 31.32786885] ; [26.32786885 46.67213115],0
r2,1,0.040576,4.193648,[45  5] ; [55 18],[40.6504065  9.3495935] ; [59.3495935 13.6504065],0
v2,1,0.044094,4.052972,[21 26] ; [19 52],[15.93220339 31.06779661] ; [24.06779661 46.93220339],0
s4,1,0.047856,3.915047,[13 37] ; [ 9 65],[ 8.87096774 41.12903226] ; [13.12903226 60.87096774],0
p7,1,0.068093,3.328403,[28 21] ; [29 43],[23.08264463 25.91735537] ; [33.91735537 38.08264463],0
a7,1,0.07787,3.10881,[34 15] ; [39 34],[29.31967213 19.68032787] ; [43.68032787 29.31967213],0
p1,1,0.094334,2.798816,[ 6 44] ; [ 3 71],[ 3.62903226 46.37096774] ; [ 5.37096774 68.62903226],0
d4,1,0.124489,2.35991,[30 20] ; [34 40],[25.80645161 24.19354839] ; [38.19354839 35.80645161],0
v1,1,0.125926,2.342027,[24 26] ; [25 48],[19.91869919 30.08130081] ; [29.08130081 43.91869919],0
v4,1,0.138694,2.192387,[42  8] ; [53 20],[38.61788618 11.38211382] ; [56.38211382 16.61788618],0
p3,1,0.176941,1.823135,[17 33] ; [17 57],[13.70967742 36.29032258] ; [20.29032258 53.70967742],0
r1,1,0.192113,1.701337,[32 17] ; [39 34],[28.51639344 20.48360656] ; [42.48360656 30.51639344],0
p6,1,0.204886,1.607199,[12 37] ; [11 61],[ 9.31404959 39.68595041] ; [13.68595041 58.31404959],0
n6,1,0.215163,1.536342,[33 16] ; [41 32],[29.72131148 19.27868852] ; [44.27868852 28.72131148],0
p8,1,0.221394,1.495314,[15 34] ; [15 57],[12.14876033 36.85123967] ; [17.85123967 54.14876033],0
n2,1,0.235446,1.407657,[13  3] ; [18 10],[11.27272727  4.72727273] ; [19.72727273  8.27272727],0
u3,1,0.27306,1.201308,[12 11] ; [16 26],[ 9.90769231 13.09230769] ; [18.09230769 23.90769231],0
u2,1,0.281806,1.158359,[11 12] ; [14 27],[ 8.984375 14.015625] ; [16.015625 24.984375],0
v3,1,0.288557,1.126344,[18 31] ; [19 50],[15.36440678 33.63559322] ; [21.63559322 47.36440678],0
a5,1,0.303916,1.056932,[27 23] ; [33 41],[24.19354839 25.80645161] ; [35.80645161 38.19354839],0
a6,1,0.337725,0.919048,[26 24] ; [32 42],[23.38709677 26.61290323] ; [34.61290323 39.38709677],0
n3,1,0.339275,0.913167,[11  5] ; [14 12],[9.52380952 6.47619048] ; [15.47619048 10.52380952],0
s1,1,0.463534,0.537347,[ 5 42] ; [ 5 68],[ 3.91666667 43.08333333] ; [ 6.08333333 66.91666667],0
d5,1,0.483312,0.49138,[27 22] ; [36 38],[25.09756098 23.90243902] ; [37.90243902 36.09756098],0
b2,1,0.533439,0.387835,[ 6 16] ; [14 26],[ 7.09677419 14.90322581] ; [12.90322581 27.09677419],0
b3,1,0.533439,0.387835,[ 6 16] ; [14 26],[ 7.09677419 14.90322581] ; [12.90322581 27.09677419],0
b1,1,0.546622,0.363403,[27 23] ; [44 30],[28.62903226 21.37096774] ; [42.37096774 31.62903226],0
d2,1,0.548422,0.360151,[ 8 42] ; [15 59],[ 9.27419355 40.72580645] ; [13.72580645 60.27419355],0
p5,1,0.591661,0.287758,[ 4 46] ; [ 4 68],[ 3.27868852 46.72131148] ; [ 4.72131148 67.27868852],0
a3,1,0.592705,0.28614,[25 25] ; [32 39],[23.55371901 26.44628099] ; [33.44628099 37.55371901],0
a1,1,0.657152,0.197001,[ 3 47] ; [ 6 68],[ 3.62903226 46.37096774] ; [ 5.37096774 68.62903226],0
a2,1,0.72052,0.127995,[ 2 48] ; [ 4 70],[ 2.41935484 47.58064516] ; [ 3.58064516 70.41935484],0
n4,1,0.730293,0.118843,[28 21] ; [44 29],[28.91803279 20.08196721] ; [43.08196721 29.91803279],0
b4,1,0.767671,0.087275,[25 25] ; [39 35],[25.80645161 24.19354839] ; [38.19354839 35.80645161],0
u1,1,0.778502,0.079114,[ 1 49] ; [ 1 73],[ 0.80645161 49.19354839] ; [ 1.19354839 72.80645161],0
a4,1,0.798046,0.065473,[10 40] ; [16 57],[10.56910569 39.43089431] ; [15.43089431 57.56910569],0
n5,1,0.899655,0.015901,[31 18] ; [47 26],[31.32786885 17.67213115] ; [46.67213115 26.32786885],0
b5,1,0.952003,0.003623,[30 20] ; [44 30],[29.83870968 20.16129032] ; [44.16129032 29.83870968],0
