Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-05,19.52109,[44  8] ; [61 64],[30.84745763 21.15254237] ; [74.15254237 50.84745763],1
p12,1,0.000959,10.904494,[ 6 47] ; [  1 124],[ 2.08426966 50.91573034] ; [  4.91573034 120.08426966],1
s2,1,0.001063,10.714286,[34 20] ; [46 80],[24. 30.] ; [56. 70.],0
s8,1,0.002784,8.943934,[29 24] ; [39 87],[20.13407821 32.86592179] ; [47.86592179 78.13407821],0
s3,1,0.00361,8.470416,[37 16] ; [58 68],[28.12849162 24.87150838] ; [66.87150838 59.12849162],0
p9,1,0.009466,6.732653,[47  5] ; [90 34],[40.47727273 11.52272727] ; [96.52272727 27.47727273],0
n1,1,0.010134,6.611152,[9 7] ; [ 6 25],[ 5.10638298 10.89361702] ; [ 9.89361702 21.10638298],0
p5,1,0.013348,6.122449,[ 4 50] ; [  1 125],[ 1.5 52.5] ; [  3.5 122.5],0
b5,1,0.014602,5.963852,[26 28] ; [85 41],[33.3 20.7] ; [77.7 48.3],0
s7,1,0.015086,5.906437,[29 24] ; [42 78],[21.75144509 31.24855491] ; [49.24855491 70.75144509],0
u2,1,0.035808,4.406202,[ 4 11] ; [25 18],[7.5 7.5] ; [21.5 21.5],0
p10,1,0.036359,4.380191,[46  8] ; [88 37],[40.42458101 13.57541899] ; [93.57541899 31.42458101],0
p1,1,0.03708,4.346727,[ 5 48] ; [  3 123],[ 2.36871508 50.63128492] ; [  5.63128492 120.36871508],0
n6,1,0.038619,4.277537,[47  5] ; [97 29],[42.06741573  9.93258427] ; [101.93258427  24.06741573],0
a5,1,0.056541,3.636058,[39 15] ; [72 54],[33.3 20.7] ; [77.7 48.3],0
r1,1,0.130981,2.280835,[46  8] ; [93 31],[42.16853933 11.83146067] ; [96.83146067 27.16853933],0
d3,1,0.143172,2.143527,[27 27] ; [76 47],[31.42372881 22.57627119] ; [71.57627119 51.42372881],0
v2,1,0.155034,2.022007,[34 18] ; [65 56],[29.75722543 22.24277457] ; [69.24277457 51.75722543],0
n2,1,0.157299,2.0,[14  2] ; [22 10],[12.  4.] ; [24.  8.],0
v1,1,0.160297,1.971421,[28 24] ; [52 71],[23.77142857 28.22857143] ; [56.22857143 66.77142857],0
u1,1,0.171316,1.87139,[ 9 45] ; [ 12 114],[ 6.3 47.7] ; [ 14.7 111.3],0
a8,1,0.201857,1.628886,[13 36] ; [21 97],[ 9.9760479 39.0239521] ; [24.0239521 93.9760479],0
b2,1,0.215995,1.530782,[14 20] ; [20 49],[11.22330097 22.77669903] ; [22.77669903 46.22330097],0
b3,1,0.215995,1.530782,[14 20] ; [20 49],[11.22330097 22.77669903] ; [22.77669903 46.22330097],0
p8,1,0.243836,1.358277,[29 24] ; [56 68],[25.4519774 27.5480226] ; [59.5480226 64.4519774],0
a7,1,0.259288,1.272553,[32 22] ; [85 40],[35.29608939 18.70391061] ; [81.70391061 43.29608939],0
n4,1,0.26075,1.264773,[41 12] ; [87 39],[37.89944134 15.10055866] ; [90.10055866 35.89944134],0
p2,1,0.268684,1.223456,[47  7] ; [101  25],[44.4  9.6] ; [103.6  22.4],0
s4,1,0.284858,1.143764,[10 43] ; [ 16 110],[ 7.69832402 45.30167598] ; [ 18.30167598 107.69832402],0
a6,1,0.289382,1.122496,[29 24] ; [79 46],[32.15730337 20.84269663] ; [75.84269663 49.15730337],0
a3,1,0.300547,1.071765,[38 14] ; [82 44],[35.05617978 16.94382022] ; [84.94382022 41.05617978],0
r2,1,0.330148,0.948318,[49  2] ; [115  10],[47.52272727  3.47727273] ; [116.47727273   8.52272727],0
n5,1,0.348875,0.877546,[38 14] ; [83 43],[35.34831461 16.65168539] ; [85.65168539 40.34831461],0
d2,1,0.390251,0.738161,[24 30] ; [47 78],[21.41899441 32.58100559] ; [49.58100559 75.41899441],0
a4,1,0.454742,0.558805,[17 37] ; [47 79],[19.2 34.8] ; [44.8 81.2],0
u3,1,0.529735,0.394899,[8 8] ; [18 26],[6.93333333 9.06666667] ; [19.06666667 24.93333333],0
d4,1,0.577585,0.310156,[43 11] ; [94 30],[41.56179775 12.43820225] ; [95.43820225 28.56179775],0
v3,1,0.604999,0.267521,[17 37] ; [44 80],[18.50561798 35.49438202] ; [42.49438202 81.50561798],0
b4,1,0.625051,0.238832,[30 24] ; [65 61],[28.5 25.5] ; [66.5 59.5],0
v4,1,0.628533,0.234055,[50  2] ; [118   7],[49.3559322  2.6440678] ; [118.6440678   6.3559322],0
p11,1,0.683767,0.165916,[41 13] ; [92 34],[39.9 14.1] ; [93.1 32.9],0
d1,1,0.695627,0.153061,[24 30] ; [60 66],[25.2 28.8] ; [58.8 67.2],0
n3,1,0.726686,0.122177,[14  3] ; [25  7],[13.53061224  3.46938776] ; [25.46938776  6.53061224],0
