Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,142.585433,[32 88] ; [236  34],[82.46153846 37.53846154] ; [185.53846154  84.46153846],1
s7,1,0.0,37.549472,[46 65] ; [192  65],[71.78804348 39.21195652] ; [166.21195652  90.78804348],1
s8,1,0.0,25.548944,[47 72] ; [180  89],[69.62113402 49.37886598] ; [157.37886598 111.62113402],1
a3,1,0.006351,7.447917,[77 43] ; [209  61],[88. 32.] ; [198.  72.],0
s5,1,0.012865,6.187574,[43 75] ; [131 130],[54.17414248 63.82585752] ; [119.82585752 141.17414248],0
s4,1,0.015777,5.827525,[ 16 101] ; [ 66 202],[24.91948052 92.08051948] ; [ 57.08051948 210.91948052],0
n1,1,0.020326,5.383636,[ 7 22] ; [24 23],[11.82894737 17.17105263] ; [19.17105263 27.82894737],0
b1,1,0.021111,5.317606,[38 82] ; [119 151],[48.30769231 71.69230769] ; [108.69230769 161.30769231],0
p12,1,0.043515,4.075277,[  8 112] ; [ 37 232],[ 13.88174807 106.11825193] ; [ 31.11825193 237.88174807],0
r1,1,0.052314,3.765702,[94 26] ; [231  37],[100.51546392  19.48453608] ; [224.48453608  43.51546392],0
p1,1,0.052361,3.764193,[  7 113] ; [ 33 235],[ 12.37113402 107.62886598] ; [ 27.62886598 240.37113402],0
p2,1,0.055696,3.661124,[102  18] ; [246  23],[107.35218509  12.64781491] ; [240.64781491  28.35218509],0
n2,1,0.060496,3.523728,[17 12] ; [37 10],[20.60526316  8.39473684] ; [33.39473684 13.60526316],0
d2,1,0.069839,3.286804,[57 63] ; [155 115],[65.23076923 54.76923077] ; [146.76923077 123.23076923],0
d4,1,0.070587,3.269312,[98 22] ; [238  31],[103.6503856  16.3496144] ; [232.3496144  36.6503856],0
a2,1,0.070678,3.267196,[25 95] ; [ 80 190],[32.30769231 87.69230769] ; [ 72.69230769 197.30769231],0
v3,1,0.072802,3.218681,[40 77] ; [114 145],[47.92021277 69.07978723] ; [106.07978723 152.92021277],0
