Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.026692,4.910612,[15 43] ; [11 10],[19.08860759 38.91139241] ; [ 6.91139241 14.08860759],0
p3,1,0.030308,4.691729,[15 42] ; [11 10],[19. 38.] ; [ 7. 14.],0
n4,1,0.03466,4.461868,[18 40] ; [12  9],[22.02531646 35.97468354] ; [ 7.97468354 13.02531646],0
s3,1,0.039547,4.237218,[18 39] ; [12  9],[21.92307692 35.07692308] ; [ 8.07692308 12.92307692],0
v2,1,0.047708,3.920228,[21 36] ; [13  8],[24.84615385 32.15384615] ; [ 9.15384615 11.84615385],0
s6,1,0.065469,3.393126,[17 40] ; [11 10],[20.46153846 36.53846154] ; [ 7.53846154 13.46153846],0
p4,1,0.095546,2.778359,[21 37] ; [12  9],[24.2278481 33.7721519] ; [ 8.7721519 12.2278481],0
s2,1,0.105672,2.617783,[14 44] ; [ 9 12],[16.88607595 41.11392405] ; [ 6.11392405 14.88607595],0
s7,1,0.116102,2.469136,[11 43] ; [ 7 11],[13.5 40.5] ; [ 4.5 13.5],0
d3,1,0.11814,2.441804,[30 28] ; [15  6],[33.03797468 24.96202532] ; [11.96202532  9.03797468],0
p8,1,0.197312,1.662157,[16 42] ; [ 9 12],[18.35443038 39.64556962] ; [ 6.64556962 14.35443038],0
d4,1,0.221728,1.493155,[42 16] ; [18  3],[44.05063291 13.94936709] ; [15.94936709  5.05063291],0
a4,1,0.242382,1.366689,[22 36] ; [ 5 16],[19.82278481 38.17721519] ; [ 7.17721519 13.82278481],0
r4,1,0.242382,1.366689,[36 22] ; [16  5],[38.17721519 19.82278481] ; [13.82278481  7.17721519],0
r2,1,0.329548,0.950675,[43 14] ; [18  3],[44.57692308 12.42307692] ; [16.42307692  4.57692308],0
n2,1,0.336888,0.922237,[17 10] ; [2 3],[16.03125 10.96875] ; [2.96875 2.03125],0
a5,1,0.348878,0.877536,[29 29] ; [13  8],[30.83544304 27.16455696] ; [11.16455696  9.83544304],0
p2,1,0.384503,0.756256,[34 24] ; [10 11],[32.30379747 25.69620253] ; [11.69620253  9.30379747],0
