Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.001776,9.767791,[28  8] ; [13 19],[21.70588235 14.29411765] ; [19.29411765 12.70588235],0
s4,1,0.011645,6.364079,[ 2 34] ; [ 9 23],[ 5.82352941 30.17647059] ; [ 5.17647059 26.82352941],0
d5,1,0.015805,5.824385,[29  7] ; [17 15],[24.35294118 11.64705882] ; [21.64705882 10.35294118],0
a5,1,0.017257,5.67004,[26 10] ; [14 18],[21.17647059 14.82352941] ; [18.82352941 13.17647059],0
a3,1,0.021765,5.264505,[25 10] ; [14 18],[20.37313433 14.62686567] ; [18.62686567 13.37313433],0
b5,1,0.022437,5.211563,[20 16] ; [ 9 23],[15.35294118 20.64705882] ; [13.64705882 18.35294118],0
a4,1,0.034223,4.483516,[18 18] ; [ 8 24],[13.76470588 22.23529412] ; [12.23529412 19.76470588],0
d4,1,0.046201,3.974251,[28  8] ; [17 14],[24.17910448 11.82089552] ; [20.82089552 10.17910448],0
d3,1,0.055062,3.680218,[23 13] ; [13 19],[19.05882353 16.94117647] ; [16.94117647 15.05882353],0
p7,1,0.101903,2.675499,[11 25] ; [16 16],[14.29411765 21.70588235] ; [12.70588235 19.29411765],0
r1,1,0.102844,2.66087,[27  9] ; [18 14],[23.82352941 12.17647059] ; [21.17647059 10.82352941],0
d1,1,0.105774,2.616249,[17 19] ; [ 9 23],[13.76470588 22.23529412] ; [12.23529412 19.76470588],0
r3,1,0.167561,1.90463,[28  8] ; [20 12],[25.41176471 10.58823529] ; [22.58823529  9.41176471],0
n2,1,0.220597,1.500487,[ 7 10] ; [10  6],[8.75757576 8.24242424] ; [8.24242424 7.75757576],0
s5,1,0.222318,1.489347,[ 3 32] ; [ 6 26],[ 4.70149254 30.29850746] ; [ 4.29850746 27.70149254],0
b3,1,0.234929,1.410765,[ 5 18] ; [ 8 13],[ 6.79545455 16.20454545] ; [ 6.20454545 14.79545455],0
b2,1,0.234929,1.410765,[ 5 18] ; [ 8 13],[ 6.79545455 16.20454545] ; [ 6.20454545 14.79545455],0
u2,1,0.260426,1.266488,[5 6] ; [12  6],[6.44827586 4.55172414] ; [10.55172414  7.44827586],0
b1,1,0.282627,1.154415,[19 17] ; [21 11],[21.17647059 14.82352941] ; [18.82352941 13.17647059],0
b4,1,0.368012,0.810367,[23 13] ; [17 15],[21.17647059 14.82352941] ; [18.82352941 13.17647059],0
n1,1,0.371949,0.797143,[ 4 12] ; [6 9],[ 5.16129032 10.83870968] ; [ 4.83870968 10.16129032],0
p10,1,0.388552,0.743469,[ 5 31] ; [ 7 25],[ 6.35294118 29.64705882] ; [ 5.64705882 26.35294118],0
v1,1,0.397068,0.717188,[ 9 27] ; [11 21],[10.58823529 25.41176471] ; [ 9.41176471 22.58823529],0
s3,1,0.415568,0.662815,[15 21] ; [16 15],[16.65671642 19.34328358] ; [14.34328358 16.65671642],0
p3,1,0.438845,0.599299,[ 8 27] ; [10 22],[ 9.40298507 25.59701493] ; [ 8.59701493 23.40298507],0
s1,1,0.458385,0.549834,[ 4 31] ; [ 2 30],[ 3.13432836 31.86567164] ; [ 2.86567164 29.13432836],0
u3,1,0.473701,0.51333,[7 4] ; [9 9],[6.06896552 4.93103448] ; [9.93103448 8.06896552],0
