Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,116.626755,[223 188] ; [ 54 284],[151.99866489 259.00133511] ; [125.00133511 212.99866489],1
v1,1,0.0,60.122925,[263 150] ; [120 220],[210.06507304 202.93492696] ; [172.93492696 167.06507304],1
r1,1,1e-05,19.599572,[359  63] ; [247  96],[334.29019608  87.70980392] ; [271.70980392  71.29019608],1
d1,1,1.4e-05,18.916037,[272 151] ; [168 177],[242.34375 180.65625] ; [197.65625 147.34375],1
a5,1,2.8e-05,17.556319,[330  93] ; [222 123],[304.03125 118.96875] ; [247.96875  97.03125],1
d4,1,0.000301,13.066404,[363  59] ; [260  83],[343.66797386  78.33202614] ; [279.33202614  63.66797386],1
a3,1,0.000845,11.138885,[316 106] ; [218 124],[294.95811518 127.04188482] ; [239.04188482 102.95811518],1
d5,1,0.001016,10.798248,[358  65] ; [257  85],[340.05882353  82.94117647] ; [274.94117647  67.05882353],0
r3,1,0.001079,10.687606,[409  12] ; [316  28],[398.9869281  22.0130719] ; [326.0130719  17.9869281],0
d3,1,0.001517,10.057683,[310 113] ; [214 128],[289.74117647 133.25882353] ; [234.25882353 107.74117647],0
p3,1,0.002251,9.332763,[213 208] ; [136 208],[192.06405229 228.93594771] ; [156.93594771 187.06405229],0
s8,1,0.003392,8.583584,[193 227] ; [122 222],[173.16753927 246.83246073] ; [141.83246073 202.16753927],0
s7,1,0.003494,8.529909,[205 200] ; [131 198],[185.39509537 219.60490463] ; [150.60490463 178.39509537],0
p10,1,0.004816,7.947323,[341  77] ; [249  92],[324.92753623  93.07246377] ; [265.07246377  75.92753623],0
p9,1,0.005542,7.693437,[354  63] ; [261  78],[339.22619048  77.77380952] ; [275.77380952  63.22619048],0
n4,1,0.007879,7.060675,[327  94] ; [238 106],[310.93464052 110.06535948] ; [254.06535948  89.93464052],0
p7,1,0.009416,6.742116,[271 141] ; [191 147],[253.792 158.208] ; [208.208 129.792],0
a6,1,0.009846,6.662582,[302 120] ; [216 128],[285.37336815 136.62663185] ; [232.62663185 111.37336815],0
u1,1,0.011661,6.361646,[ 87 336] ; [ 47 298],[ 73.8046875 349.1953125] ; [ 60.1953125 284.8046875],0
s4,1,0.015856,5.818768,[ 63 357] ; [ 74 266],[ 75.71052632 344.28947368] ; [ 61.28947368 278.71052632],0
d2,1,0.016098,5.792138,[216 205] ; [146 197],[199.47905759 221.52094241] ; [162.52094241 180.47905759],0
a7,1,0.020592,5.360984,[317 104] ; [233 111],[302.67973856 118.32026144] ; [247.32026144  96.67973856],0
s2,1,0.021824,5.259771,[220 199] ; [151 191],[204.26938239 214.73061761] ; [166.73061761 175.26938239],0
a2,1,0.02292,5.174541,[113 310] ; [ 68 277],[ 99.69140625 323.30859375] ; [ 81.30859375 263.69140625],0
n6,1,0.027402,4.8653,[359  61] ; [274  71],[347.52941176  72.47058824] ; [285.47058824  59.52941176],0
r4,1,0.031373,4.632449,[390  33] ; [302  43],[381.140625  41.859375] ; [310.859375  34.140625],0
p12,1,0.040266,4.206652,[ 27 392] ; [ 11 333],[ 20.86762779 398.13237221] ; [ 17.13237221 326.86762779],0
p8,1,0.055059,3.680309,[215 198] ; [155 189],[201.86261559 211.13738441] ; [168.13738441 175.86261559],0
n5,1,0.057181,3.617307,[312 107] ; [234 109],[300.22834646 118.77165354] ; [245.77165354  97.22834646],0
p11,1,0.066091,3.377529,[333  90] ; [252  93],[322.20703125 100.79296875] ; [262.79296875  82.20703125],0
r2,1,0.068732,3.313035,[404  15] ; [320  22],[398.62812089  20.37187911] ; [325.37187911  16.62812089],0
s1,1,0.075086,3.168183,[  8 407] ; [ 14 326],[ 12.09271523 402.90728477] ; [  9.90728477 330.09271523],0
a1,1,0.093705,2.809544,[ 21 402] ; [  9 336],[ 16.5234375 406.4765625] ; [ 13.4765625 331.5234375],0
b1,1,0.124325,2.361971,[150 273] ; [141 204],[160.27734375 262.72265625] ; [130.72265625 214.27734375],0
s6,1,0.14165,2.159943,[275 140] ; [209 133],[265.33685601 149.66314399] ; [218.66314399 123.33685601],0
p6,1,0.157898,1.994241,[149 264] ; [107 236],[139.85185185 273.14814815] ; [116.14814815 226.85185185],0
n3,1,0.174713,1.84203,[67 20] ; [66 31],[62.88586957 24.11413043] ; [70.11413043 26.88586957],0
b4,1,0.204267,1.6116,[251 172] ; [189 156],[242.34375 180.65625] ; [197.65625 147.34375],0
a4,1,0.205073,1.605875,[194 228] ; [142 201],[185.34901961 236.65098039] ; [150.65098039 192.34901961],0
p4,1,0.21772,1.519336,[241 177] ; [183 161],[232.58792651 185.41207349] ; [191.41207349 152.58792651],0
n1,1,0.24078,1.37602,[25 59] ; [38 62],[28.76086957 55.23913043] ; [34.23913043 65.76086957],0
a8,1,0.262307,1.256543,[ 54 321] ; [ 37 284],[ 49.03017241 325.96982759] ; [ 41.96982759 279.03017241],0
u4,1,0.415971,0.66167,[  8 415] ; [  4 341],[  6.609375 416.390625] ; [  5.390625 339.609375],0
s3,1,0.439859,0.59665,[227 189] ; [177 165],[221.72031662 194.27968338] ; [182.27968338 159.72031662],0
u2,1,0.546427,0.363757,[55 50] ; [71 55],[57.27272727 47.72727273] ; [68.72727273 57.27272727],0
s5,1,0.552274,0.353259,[125 281] ; [ 97 240],[121.30820996 284.69179004] ; [100.69179004 236.30820996],0
p2,1,0.591154,0.288545,[350  72] ; [281  64],[347.17340287  74.82659713] ; [283.82659713  61.17340287],0
u3,1,0.750884,0.10079,[62 45] ; [75 50],[63.18534483 43.81465517] ; [73.81465517 51.18534483],0
p1,1,0.799151,0.064743,[ 24 398] ; [ 21 322],[ 24.82352941 397.17647059] ; [ 20.17647059 322.82352941],0
b3,1,0.8109,0.057248,[ 87 160] ; [ 70 135],[ 85.79424779 161.20575221] ; [ 71.20575221 133.79424779],0
b2,1,0.8109,0.057248,[ 87 160] ; [ 70 135],[ 85.79424779 161.20575221] ; [ 71.20575221 133.79424779],0
n2,1,0.895661,0.017199,[63 22] ; [74 27],[62.60752688 22.39247312] ; [74.39247312 26.60752688],0
b5,1,0.966918,0.00172,[263 160] ; [214 131],[262.72265625 160.27734375] ; [214.27734375 130.72265625],0
