Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,34.414447,[129 120] ; [ 28 106],[102.07049608 146.92950392] ; [54.92950392 79.07049608],1
a6,1,3.2e-05,17.325032,[165  85] ; [59 75],[145.83333333 104.16666667] ; [78.16666667 55.83333333],1
p2,1,0.001251,10.413164,[208  40] ; [92 40],[195.78947368  52.21052632] ; [104.21052632  27.78947368],0
b5,1,0.022272,5.224436,[157  93] ; [68 66],[146.484375 103.515625] ; [78.515625 55.484375],0
b3,1,0.023819,5.107781,[33 94] ; [35 51],[40.54460094 86.45539906] ; [27.45539906 58.54460094],0
b2,1,0.023819,5.107781,[33 94] ; [35 51],[40.54460094 86.45539906] ; [27.45539906 58.54460094],0
r4,1,0.036081,4.393259,[227  23] ; [112  22],[220.703125  29.296875] ; [118.296875  15.703125],0
d5,1,0.049899,3.844839,[151  99] ; [67 67],[141.92708333 108.07291667] ; [76.07291667 57.92708333],0
r2,1,0.066939,3.356519,[228  19] ; [115  18],[222.95  24.05] ; [120.05  12.95],0
d2,1,0.070934,3.261275,[ 30 220] ; [ 25 108],[ 35.90078329 214.09921671] ; [ 19.09921671 113.90078329],0
a1,1,0.075217,3.16533,[  6 244] ; [  8 126],[  9.11458333 240.88541667] ; [  4.88541667 129.11458333],0
p10,1,0.076032,3.147747,[188  53] ; [92 40],[180.91152815  60.08847185] ; [99.08847185 32.91152815],0
r1,1,0.138571,2.193756,[186  62] ; [91 43],[179.83246073  68.16753927] ; [97.16753927 36.83246073],0
u3,1,0.140616,2.171202,[60 47] ; [27 34],[55.41071429 51.58928571] ; [31.58928571 29.41071429],0
d4,1,0.152549,2.046577,[155  95] ; [73 61],[148.4375 101.5625] ; [79.5625 54.4375],0
s8,1,0.166907,1.910504,[ 78 171] ; [51 82],[ 84.08638743 164.91361257] ; [44.91361257 88.08638743],0
p9,1,0.17428,1.845736,[198  46] ; [100  33],[192.87002653  51.12997347] ; [105.12997347  27.87002653],0
s3,1,0.180418,1.794174,[121 125] ; [75 58],[127.21899736 118.78100264] ; [68.78100264 64.21899736],0
s1,1,0.199048,1.649343,[  8 237] ; [  8 124],[ 10.39787798 234.60212202] ; [  5.60212202 126.39787798],0
p8,1,0.209064,1.577895,[121 125] ; [56 76],[115.19047619 130.80952381] ; [61.80952381 70.19047619],0
v2,1,0.219388,1.508368,[122 116] ; [57 71],[116.3989071 121.6010929] ; [62.6010929 65.3989071],0
a5,1,0.251057,1.317413,[144 106] ; [69 65],[138.671875 111.328125] ; [74.328125 59.671875],0
s7,1,0.265719,1.238713,[ 91 142] ; [59 72],[ 96.01648352 136.98351648] ; [53.98351648 77.01648352],0
u1,1,0.281479,1.159935,[ 11 239] ; [  3 131],[  9.11458333 240.88541667] ; [  4.88541667 129.11458333],0
p4,1,0.334274,0.932268,[127 120] ; [61 71],[122.52242744 124.47757256] ; [65.47757256 66.52242744],0
n6,1,0.335041,0.929313,[201  48] ; [101  31],[197.37007874  51.62992126] ; [104.62992126  27.37007874],0
n1,1,0.392277,0.731871,[16 35] ; [16 24],[17.93406593 33.06593407] ; [14.06593407 25.93406593],0
s6,1,0.416312,0.660702,[156  89] ; [76 52],[152.38605898  92.61394102] ; [79.61394102 48.38605898],0
n2,1,0.419283,0.652323,[41 11] ; [35  6],[42.49462366  9.50537634] ; [33.50537634  7.49462366],0
p12,1,0.43807,0.601333,[ 12 233] ; [  9 123],[ 13.64721485 231.35278515] ; [  7.35278515 124.64721485],0
a2,1,0.43975,0.596935,[ 16 234] ; [  6 128],[ 14.32291667 235.67708333] ; [  7.67708333 126.32291667],0
b4,1,0.466372,0.530559,[144 106] ; [72 62],[140.625 109.375] ; [75.375 58.625],0
p6,1,0.471318,0.518885,[ 78 167] ; [37 94],[ 74.93351064 170.06648936] ; [40.06648936 90.93351064],0
u2,1,0.474907,0.510536,[57 50] ; [29 32],[54.77380952 52.22619048] ; [31.22619048 29.77380952],0
n3,1,0.506011,0.442308,[42 10] ; [30 10],[40.69565217 11.30434783] ; [31.30434783  8.69565217],0
v3,1,0.530736,0.392983,[ 77 168] ; [45 85],[ 79.70666667 165.29333333] ; [42.29333333 87.70666667],0
s5,1,0.548959,0.359186,[ 65 176] ; [38 89],[ 67.45380435 173.54619565] ; [35.54619565 91.45380435],0
v1,1,0.564841,0.331391,[113 130] ; [65 66],[115.65240642 127.34759358] ; [62.34759358 68.65240642],0
v4,1,0.567439,0.326986,[233  15] ; [122  10],[231.68421053  16.31578947] ; [123.31578947   8.68421053],0
p5,1,0.574268,0.315593,[ 27 220] ; [ 12 120],[ 25.41688654 221.58311346] ; [ 13.58311346 118.41688654],0
b1,1,0.613053,0.255753,[ 96 154] ; [55 79],[ 98.30729167 151.69270833] ; [52.69270833 81.30729167],0
n5,1,0.625255,0.23855,[168  79] ; [93 39],[170.09762533  76.90237467] ; [90.90237467 41.09762533],0
p11,1,0.722275,0.126323,[190  60] ; [104  30],[191.40625  58.59375] ; [102.59375  31.40625],0
p7,1,0.784114,0.075055,[147  94] ; [78 53],[145.76612903  95.23387097] ; [79.23387097 51.76612903],0
a4,1,0.801732,0.063054,[ 61 189] ; [34 99],[ 62.01044386 187.98955614] ; [ 32.98955614 100.01044386],0
p3,1,0.811444,0.056913,[108 141] ; [56 77],[106.90052356 142.09947644] ; [57.09947644 75.90052356],0
p1,1,0.833379,0.044255,[ 20 226] ; [ 10 123],[ 19.47229551 226.52770449] ; [ 10.52770449 122.47229551],0
a3,1,0.834694,0.043549,[140 110] ; [73 60],[139.03394256 110.96605744] ; [73.96605744 59.03394256],0
s2,1,0.852668,0.03449,[103 143] ; [57 76],[103.85224274 142.14775726] ; [56.14775726 76.85224274],0
s4,1,0.870458,0.026594,[ 42 204] ; [ 22 112],[ 41.43157895 204.56842105] ; [ 22.56842105 111.43157895],0
a8,1,0.888919,0.019508,[ 35 201] ; [ 18 108],[ 34.55248619 201.44751381] ; [ 18.44751381 107.55248619],0
n4,1,0.992227,9.5e-05,[172  76] ; [93 41],[172.04188482  75.95811518] ; [92.95811518 41.04188482],0
