Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.020344,5.382173,[3 3] ; [31  4],[4.97560976 1.02439024] ; [29.02439024  5.97560976],0
a4,1,0.029323,4.74855,[4 2] ; [ 8 27],[1.75609756 4.24390244] ; [10.24390244 24.75609756],0
d3,1,0.114641,2.489052,[5 1] ; [17 18],[3.2195122 2.7804878] ; [18.7804878 16.2195122],0
n3,1,0.124283,2.3625,[1 3] ; [7 3],[2.28571429 1.71428571] ; [5.71428571 4.28571429],0
v1,1,0.133016,2.256952,[4 2] ; [12 23],[2.34146341 3.65853659] ; [13.65853659 21.34146341],0
n4,1,0.175016,1.839449,[2 4] ; [22 13],[3.51219512 2.48780488] ; [20.48780488 14.51219512],0
s6,1,0.223946,1.478905,[2 4] ; [21 14],[3.36585366 2.63414634] ; [19.63414634 15.36585366],0
p4,1,0.224325,1.476488,[5 1] ; [20 15],[3.65853659 2.34146341] ; [21.34146341 13.65853659],0
d1,1,0.227052,1.459236,[3 3] ; [ 9 26],[1.75609756 4.24390244] ; [10.24390244 24.75609756],0
b5,1,0.279876,1.167692,[2 4] ; [20 15],[3.2195122 2.7804878] ; [18.7804878 16.2195122],0
a6,1,0.279876,1.167692,[4 2] ; [15 20],[2.7804878 3.2195122] ; [16.2195122 18.7804878],0
r1,1,0.279876,1.167692,[4 2] ; [15 20],[2.7804878 3.2195122] ; [16.2195122 18.7804878],0
s2,1,0.328446,0.955014,[1 5] ; [13 22],[2.04878049 3.95121951] ; [11.95121951 23.04878049],0
p1,1,0.341185,0.905973,[1 5] ; [ 2 33],[0.43902439 5.56097561] ; [ 2.56097561 32.43902439],0
u1,1,0.341185,0.905973,[1 5] ; [ 2 33],[0.43902439 5.56097561] ; [ 2.56097561 32.43902439],0
u2,1,0.421317,0.646639,[1 1] ; [13  4],[1.47368421 0.52631579] ; [12.52631579  4.47368421],0
p3,1,0.4603,0.545165,[3 3] ; [12 23],[2.19512195 3.80487805] ; [12.80487805 22.19512195],0
p5,1,0.465985,0.531481,[2 4] ; [ 7 28],[1.31707317 4.68292683] ; [ 7.68292683 27.31707317],0
s7,1,0.466551,0.530134,[3 3] ; [11 21],[2.21052632 3.78947368] ; [11.78947368 20.21052632],0
a3,1,0.489199,0.478287,[4 2] ; [18 17],[3.2195122 2.7804878] ; [18.7804878 16.2195122],0
v2,1,0.533249,0.388196,[2 4] ; [16 18],[2.7 3.3] ; [15.3 18.7],0
p9,1,0.536939,0.381242,[5 1] ; [32  3],[5.41463415 0.58536585] ; [31.58536585  3.41463415],0
p12,1,0.536939,0.381242,[1 5] ; [ 3 32],[0.58536585 5.41463415] ; [ 3.41463415 31.58536585],0
p7,1,0.550836,0.355821,[3 3] ; [22 13],[3.65853659 2.34146341] ; [21.34146341 13.65853659],0
d5,1,0.572333,0.318795,[4 2] ; [19 16],[3.36585366 2.63414634] ; [19.63414634 15.36585366],0
s8,1,0.572333,0.318795,[2 4] ; [16 19],[2.63414634 3.36585366] ; [15.36585366 19.63414634],0
s5,1,0.580874,0.304823,[2 4] ; [ 8 27],[1.46341463 4.53658537] ; [ 8.53658537 26.46341463],0
n2,1,0.596701,0.28,[3 1] ; [6 4],[2.57142857 1.42857143] ; [6.42857143 3.57142857],0
a5,1,0.645962,0.211029,[3 3] ; [21 14],[3.51219512 2.48780488] ; [20.48780488 14.51219512],0
p6,1,0.697146,0.151457,[2 4] ; [ 9 26],[1.6097561 4.3902439] ; [ 9.3902439 25.6097561],0
u3,1,0.811055,0.057152,[1 1] ; [ 7 10],[0.84210526 1.15789474] ; [7.15789474 9.84210526],0
n5,1,0.812765,0.056103,[4 2] ; [25 10],[4.24390244 1.75609756] ; [24.75609756 10.24390244],0
a7,1,0.845778,0.037833,[3 3] ; [19 16],[3.2195122 2.7804878] ; [18.7804878 16.2195122],0
b4,1,0.845778,0.037833,[3 3] ; [19 16],[3.2195122 2.7804878] ; [18.7804878 16.2195122],0
s4,1,0.849026,0.036237,[1 5] ; [ 7 28],[1.17073171 4.82926829] ; [ 6.82926829 28.17073171],0
b3,1,0.906855,0.01369,[1 2] ; [ 6 14],[0.91304348 2.08695652] ; [ 6.08695652 13.91304348],0
b2,1,0.906855,0.01369,[1 2] ; [ 6 14],[0.91304348 2.08695652] ; [ 6.08695652 13.91304348],0
v4,1,0.926191,0.008582,[4 2] ; [24 11],[4.09756098 1.90243902] ; [23.90243902 11.09756098],0
v3,1,0.926191,0.008582,[2 4] ; [11 24],[1.90243902 4.09756098] ; [11.09756098 23.90243902],0
d2,1,0.926191,0.008582,[2 4] ; [11 24],[1.90243902 4.09756098] ; [11.09756098 23.90243902],0
p8,1,0.948428,0.004184,[3 3] ; [18 17],[3.07317073 2.92682927] ; [17.92682927 17.07317073],0
n6,1,0.962298,0.002235,[4 2] ; [23 11],[4.05 1.95] ; [22.95 11.05],0
