Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,175.172905,[505  70] ; [ 63 101],[441.94857916 133.05142084] ; [126.05142084  37.94857916],1
n6,1,0.0,42.375779,[521  54] ; [116  48],[495.63599459  79.36400541] ; [141.36400541  22.63599459],1
p4,1,0.0,29.831278,[385 189] ; [72 93],[354.96346414 219.03653586] ; [102.03653586  62.96346414],1
s7,1,0.0,26.921901,[313 241] ; [ 54 108],[283.96368715 270.03631285] ; [83.03631285 78.96368715],1
d2,1,7e-06,20.271469,[301 274] ; [ 54 112],[275.47233468 299.52766532] ; [79.52766532 86.47233468],1
a3,1,8e-06,19.91569,[440 136] ; [97 68],[417.42510121 158.57489879] ; [119.57489879  45.42510121],1
p3,1,9e-06,19.634006,[324 252] ; [ 61 105],[298.86792453 277.13207547] ; [86.13207547 79.86792453],1
p6,1,3e-05,17.447197,[245 324] ; [ 41 123],[222.01091405 346.98908595] ; [ 63.98908595 100.01091405],1
a5,1,3.9e-05,16.942926,[453 125] ; [104  62],[432.72311828 145.27688172] ; [124.27688172  41.72311828],1
a4,1,7.5e-05,15.680608,[288 289] ; [ 54 112],[265.59084791 311.40915209] ; [76.40915209 89.59084791],1
d1,1,0.000132,14.618624,[367 211] ; [78 88],[345.71236559 232.28763441] ; [99.28763441 66.71236559],1
a8,1,0.00018,14.033813,[ 90 433] ; [  8 147],[ 75.59587021 447.40412979] ; [ 22.40412979 132.59587021],1
v3,1,0.00033,12.889179,[244 314] ; [ 43 112],[224.60869565 333.39130435] ; [62.39130435 92.60869565],1
s8,1,0.000532,12.001,[292 283] ; [ 59 107],[272.36842105 302.63157895] ; [78.63157895 87.36842105],1
d5,1,0.000819,11.1986,[484  91] ; [120  45],[469.32432432 105.67567568] ; [134.67567568  30.32432432],1
a2,1,0.001025,10.780985,[155 423] ; [ 24 142],[139.06182796 438.93817204] ; [ 39.93817204 126.06182796],0
u1,1,0.001449,10.142463,[118 460] ; [ 16 150],[104.10215054 473.89784946] ; [ 29.89784946 136.10215054],0
p11,1,0.001543,10.026777,[498  80] ; [126  40],[484.77419355  93.22580645] ; [139.22580645  26.77419355],0
v1,1,0.003487,8.533157,[330 230] ; [74 87],[313.78640777 246.21359223] ; [90.21359223 70.78640777],0
r1,1,0.003964,8.300208,[474 102] ; [119  46],[460.95546559 115.04453441] ; [132.04453441  32.95546559],0
s4,1,0.004616,8.023874,[ 87 484] ; [ 41 125],[ 99.16960651 471.83039349] ; [ 28.83039349 137.16960651],0
p5,1,0.005118,7.83725,[ 82 492] ; [ 10 154],[ 71.55555556 502.44444444] ; [ 20.44444444 143.55555556],0
p7,1,0.007097,7.248305,[390 178] ; [91 68],[375.80192572 192.19807428] ; [105.19807428  53.80192572],0
p8,1,0.011259,6.423969,[325 243] ; [76 89],[310.73396999 257.26603001] ; [90.26603001 74.73396999],0
