Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.115686,[108  29] ; [ 4 21],[94.71604938 42.28395062] ; [17.28395062  7.71604938],1
r3,1,0.0,25.702671,[119  17] ; [11 14],[109.8136646  26.1863354] ; [20.1863354  4.8136646],1
r2,1,1e-06,25.062408,[122  13] ; [12 12],[113.77358491  21.22641509] ; [20.22641509  3.77358491],1
p2,1,0.000254,13.385621,[93 43] ; [ 7 17],[85. 51.] ; [15.  9.],1
p9,1,0.000462,12.264418,[98 35] ; [ 9 15],[90.6433121 42.3566879] ; [16.3566879  7.6433121],1
n2,1,0.000565,11.887526,[45 10] ; [5 9],[39.85507246 15.14492754] ; [10.14492754  3.85507246],1
p7,1,0.000856,11.116597,[69 63] ; [ 4 21],[61.37579618 70.62420382] ; [11.62420382 13.37579618],1
p10,1,0.00217,9.399889,[89 45] ; [ 8 16],[82.26582278 51.73417722] ; [14.73417722  9.26582278],0
s8,1,0.002425,9.196064,[46 89] ; [ 1 24],[39.65625 95.34375] ; [ 7.34375 17.65625],0
s6,1,0.003036,8.785675,[69 63] ; [ 5 20],[62.21656051 69.78343949] ; [11.78343949 13.21656051],0
p11,1,0.004101,8.238721,[100  37] ; [11 14],[93.87037037 43.12962963] ; [17.12962963  7.87037037],0
r1,1,0.0051,7.843693,[90 47] ; [ 9 16],[83.72222222 53.27777778] ; [15.27777778  9.72222222],0
n6,1,0.005574,7.683188,[105  31] ; [12 12],[99.45 36.55] ; [17.55  6.45],0
u2,1,0.007232,7.214461,[26 25] ; [ 1 11],[21.85714286 29.14285714] ; [5.14285714 6.85714286],0
v1,1,0.010139,6.610383,[64 70] ; [ 5 20],[58.1509434 75.8490566] ; [10.8490566 14.1509434],0
d5,1,0.012157,6.287824,[91 46] ; [10 15],[85.41358025 51.58641975] ; [15.58641975  9.41358025],0
p6,1,0.018016,5.594561,[36 97] ; [ 1 22],[ 31.54487179 101.45512821] ; [ 5.45512821 17.54487179],0
s2,1,0.018514,5.546842,[55 80] ; [ 4 21],[49.78125 85.21875] ; [ 9.21875 15.78125],0
v3,1,0.018986,5.502804,[40 90] ; [ 2 23],[35.22580645 94.77419355] ; [ 6.77419355 18.22580645],0
a5,1,0.025842,4.966539,[77 60] ; [ 8 17],[71.88271605 65.11728395] ; [13.11728395 11.88271605],0
s3,1,0.028013,4.827245,[66 68] ; [ 6 18],[61.06329114 72.93670886] ; [10.93670886 13.06329114],0
n3,1,0.035235,4.433755,[37 16] ; [5 8],[33.72727273 19.27272727] ; [8.27272727 4.72727273],0
p1,1,0.041217,4.167059,[  4 132] ; [ 3 22],[  5.91304348 130.08695652] ; [ 1.08695652 23.91304348],0
s5,1,0.045002,4.018581,[36 95] ; [ 2 22],[32.11612903 98.88387097] ; [ 5.88387097 18.11612903],0
a6,1,0.047579,3.92478,[56 81] ; [ 5 20],[51.58641975 85.41358025] ; [ 9.41358025 15.58641975],0
p4,1,0.066764,3.360846,[46 87] ; [ 4 21],[42.08860759 90.91139241] ; [ 7.91139241 17.08860759],0
v2,1,0.102758,2.662214,[56 75] ; [ 6 18],[52.4 78.6] ; [ 9.6 14.4],0
u3,1,0.122712,2.382359,[21 31] ; [ 2 10],[18.6875 33.3125] ; [4.3125 7.6875],0
a1,1,0.126096,2.339923,[  6 131] ; [ 3 22],[  7.61111111 129.38888889] ; [ 1.38888889 23.61111111],0
d3,1,0.200649,1.637647,[57 80] ; [ 7 18],[54.12345679 82.87654321] ; [ 9.87654321 15.12345679],0
b1,1,0.206085,1.598715,[58 79] ; [14 11],[60.88888889 76.11111111] ; [11.11111111 13.88888889],0
s7,1,0.279714,1.16848,[47 82] ; [ 6 18],[44.68627451 84.31372549] ; [ 8.31372549 15.68627451],0
a3,1,0.322817,0.9775,[85 51] ; [13 12],[82.7826087 53.2173913] ; [15.2173913  9.7826087],0
s1,1,0.344456,0.893776,[  5 128] ; [ 2 23],[  5.89240506 127.10759494] ; [ 1.10759494 23.89240506],0
p5,1,0.459514,0.547078,[  6 128] ; [ 2 23],[  6.74213836 127.25786164] ; [ 1.25786164 23.74213836],0
a2,1,0.479313,0.500426,[ 11 126] ; [ 1 24],[ 10.14814815 126.85185185] ; [ 1.85185185 23.14814815],0
b2,1,0.503964,0.446578,[30 47] ; [ 9 10],[31.28125 45.71875] ; [ 7.71875 11.28125],0
b3,1,0.503964,0.446578,[30 47] ; [ 9 10],[31.28125 45.71875] ; [ 7.71875 11.28125],0
n4,1,0.569021,0.324323,[90 46] ; [18  7],[91.22981366 44.77018634] ; [16.77018634  8.22981366],0
n5,1,0.583293,0.30094,[99 36] ; [17  8],[97.875 37.125] ; [18.125  6.875],0
