Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,5e-06,20.810238,[26 11] ; [ 91 194],[13.44409938 23.55590062] ; [103.55590062 181.44409938],1
d2,1,0.645768,0.211278,[18 21] ; [126 172],[16.66468843 22.33531157] ; [127.33531157 170.66468843],0
u2,1,0.657833,0.196166,[6 7] ; [60 54],[6.75590551 6.24409449] ; [59.24409449 54.75590551],0
a6,1,0.714689,0.133638,[23 16] ; [186 114],[24.04424779 14.95575221] ; [184.95575221 115.04424779],0
n3,1,0.717578,0.130825,[6 5] ; [50 33],[6.55319149 4.44680851] ; [49.44680851 33.55319149],0
r3,1,0.724922,0.123826,[33  6] ; [260  40],[33.7079646  5.2920354] ; [259.2920354  40.7079646],0
r4,1,0.733576,0.115853,[32  7] ; [240  61],[31.2  7.8] ; [240.8  60.2],0
a8,1,0.762386,0.091415,[ 5 32] ; [ 43 236],[ 5.62025316 31.37974684] ; [ 42.37974684 236.62025316],0
a2,1,0.774241,0.082273,[ 8 31] ; [ 56 245],[ 7.34117647 31.65882353] ; [ 56.65882353 244.34117647],0
d4,1,0.785053,0.074387,[30  9] ; [224  75],[29.30769231  9.69230769] ; [224.69230769  74.30769231],0
r2,1,0.795599,0.067105,[34  5] ; [264  34],[34.48664688  4.51335312] ; [263.51335312  34.48664688],0
v4,1,0.800352,0.063954,[35  4] ; [266  35],[34.52647059  4.47352941] ; [266.47352941  34.52647059],0
b3,1,0.81222,0.056436,[ 9 16] ; [ 70 112],[ 9.5410628 15.4589372] ; [ 69.4589372 112.5410628],0
b2,1,0.81222,0.056436,[ 9 16] ; [ 70 112],[ 9.5410628 15.4589372] ; [ 69.4589372 112.5410628],0
u3,1,0.816176,0.05404,[7 6] ; [57 56],[6.6031746 6.3968254] ; [57.3968254 55.6031746],0
p2,1,0.833882,0.043985,[29  9] ; [225  76],[28.4719764  9.5280236] ; [225.5280236  75.4719764],0
a7,1,0.86805,0.027601,[25 14] ; [197 104],[25.46470588 13.53529412] ; [196.53529412 104.46470588],0
u1,1,0.876628,0.024101,[ 5 34] ; [ 36 265],[ 4.70294118 34.29705882] ; [ 36.29705882 264.70294118],0
d5,1,0.942301,0.005239,[28 11] ; [213  86],[27.80769231 11.19230769] ; [213.19230769  85.80769231],0
