Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,5e-06,20.810238,[26 11] ; [ 91 194],[13.44409938 23.55590062] ; [103.55590062 181.44409938],1
s5,1,1e-05,19.448232,[21 18] ; [ 63 233],[ 9.77910448 29.22089552] ; [ 74.22089552 221.77910448],1
p1,1,1.2e-05,19.172651,[11 28] ; [ 20 279],[ 3.57692308 35.42307692] ; [ 27.42307692 271.57692308],1
s6,1,2.3e-05,17.950423,[32  5] ; [148 150],[19.88059701 17.11940299] ; [160.11940299 137.88059701],1
p3,1,0.000133,14.596732,[26 13] ; [105 195],[15.07079646 23.92920354] ; [115.92920354 184.07079646],1
p8,1,0.000323,12.930902,[27 11] ; [121 179],[16.63905325 21.36094675] ; [131.36094675 168.63905325],1
p6,1,0.00049,12.153444,[20 18] ; [ 76 222],[10.85714286 27.14285714] ; [ 85.14285714 212.85714286],1
p12,1,0.000679,11.546462,[ 6 32] ; [ 10 289],[ 1.8041543 36.1958457] ; [ 14.1958457 284.8041543],1
n4,1,0.003312,8.627338,[36  3] ; [210  90],[28.30088496 10.69911504] ; [217.69911504  82.30088496],0
p4,1,0.004084,8.246265,[27 11] ; [139 161],[18.66272189 19.33727811] ; [147.33727811 152.66272189],0
s2,1,0.007537,7.140201,[22 17] ; [103 196],[14.42307692 24.57692308] ; [110.57692308 188.42307692],0
n5,1,0.010883,6.484382,[34  5] ; [201  98],[27.11538462 11.88461538] ; [207.88461538  91.11538462],0
a5,1,0.01181,6.339227,[32  7] ; [185 116],[24.89117647 14.10882353] ; [192.10882353 108.89117647],0
v3,1,0.01199,6.312374,[13 26] ; [ 49 245],[ 7.26126126 31.73873874] ; [ 54.73873874 239.26126126],0
n6,1,0.016707,5.726876,[35  3] ; [224  76],[29.1183432  8.8816568] ; [229.8816568  70.1183432],0
s8,1,0.016812,5.715921,[19 19] ; [ 92 208],[12.47928994 25.52071006] ; [ 98.52071006 201.47928994],0
s3,1,0.035944,4.39977,[24 14] ; [134 163],[17.92238806 20.07761194] ; [140.07761194 156.92238806],0
s1,1,0.040035,4.216398,[ 5 34] ; [ 14 282],[ 2.2119403 36.7880597] ; [ 16.7880597 279.2119403],0
p9,1,0.064634,3.414303,[33  5] ; [216  80],[28.32934132  9.67065868] ; [220.67065868  75.32934132],0
b1,1,0.127937,2.317355,[22 17] ; [131 170],[17.55 21.45] ; [135.45 165.55],0
v1,1,0.156278,2.009879,[17 20] ; [101 195],[13.11111111 23.88888889] ; [104.88888889 191.11111111],0
a4,1,0.175776,1.832984,[20 19] ; [119 179],[16.08605341 22.91394659] ; [122.91394659 175.08605341],0
a1,1,0.177364,1.819577,[ 4 35] ; [ 15 286],[ 2.17941176 36.82058824] ; [ 16.82058824 284.17941176],0
n1,1,0.187489,1.737238,[6 4] ; [33 53],[4.0625 5.9375] ; [34.9375 51.0625],0
p7,1,0.259989,1.268816,[23 14] ; [155 141],[19.77777778 17.22222222] ; [158.22222222 137.77777778],0
d3,1,0.293121,1.105233,[26 13] ; [173 126],[22.96153846 16.03846154] ; [176.03846154 122.96153846],0
p10,1,0.297632,1.084772,[29  9] ; [202  95],[26.20298507 11.79701493] ; [204.79701493  92.20298507],0
d1,1,0.346192,0.887367,[21 18] ; [138 163],[18.23823529 20.76176471] ; [140.76176471 160.23823529],0
u4,1,0.393013,0.729599,[ 1 38] ; [  3 298],[ 0.45882353 38.54117647] ; [  3.54117647 297.45882353],0
p11,1,0.404749,0.694172,[29 10] ; [204  97],[26.72647059 12.27352941] ; [206.27352941  94.72647059],0
b4,1,0.449606,0.571644,[24 15] ; [166 135],[21.79411765 17.20588235] ; [168.20588235 132.79411765],0
b5,1,0.451898,0.565887,[21 18] ; [181 120],[23.17058824 15.82941176] ; [178.82941176 122.17058824],0
r1,1,0.460663,0.544283,[29 10] ; [205  94],[27. 12.] ; [207.  92.],0
n2,1,0.474267,0.512017,[6 5] ; [57 30],[7.07142857 3.92857143] ; [55.92857143 31.07142857],0
a3,1,0.622991,0.241686,[26 13] ; [186 111],[24.60714286 14.39285714] ; [187.39285714 109.60714286],0
