Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-06,20.972569,[25  7] ; [11 33],[15.15789474 16.84210526] ; [20.84210526 23.15789474],1
a1,1,0.31028,1.029482,[ 2 31] ; [ 6 40],[ 3.34177215 29.65822785] ; [ 4.65822785 41.34177215],0
d4,1,0.330879,0.945455,[24  9] ; [28 17],[22. 11.] ; [30. 15.],0
a6,1,0.366324,0.816095,[ 9 24] ; [17 29],[10.86075949 22.13924051] ; [15.13924051 30.86075949],0
n3,1,0.386671,0.749384,[7 4] ; [12 13],[5.80555556 5.19444444] ; [13.19444444 11.80555556],0
b1,1,0.418547,0.65439,[23 10] ; [28 18],[21.30379747 11.69620253] ; [29.69620253 16.30379747],0
s1,1,0.45821,0.550263,[ 2 31] ; [ 5 41],[ 2.92405063 30.07594937] ; [ 4.07594937 41.92405063],0
d1,1,0.490066,0.47638,[14 19] ; [16 30],[12.53164557 20.46835443] ; [17.46835443 28.53164557],0
n4,1,0.58145,0.303896,[20 13] ; [30 15],[21.15384615 11.84615385] ; [28.84615385 16.15384615],0
s4,1,0.669349,0.182364,[ 7 26] ; [ 8 38],[ 6.26582278 26.73417722] ; [ 8.73417722 37.26582278],0
a3,1,0.709757,0.13852,[19 14] ; [24 21],[18.19230769 14.80769231] ; [24.80769231 20.19230769],0
d2,1,0.72361,0.12506,[16 17] ; [20 25],[15.23076923 17.76923077] ; [20.76923077 24.23076923],0
a4,1,0.728932,0.120095,[13 20] ; [16 29],[12.26923077 20.73076923] ; [16.73076923 28.26923077],0
r2,1,0.737818,0.112054,[26  7] ; [34 11],[25.38461538  7.61538462] ; [34.61538462 10.38461538],0
a5,1,0.746357,0.104618,[17 16] ; [22 24],[16.29113924 16.70886076] ; [22.70886076 23.29113924],0
p12,1,0.82348,0.049761,[ 1 32] ; [ 1 44],[ 0.84615385 32.15384615] ; [ 1.15384615 43.84615385],0
b5,1,0.894316,0.017648,[17 16] ; [23 23],[16.70886076 16.29113924] ; [23.29113924 22.70886076],0
v1,1,0.898406,0.016301,[12 21] ; [17 28],[12.26923077 20.73076923] ; [16.73076923 28.26923077],0
