Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-06,20.972569,[25  7] ; [11 33],[15.15789474 16.84210526] ; [20.84210526 23.15789474],1
p8,1,0.000205,13.780506,[17 16] ; [ 6 40],[ 9.60759494 23.39240506] ; [13.39240506 32.60759494],1
p3,1,0.000631,11.681766,[19 14] ; [ 9 36],[11.84615385 21.15384615] ; [16.15384615 28.84615385],1
r3,1,0.000866,11.094422,[29  4] ; [24 22],[22.13924051 10.86075949] ; [30.86075949 15.13924051],1
r4,1,0.000905,11.012563,[26  7] ; [19 27],[18.79746835 14.20253165] ; [26.20253165 19.79746835],1
s2,1,0.000988,10.850825,[20 13] ; [11 35],[12.94936709 20.05063291] ; [18.05063291 27.94936709],1
s7,1,0.001533,10.038519,[17 13] ; [ 8 32],[10.71428571 19.28571429] ; [14.28571429 25.71428571],0
u3,1,0.004992,7.882378,[9 5] ; [ 4 18],[5.05555556 8.94444444] ; [ 7.94444444 14.05555556],0
s5,1,0.007367,7.181267,[14 18] ; [ 7 37],[ 8.84210526 23.15789474] ; [12.15789474 31.84210526],0
p2,1,0.016184,5.78278,[23 10] ; [19 26],[17.76923077 15.23076923] ; [24.23076923 20.76923077],0
p9,1,0.01628,5.772353,[21 12] ; [15 27],[15.84 17.16] ; [20.16 21.84],0
s8,1,0.016858,5.711098,[14 19] ; [ 8 37],[ 9.30769231 23.69230769] ; [12.69230769 32.30769231],0
s3,1,0.028339,4.807311,[20 13] ; [16 29],[15.23076923 17.76923077] ; [20.76923077 24.23076923],0
d3,1,0.031322,4.635213,[18 15] ; [14 32],[13.36708861 19.63291139] ; [18.63291139 27.36708861],0
p7,1,0.032913,4.550316,[19 14] ; [15 30],[14.38461538 18.61538462] ; [19.61538462 25.38461538],0
p6,1,0.034538,4.467888,[11 22] ; [ 6 39],[ 7.19230769 25.80769231] ; [ 9.80769231 35.19230769],0
v2,1,0.055511,3.666667,[16 17] ; [12 32],[12. 21.] ; [16. 28.],0
v4,1,0.06924,3.30094,[28  5] ; [30 15],[24.53846154  8.46153846] ; [33.46153846 11.53846154],0
n1,1,0.086186,2.944215,[7 4] ; [ 9 18],[4.63157895 6.36842105] ; [11.36842105 15.63157895],0
u2,1,0.090602,2.863636,[7 7] ; [ 5 17],[4.66666667 9.33333333] ; [ 7.33333333 14.66666667],0
a8,1,0.109137,2.566667,[ 5 28] ; [ 2 42],[ 3. 30.] ; [ 4. 40.],0
p10,1,0.124703,2.357234,[17 16] ; [15 29],[13.71428571 19.28571429] ; [18.28571429 25.71428571],0
b2,1,0.1352,2.231752,[ 5 14] ; [13 14],[ 7.43478261 11.56521739] ; [10.56521739 16.43478261],0
b3,1,0.1352,2.231752,[ 5 14] ; [13 14],[ 7.43478261 11.56521739] ; [10.56521739 16.43478261],0
v3,1,0.151284,2.059254,[12 19] ; [10 33],[ 9.21621622 21.78378378] ; [12.78378378 30.21621622],0
n5,1,0.195323,1.677001,[18 15] ; [31 14],[20.73076923 12.26923077] ; [28.26923077 16.73076923],0
p1,1,0.198359,1.654418,[ 4 29] ; [ 2 44],[ 2.50632911 30.49367089] ; [ 3.49367089 42.50632911],0
b4,1,0.228846,1.448022,[21 12] ; [23 23],[18.37974684 14.62025316] ; [25.62025316 20.37974684],0
n2,1,0.237188,1.39723,[8 3] ; [14 13],[6.36842105 4.63157895] ; [15.63157895 11.36842105],0
r1,1,0.261576,1.260398,[20 13] ; [22 24],[17.5443038 15.4556962] ; [24.4556962 21.5443038],0
n6,1,0.283143,1.15194,[22 11] ; [24 20],[19.71428571 13.28571429] ; [26.28571429 17.71428571],0
a2,1,0.307756,1.040281,[ 1 32] ; [ 4 42],[ 2.08860759 30.91139241] ; [ 2.91139241 43.08860759],0
d5,1,0.3102,1.029823,[21 12] ; [24 22],[18.79746835 14.20253165] ; [26.20253165 19.79746835],0
