Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,41.767992,[27 34] ; [86  8],[44.47096774 16.52903226] ; [68.52903226 25.47096774],1
s7,1,0.000182,14.010299,[18 41] ; [54 33],[29.09589041 29.90410959] ; [42.90410959 44.09589041],1
s8,1,0.002458,9.171609,[19 43] ; [52 42],[28.21794872 33.78205128] ; [42.78205128 51.21794872],0
s5,1,0.005434,7.729045,[12 48] ; [38 53],[19.86754967 40.13245033] ; [30.13245033 60.86754967],0
p1,1,0.005557,7.688492,[ 1 61] ; [14 79],[ 6. 56.] ; [ 9. 84.],0
s4,1,0.007998,7.034005,[ 8 54] ; [29 63],[14.8961039 47.1038961] ; [22.1038961 69.8961039],0
d1,1,0.011234,6.427938,[13 49] ; [38 56],[20.26923077 41.73076923] ; [30.73076923 63.26923077],0
r3,1,0.01802,5.594192,[55  7] ; [90  2],[58.37662338  3.62337662] ; [86.62337662  5.37662338],0
b1,1,0.026402,4.929524,[18 44] ; [44 50],[24.64102564 37.35897436] ; [37.35897436 56.64102564],0
d4,1,0.05026,3.83276,[40 22] ; [74 20],[45.30769231 16.69230769] ; [68.69230769 25.30769231],0
d5,1,0.051452,3.793497,[37 25] ; [70 24],[42.52564103 19.47435897] ; [64.47435897 29.52564103],0
a6,1,0.088427,2.902776,[37 25] ; [43 51],[31.79487179 30.20512821] ; [48.20512821 45.79487179],0
r1,1,0.134313,2.241928,[40 21] ; [72 22],[44.07741935 16.92258065] ; [67.92258065 26.07741935],0
n2,1,0.134766,2.236728,[10  7] ; [17  4],[12.07894737  4.92105263] ; [14.92105263  6.07894737],0
p10,1,0.141246,2.164327,[42 19] ; [73 19],[45.8496732 15.1503268] ; [69.1503268 22.8496732],0
d3,1,0.145031,2.12375,[33 29] ; [61 33],[37.35897436 24.64102564] ; [56.64102564 37.35897436],0
p8,1,0.148602,2.08654,[25 37] ; [48 44],[29.38961039 32.61038961] ; [43.61038961 48.38961039],0
b5,1,0.186525,1.744852,[33 29] ; [60 34],[36.96153846 25.03846154] ; [56.03846154 37.96153846],0
b2,1,0.211359,1.562092,[ 9 21] ; [10 45],[ 6.70588235 23.29411765] ; [12.29411765 42.70588235],0
b3,1,0.211359,1.562092,[ 9 21] ; [10 45],[ 6.70588235 23.29411765] ; [12.29411765 42.70588235],0
v1,1,0.217679,1.519605,[33 26] ; [42 50],[29.30463576 29.69536424] ; [45.69536424 46.30463576],0
s1,1,0.249022,1.328784,[ 2 60] ; [ 7 84],[ 3.64705882 58.35294118] ; [ 5.35294118 85.64705882],0
n3,1,0.253568,1.303536,[12  5] ; [11 10],[10.28947368  6.71052632] ; [12.71052632  8.28947368],0
d2,1,0.270792,1.212733,[10 52] ; [22 72],[12.71794872 49.28205128] ; [19.28205128 74.71794872],0
r4,1,0.288839,1.125027,[51 11] ; [83 11],[53.25641026  8.74358974] ; [80.74358974 13.25641026],0
a8,1,0.321131,0.984334,[ 9 48] ; [ 9 79],[ 7.07586207 49.92413793] ; [10.92413793 77.07586207],0
v4,1,0.326346,0.963343,[57  5] ; [89  4],[58.4  3.6] ; [87.6  5.4],0
p3,1,0.326419,0.963051,[30 32] ; [38 56],[27.02564103 34.97435897] ; [40.97435897 53.02564103],0
p4,1,0.327351,0.959347,[30 32] ; [53 41],[32.98717949 29.01282051] ; [50.01282051 43.98717949],0
p7,1,0.334189,0.932598,[35 26] ; [58 31],[37.82 23.18] ; [55.18 33.82],0
n5,1,0.34487,0.892244,[44 18] ; [73 21],[46.5 15.5] ; [70.5 23.5],0
p2,1,0.35516,0.854936,[47 15] ; [77 17],[49.28205128 12.71794872] ; [74.71794872 19.28205128],0
u1,1,0.359164,0.840813,[ 1 61] ; [ 4 90],[ 1.98717949 60.01282051] ; [ 3.01282051 90.98717949],0
v2,1,0.386528,0.749835,[30 28] ; [40 50],[27.43243243 30.56756757] ; [42.56756757 47.43243243],0
n1,1,0.392918,0.729892,[ 5 12] ; [ 9 12],[ 6.26315789 10.73684211] ; [ 7.73684211 13.26315789],0
p5,1,0.412438,0.671762,[ 7 55] ; [15 79],[ 8.74358974 53.25641026] ; [13.25641026 80.74358974],0
p6,1,0.435379,0.608431,[19 40] ; [35 56],[21.24 37.76] ; [32.76 58.24],0
p11,1,0.444182,0.585455,[47 15] ; [66 28],[44.91025641 17.08974359] ; [68.08974359 25.91025641],0
r2,1,0.556431,0.345921,[54  7] ; [85  8],[55.05844156  5.94155844] ; [83.94155844  9.05844156],0
a3,1,0.569008,0.324345,[27 34] ; [46 48],[28.72903226 32.27096774] ; [44.27096774 49.72903226],0
