Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,69.125877,[ 49 206] ; [149 126],[ 95.26415094 159.73584906] ; [102.73584906 172.26415094],1
v1,1,0.0,50.706262,[ 84 169] ; [180 101],[125.07865169 127.92134831] ; [138.92134831 142.07865169],1
r1,1,1e-06,23.231865,[179  79] ; [248  39],[202.13944954  55.86055046] ; [224.86055046  62.13944954],1
r3,1,3e-06,22.046402,[227  32] ; [280   6],[240.9412844  18.0587156] ; [266.0587156  19.9412844],1
p9,1,0.000111,14.932334,[181  75] ; [240  44],[199.58518519  56.41481481] ; [221.41481481  62.58518519],1
r4,1,0.000176,14.073131,[218  41] ; [270  17],[231.48717949  27.51282051] ; [256.51282051  30.48717949],1
p10,1,0.000204,13.796044,[172  85] ; [229  54],[190.8462963  66.1537037] ; [210.1537037  72.8462963],1
d4,1,0.000538,11.978349,[185  73] ; [241  46],[201.66605505  56.33394495] ; [224.33394495  62.66605505],1
d1,1,0.001577,9.986772,[123 136] ; [175 112],[141.35897436 117.64102564] ; [156.64102564 130.35897436],0
d3,1,0.002385,9.226571,[155 101] ; [209  78],[171.60957643  84.39042357] ; [192.39042357  94.60957643],0
p3,1,0.002921,8.855956,[ 95 162] ; [142 144],[112.17127072 144.82872928] ; [124.82872928 161.17127072],0
a5,1,0.003332,8.616143,[163  96] ; [214  73],[178.83333333  80.16666667] ; [198.16666667  88.83333333],0
p11,1,0.005339,7.760911,[184  75] ; [233  54],[197.80769231  61.19230769] ; [219.19230769  67.80769231],0
d5,1,0.007814,7.075527,[189  68] ; [238  49],[201.72610294  55.27389706] ; [225.27389706  61.72610294],0
p7,1,0.009,6.822829,[132 121] ; [178 103],[146.87265918 106.12734082] ; [163.12734082 117.87265918],0
a7,1,0.010095,6.618029,[178  80] ; [225  61],[191.12867647  66.87132353] ; [211.87132353  74.12867647],0
p4,1,0.011783,6.343206,[122 136] ; [165 119],[136.61623616 121.38376384] ; [150.38376384 133.61623616],0
a6,1,0.01601,5.80173,[166  92] ; [212  75],[178.94311927  79.05688073] ; [199.05688073  87.94311927],0
a3,1,0.018453,5.552658,[162  95] ; [208  79],[174.79779412  82.20220588] ; [195.20220588  91.79779412],0
p2,1,0.019559,5.450835,[193  64] ; [238  48],[203.9907919  53.0092081] ; [227.0092081  58.9907919],0
n6,1,0.020324,5.383824,[196  62] ; [240  46],[206.77941176  51.22058824] ; [229.22058824  56.77941176],0
b1,1,0.024252,5.076498,[109 150] ; [ 94 193],[ 96.29487179 162.70512821] ; [106.70512821 180.29487179],0
p6,1,0.025856,4.965622,[ 66 191] ; [ 97 184],[ 77.86431227 179.13568773] ; [ 85.13568773 195.86431227],0
s4,1,0.026901,4.897152,[ 38 218] ; [ 25 261],[ 29.75645756 226.24354244] ; [ 33.24354244 252.75645756],0
v4,1,0.029178,4.757081,[238  20] ; [277  10],[243.79816514  14.20183486] ; [271.20183486  15.79816514],0
b4,1,0.030149,4.700758,[135 124] ; [176 111],[147.52564103 111.47435897] ; [163.47435897 123.52564103],0
s1,1,0.033977,4.495884,[ 13 244] ; [  5 277],[  8.5825603 248.4174397] ; [  9.4174397 272.5825603],0
a2,1,0.047226,3.937316,[ 46 213] ; [ 71 216],[ 55.5 203.5] ; [ 61.5 225.5],0
s8,1,0.049581,3.855578,[ 78 181] ; [109 177],[ 88.86788991 170.13211009] ; [ 98.13211009 187.86788991],0
n3,1,0.093342,2.815774,[46 29] ; [40 13],[50.390625 24.609375] ; [35.609375 17.390625],0
p12,1,0.093871,2.806708,[  7 250] ; [ 16 268],[ 10.92606285 246.07393715] ; [ 12.07393715 271.92606285],0
s6,1,0.105161,2.625476,[132 126] ; [165 119],[141.37638376 116.62361624] ; [155.62361624 128.37638376],0
s7,1,0.111524,2.532489,[ 90 157] ; [119 156],[ 98.89463602 148.10536398] ; [110.10536398 164.89463602],0
p8,1,0.15211,2.050964,[114 144] ; [141 139],[122.28624535 135.71375465] ; [132.71375465 147.28624535],0
u1,1,0.157127,2.001663,[ 33 226] ; [ 49 238],[ 38.8974359 220.1025641] ; [ 43.1025641 243.8974359],0
n1,1,0.157162,2.001327,[30 47] ; [14 38],[26.26356589 50.73643411] ; [17.73643411 34.26356589],0
a8,1,0.165366,1.92446,[ 24 217] ; [ 36 221],[ 29.03614458 211.96385542] ; [ 30.96385542 226.03614458],0
n4,1,0.172862,1.857943,[187  72] ; [221  65],[193.89357798  65.10642202] ; [214.10642202  71.89357798],0
n2,1,0.258922,1.27451,[48 30] ; [37 15],[51. 27.] ; [34. 18.],0
p5,1,0.28246,1.155215,[ 17 239] ; [ 13 274],[ 14.14364641 241.85635359] ; [ 15.85635359 271.14364641],0
s2,1,0.297841,1.083837,[ 92 166] ; [114 171],[ 97.87845304 160.12154696] ; [108.12154696 176.87845304],0
u3,1,0.321439,0.98308,[57 39] ; [41 38],[53.76 42.24] ; [44.24 34.76],0
u4,1,0.32253,0.978661,[  4 255] ; [  8 279],[  5.69230769 253.30769231] ; [  6.30769231 280.69230769],0
a4,1,0.345879,0.888519,[ 99 157] ; [122 164],[104.38376384 151.61623616] ; [116.61623616 169.38376384],0
d2,1,0.368025,0.810321,[111 146] ; [135 152],[116.21691176 140.78308824] ; [129.78308824 157.21691176],0
b2,1,0.479275,0.500512,[ 50 103] ; [ 63 110],[53.03374233 99.96625767] ; [ 59.96625767 113.03374233],0
b3,1,0.479275,0.500512,[ 50 103] ; [ 63 110],[53.03374233 99.96625767] ; [ 59.96625767 113.03374233],0
p1,1,0.498135,0.458907,[ 20 238] ; [ 18 269],[ 17.98899083 240.01100917] ; [ 20.01100917 266.98899083],0
s3,1,0.618423,0.24809,[118 139] ; [136 147],[120.88518519 136.11481481] ; [133.11481481 149.88518519],0
n5,1,0.689531,0.159593,[185  73] ; [208  76],[187.07380074  70.92619926] ; [205.92619926  78.07380074],0
a1,1,0.872252,0.025856,[ 11 248] ; [ 13 274],[ 11.38461538 247.61538462] ; [ 12.61538462 274.38461538],0
b5,1,0.893501,0.017923,[161  98] ; [180 107],[161.75641026  97.24358974] ; [179.24358974 107.75641026],0
u2,1,0.92444,0.008995,[51 45] ; [42 36],[51.31034483 44.68965517] ; [41.68965517 36.31034483],0
