Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.4e-05,18.882411,[72  3] ; [1 2],[70.19230769  4.80769231] ; [2.80769231 0.19230769],1
d5,1,0.007639,7.116309,[66  9] ; [1 2],[64.42307692 10.57692308] ; [2.57692308 0.42307692],0
r1,1,0.043493,4.076129,[61 14] ; [1 2],[59.61538462 15.38461538] ; [2.38461538 0.61538462],0
s1,1,0.052191,3.769644,[ 4 71] ; [1 2],[ 4.80769231 70.19230769] ; [0.19230769 2.80769231],0
s6,1,0.056492,3.637482,[69  4] ; [2 1],[68.19736842  4.80263158] ; [2.80263158 0.19736842],0
d1,1,0.113495,2.504862,[56 19] ; [1 2],[54.80769231 20.19230769] ; [2.19230769 0.80769231],0
d3,1,0.113495,2.504862,[56 19] ; [1 2],[54.80769231 20.19230769] ; [2.19230769 0.80769231],0
a3,1,0.113495,2.504862,[56 19] ; [1 2],[54.80769231 20.19230769] ; [2.19230769 0.80769231],0
a5,1,0.131118,2.279221,[55 20] ; [1 2],[53.84615385 21.15384615] ; [2.15384615 0.84615385],0
p9,1,0.136249,2.21982,[68  6] ; [2 1],[67.27272727  6.72727273] ; [2.72727273 0.27272727],0
s7,1,0.282334,1.155822,[59 14] ; [1 1],[58.4 14.6] ; [1.6 0.4],0
a6,1,0.305814,1.048667,[47 28] ; [1 2],[46.15384615 28.84615385] ; [1.84615385 1.15384615],0
d4,1,0.379562,0.772121,[64 11] ; [2 1],[63.46153846 11.53846154] ; [2.53846154 0.46153846],0
s2,1,0.387269,0.747499,[63 11] ; [2 1],[62.46753247 11.53246753] ; [2.53246753 0.46753247],0
v1,1,0.411064,0.675722,[43 32] ; [1 2],[42.30769231 32.69230769] ; [1.69230769 1.30769231],0
n6,1,0.429565,0.624,[63 12] ; [2 1],[62.5 12.5] ; [2.5 0.5],0
s3,1,0.437824,0.601979,[62 12] ; [2 1],[61.50649351 12.49350649] ; [2.49350649 0.50649351],0
b1,1,0.438913,0.599123,[33 42] ; [2 1],[33.65384615 41.34615385] ; [1.34615385 1.65384615],0
p6,1,0.510362,0.433324,[39 35] ; [1 2],[38.44155844 35.55844156] ; [1.55844156 1.44155844],0
v2,1,0.539955,0.375622,[35 37] ; [2 1],[35.52 36.48] ; [1.48 1.52],0
p2,1,0.574922,0.314516,[60 15] ; [2 1],[59.61538462 15.38461538] ; [2.38461538 0.61538462],0
a4,1,0.617879,0.24886,[36 39] ; [1 2],[35.57692308 39.42307692] ; [1.42307692 1.57692308],0
p11,1,0.711908,0.136378,[57 18] ; [2 1],[56.73076923 18.26923077] ; [2.26923077 0.73076923],0
n5,1,0.75567,0.096828,[56 19] ; [2 1],[55.76923077 19.23076923] ; [2.23076923 0.76923077],0
u2,1,0.83008,0.046053,[11  8] ; [1 1],[10.85714286  8.14285714] ; [1.14285714 0.85714286],0
d2,1,0.852296,0.034667,[46 29] ; [2 1],[46.15384615 28.84615385] ; [1.84615385 1.15384615],0
v3,1,0.962035,0.002266,[26 49] ; [1 2],[25.96153846 49.03846154] ; [1.03846154 1.96153846],0
