Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.779627,[85  3] ; [27 21],[72.47058824 15.52941176] ; [39.52941176  8.47058824],1
s6,1,2.5e-05,17.740214,[64 22] ; [17 29],[52.77272727 33.22727273] ; [28.22727273 17.77272727],1
v2,1,0.000179,14.038763,[49 33] ; [12 35],[38.7751938 43.2248062] ; [22.2248062 24.7751938],1
a5,1,0.000385,12.602685,[59 29] ; [17 31],[49.17647059 38.82352941] ; [26.82352941 21.17647059],1
r2,1,0.000801,11.239291,[85  3] ; [37 10],[79.52592593  8.47407407] ; [42.47407407  4.52592593],1
a7,1,0.00285,8.901194,[64 24] ; [22 25],[56.05925926 31.94074074] ; [29.94074074 17.05925926],0
v4,1,0.005116,7.837894,[85  3] ; [38  8],[80.7761194  7.2238806] ; [42.2238806  3.7761194],0
s5,1,0.008694,6.884639,[26 58] ; [ 5 42],[19.8778626 64.1221374] ; [11.1221374 35.8778626],0
v3,1,0.011577,6.374542,[35 51] ; [ 9 38],[28.45112782 57.54887218] ; [15.54887218 31.45112782],0
a3,1,0.013178,6.145083,[52 35] ; [18 30],[45.11111111 41.88888889] ; [24.88888889 23.11111111],0
r3,1,0.015245,5.887979,[84  4] ; [39  8],[80.17777778  7.82222222] ; [42.82222222  4.17777778],0
n4,1,0.020531,5.366162,[68 20] ; [28 20],[62.11764706 25.88235294] ; [33.88235294 14.11764706],0
b1,1,0.020568,5.363009,[28 60] ; [25 23],[34.29411765 53.70588235] ; [18.70588235 29.29411765],0
p11,1,0.023144,5.157648,[75 13] ; [33 15],[69.88235294 18.11764706] ; [38.11764706  9.88235294],0
s7,1,0.024881,5.032125,[41 42] ; [13 32],[35.015625 47.984375] ; [18.984375 26.015625],0
a6,1,0.026159,4.945455,[61 27] ; [24 24],[55. 33.] ; [30. 18.],0
p10,1,0.026242,4.939984,[81  7] ; [37 10],[76.91851852 11.08148148] ; [41.08148148  5.91851852],0
v1,1,0.065462,3.393296,[46 39] ; [18 30],[40.90225564 44.09774436] ; [23.09774436 24.90225564],0
