Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.007407,7.17151,[3 5] ; [26  5],[5.94871795 2.05128205] ; [23.05128205  7.94871795],0
p6,1,0.018518,5.546465,[5 3] ; [ 6 24],[2.31578947 5.68421053] ; [ 8.68421053 21.31578947],0
p7,1,0.026215,4.941759,[7 1] ; [13 17],[4.21052632 3.78947368] ; [15.78947368 14.21052632],0
p4,1,0.032221,4.586694,[7 1] ; [14 17],[4.30769231 3.69230769] ; [16.69230769 14.30769231],0
v3,1,0.039032,4.259477,[1 7] ; [16 14],[3.57894737 4.42105263] ; [13.42105263 16.57894737],0
n6,1,0.042638,4.109677,[4 4] ; [26  5],[6.15384615 1.84615385] ; [23.84615385  7.15384615],0
s6,1,0.042638,4.109677,[4 4] ; [26  5],[6.15384615 1.84615385] ; [23.84615385  7.15384615],0
p11,1,0.090468,2.866028,[7 1] ; [17 14],[4.92307692 3.07692308] ; [19.07692308 11.92307692],0
r4,1,0.123146,2.376843,[6 2] ; [29  2],[7.17948718 0.82051282] ; [27.82051282  3.17948718],0
n5,1,0.124409,2.360913,[4 4] ; [24  7],[5.74358974 2.25641026] ; [22.25641026  8.74358974],0
s3,1,0.191355,1.707158,[7 1] ; [19 11],[5.47368421 2.52631579] ; [20.52631579  9.47368421],0
s2,1,0.289389,1.122462,[4 4] ; [21  9],[5.26315789 2.73684211] ; [19.73684211 10.26315789],0
a6,1,0.380042,0.770565,[6 2] ; [18 13],[4.92307692 3.07692308] ; [19.07692308 11.92307692],0
v1,1,0.380042,0.770565,[2 6] ; [13 18],[3.07692308 4.92307692] ; [11.92307692 19.07692308],0
d2,1,0.381711,0.765185,[3 5] ; [17 14],[4.1025641 3.8974359] ; [15.8974359 15.1025641],0
s7,1,0.423026,0.641893,[4 4] ; [19 10],[4.97297297 3.02702703] ; [18.02702703 10.97297297],0
s5,1,0.444379,0.58495,[1 5] ; [10 21],[1.78378378 4.21621622] ; [ 9.21621622 21.78378378],0
p3,1,0.471097,0.519401,[2 6] ; [12 19],[2.87179487 5.12820513] ; [11.12820513 19.87179487],0
s1,1,0.487525,0.481984,[1 6] ; [ 2 29],[0.55263158 6.44736842] ; [ 2.44736842 28.55263158],0
b4,1,0.512285,0.429396,[5 3] ; [23  8],[5.74358974 2.25641026] ; [22.25641026  8.74358974],0
d5,1,0.559951,0.33979,[6 2] ; [26  5],[6.56410256 1.43589744] ; [25.43589744  5.56410256],0
p8,1,0.562713,0.335028,[4 4] ; [12 19],[3.28205128 4.71794872] ; [12.71794872 18.28205128],0
d3,1,0.562713,0.335028,[4 4] ; [19 12],[4.71794872 3.28205128] ; [18.28205128 12.71794872],0
u3,1,0.57077,0.321396,[2 1] ; [9 2],[2.35714286 0.64285714] ; [8.64285714 2.35714286],0
u2,1,0.57077,0.321396,[2 1] ; [9 2],[2.35714286 0.64285714] ; [8.64285714 2.35714286],0
s4,1,0.589032,0.291859,[2 6] ; [ 5 25],[1.47368421 6.52631579] ; [ 5.52631579 24.47368421],0
v2,1,0.64314,0.214659,[5 3] ; [16 14],[4.42105263 3.57894737] ; [16.57894737 13.42105263],0
b1,1,0.643615,0.214046,[5 3] ; [22  9],[5.53846154 2.46153846] ; [21.46153846  9.53846154],0
u1,1,0.652397,0.202891,[1 7] ; [ 6 25],[1.43589744 6.56410256] ; [ 5.56410256 25.43589744],0
a5,1,0.681725,0.16819,[4 4] ; [18 13],[4.51282051 3.48717949] ; [17.48717949 13.51282051],0
p10,1,0.681725,0.16819,[4 4] ; [13 18],[3.48717949 4.51282051] ; [13.51282051 17.48717949],0
a2,1,0.799774,0.064333,[1 7] ; [ 5 26],[1.23076923 6.76923077] ; [ 4.76923077 26.23076923],0
d1,1,0.806642,0.059908,[4 4] ; [17 14],[4.30769231 3.69230769] ; [16.69230769 14.30769231],0
b5,1,0.806642,0.059908,[4 4] ; [17 14],[4.30769231 3.69230769] ; [16.69230769 14.30769231],0
b2,1,0.812126,0.056494,[1 4] ; [ 6 18],[1.20689655 3.79310345] ; [ 5.79310345 18.20689655],0
b3,1,0.812126,0.056494,[1 4] ; [ 6 18],[1.20689655 3.79310345] ; [ 5.79310345 18.20689655],0
p2,1,0.821233,0.051058,[6 2] ; [22  9],[5.74358974 2.25641026] ; [22.25641026  8.74358974],0
a4,1,0.821233,0.051058,[2 6] ; [ 9 22],[2.25641026 5.74358974] ; [ 8.74358974 22.25641026],0
a3,1,0.915595,0.011233,[5 3] ; [20 11],[5.12820513 2.87179487] ; [19.87179487 11.12820513],0
a7,1,0.950004,0.003931,[5 3] ; [19 12],[4.92307692 3.07692308] ; [19.07692308 11.92307692],0
d4,1,0.962853,0.002169,[6 2] ; [23  8],[5.94871795 2.05128205] ; [23.05128205  7.94871795],0
