Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,23.723088,[165 101] ; [10 34],[150.16129032 115.83870968] ; [24.83870968 19.16129032],1
p4,1,0.000119,14.814733,[193  77] ; [18 25],[182.01277955  87.98722045] ; [28.98722045 14.01277955],1
p7,1,0.000664,11.587023,[194  67] ; [21 22],[184.58881579  76.41118421] ; [30.41118421 12.58881579],1
p3,1,0.003256,8.658088,[159 111] ; [15 28],[150.09584665 119.90415335] ; [23.90415335 19.09584665],0
n6,1,0.007808,7.076986,[241  25] ; [33 10],[235.87055016  30.12944984] ; [38.12944984  4.87055016],0
b1,1,0.027107,4.884003,[106 165] ; [25 19],[112.7015873 158.2984127] ; [18.2984127 25.7015873],0
s1,1,0.035477,4.422087,[ 14 253] ; [ 6 38],[ 17.17041801 249.82958199] ; [ 2.82958199 41.17041801],0
n5,1,0.035512,4.420372,[228  39] ; [32 12],[223.21543408  43.78456592] ; [36.78456592  7.21543408],0
p10,1,0.061704,3.490989,[236  33] ; [34 10],[232.04472843  36.95527157] ; [37.95527157  6.04472843],0
b5,1,0.076715,3.133153,[159 112] ; [32 12],[164.32063492 106.67936508] ; [26.67936508 17.32063492],0
n4,1,0.104612,2.633786,[233  36] ; [34 10],[229.46645367  39.53354633] ; [37.53354633  6.46645367],0
d3,1,0.135808,2.224822,[198  73] ; [26 16],[193.94249201  77.05750799] ; [30.05750799 11.94249201],0
u3,1,0.139311,2.18555,[31 14] ; [10  1],[32.94642857 12.05357143] ; [8.05357143 2.94642857],0
d4,1,0.142543,2.150288,[235  35] ; [33  9],[231.92307692  38.07692308] ; [36.07692308  5.92307692],0
u4,1,0.146016,2.113385,[ 11 260] ; [ 4 40],[ 12.9047619 258.0952381] ; [ 2.0952381 41.9047619],0
a3,1,0.158994,1.983772,[226  44] ; [33 11],[222.70700637  47.29299363] ; [36.29299363  7.70700637],0
p11,1,0.166572,1.913523,[216  55] ; [31 13],[212.4984127  58.5015873] ; [34.5015873  9.4984127],0
s5,1,0.167796,1.902521,[142 114] ; [18 23],[137.91245791 118.08754209] ; [22.08754209 18.91245791],0
p6,1,0.28352,1.15014,[133 135] ; [18 26],[129.70512821 138.29487179] ; [21.29487179 22.70512821],0
n3,1,0.312615,1.019594,[37 12] ; [10  6],[35.43076923 13.56923077] ; [11.56923077  4.43076923],0
a7,1,0.333607,0.934844,[192  79] ; [28 16],[189.26984127  81.73015873] ; [30.73015873 13.26984127],0
n2,1,0.43752,0.602779,[41  8] ; [12  4],[39.95384615  9.04615385] ; [13.04615385  2.95384615],0
a8,1,0.44833,0.574871,[ 46 199] ; [ 6 37],[ 44.23611111 200.76388889] ; [ 7.76388889 35.23611111],0
u2,1,0.45234,0.56478,[26 17] ; [8 3],[27.07407407 15.92592593] ; [6.92592593 4.07407407],0
a2,1,0.478175,0.503023,[ 82 189] ; [11 33],[ 80.00952381 190.99047619] ; [12.99047619 31.00952381],0
a1,1,0.493816,0.4682,[ 20 251] ; [ 2 42],[ 18.92698413 252.07301587] ; [ 3.07301587 40.92698413],0
p9,1,0.512043,0.42989,[246  23] ; [38  5],[244.85897436  24.14102564] ; [39.14102564  3.85897436],0
b4,1,0.512315,0.429337,[152 119] ; [27 17],[153.9968254 117.0031746] ; [25.0031746 18.9968254],0
p5,1,0.53906,0.377285,[ 44 226] ; [ 5 35],[ 42.67741935 227.32258065] ; [ 6.32258065 33.67741935],0
r1,1,0.571929,0.319466,[229  40] ; [36  8],[227.74760383  41.25239617] ; [37.25239617  6.74760383],0
n1,1,0.664567,0.188024,[26 23] ; [7 8],[25.265625 23.734375] ; [7.734375 7.265625],0
r3,1,0.688683,0.160515,[260   9] ; [42  2],[259.54632588   9.45367412] ; [42.45367412  1.54632588],0
a6,1,0.70961,0.138667,[172  98] ; [28 14],[173.07692308  96.92307692] ; [26.92307692 15.07692308],0
a4,1,0.767694,0.087257,[142 129] ; [22 22],[141.09206349 129.90793651] ; [22.90793651 21.09206349],0
v1,1,0.800421,0.063909,[158 106] ; [26 16],[158.74509804 105.25490196] ; [25.25490196 16.74509804],0
s4,1,0.81983,0.051876,[ 69 200] ; [12 32],[ 69.61341853 199.38658147] ; [11.38658147 32.61341853],0
r4,1,0.827816,0.047308,[249  22] ; [40  4],[248.63174603  22.36825397] ; [40.36825397  3.63174603],0
d5,1,0.853931,0.033895,[228  42] ; [35  7],[227.59615385  42.40384615] ; [35.40384615  6.59615385],0
d1,1,0.870138,0.026727,[182  89] ; [29 15],[181.52698413  89.47301587] ; [29.47301587 14.52698413],0
s3,1,0.870609,0.026532,[246  23] ; [39  4],[245.72115385  23.27884615] ; [39.27884615  3.72115385],0
p12,1,0.895487,0.017257,[ 29 242] ; [ 5 39],[ 29.25079365 241.74920635] ; [ 4.74920635 39.25079365],0
b2,1,0.903963,0.014558,[ 76 106] ; [15 20],[ 76.32258065 105.67741935] ; [14.67741935 20.32258065],0
b3,1,0.903963,0.014558,[ 76 106] ; [15 20],[ 76.32258065 105.67741935] ; [14.67741935 20.32258065],0
s6,1,0.934444,0.006766,[241  23] ; [40  4],[240.85714286  23.14285714] ; [40.14285714  3.85714286],0
u1,1,0.948017,0.004251,[ 69 202] ; [11 33],[ 68.82539683 202.17460317] ; [11.17460317 32.82539683],0
v2,1,0.954453,0.003262,[165 101] ; [25 15],[165.16339869 100.83660131] ; [24.83660131 15.16339869],0
s8,1,0.961788,0.002295,[200  70] ; [32 11],[200.12779553  69.87220447] ; [31.87220447 11.12779553],0
a5,1,0.974571,0.001016,[215  56] ; [35  9],[215.07936508  55.92063492] ; [34.92063492  9.07936508],0
