Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,28.984231,[ 8 15] ; [91 14],[17.7890625  5.2109375] ; [81.2109375 23.7890625],1
p2,1,6e-06,20.580145,[10 13] ; [89 14],[18.07142857  4.92857143] ; [80.92857143 22.07142857],1
p11,1,0.000293,13.115176,[11 12] ; [88 18],[17.65116279  5.34883721] ; [81.34883721 24.65116279],1
p4,1,0.000488,12.159672,[ 6 16] ; [70 34],[13.26984127  8.73015873] ; [62.73015873 41.26984127],1
r4,1,0.000553,11.927119,[14  9] ; [95 11],[19.43410853  3.56589147] ; [89.56589147 16.43410853],1
v4,1,0.000564,11.890584,[15  7] ; [99  7],[19.59375  2.40625] ; [94.40625 11.59375],1
s6,1,0.00174,9.805876,[ 9 14] ; [76 28],[15.39370079  7.60629921] ; [69.60629921 34.39370079],0
n3,1,0.00187,9.673401,[2 7] ; [20  5],[5.82352941 3.17647059] ; [16.17647059  8.82352941],0
n6,1,0.002072,9.484825,[14  9] ; [92 13],[19.046875  3.953125] ; [86.953125 18.046875],0
r3,1,0.002171,9.398975,[18  5] ; [102   4],[21.39534884  1.60465116] ; [98.60465116  7.39534884],0
a5,1,0.004832,7.941299,[15  8] ; [94 12],[19.43410853  3.56589147] ; [89.56589147 16.43410853],0
n4,1,0.005209,7.805438,[15  8] ; [93 12],[19.40625  3.59375] ; [88.59375 16.40625],0
n5,1,0.005656,7.656831,[13 10] ; [87 18],[17.96875  5.03125] ; [82.03125 22.96875],0
a3,1,0.012639,6.219007,[15  8] ; [92 14],[19.07751938  3.92248062] ; [87.92248062 18.07751938],0
v1,1,0.015638,5.843183,[ 7 16] ; [60 43],[12.23015873 10.76984127] ; [54.76984127 48.23015873],0
v3,1,0.015877,5.816403,[ 4 18] ; [47 55],[ 9.0483871 12.9516129] ; [41.9516129 60.0483871],0
s7,1,0.021033,5.324053,[ 6 13] ; [62 41],[10.59016393  8.40983607] ; [57.40983607 45.59016393],0
s8,1,0.022785,5.184786,[ 7 16] ; [60 46],[11.94573643 11.05426357] ; [55.05426357 50.94573643],0
d5,1,0.026204,4.942478,[21  2] ; [104   1],[22.4609375  0.5390625] ; [102.5390625   2.4609375],0
p7,1,0.03635,4.380621,[10 12] ; [71 32],[14.256  7.744] ; [66.744 36.256],0
b2,1,0.04211,4.130787,[ 3 12] ; [35 37],[6.55172414 8.44827586] ; [31.44827586 40.55172414],0
b3,1,0.04211,4.130787,[ 3 12] ; [35 37],[6.55172414 8.44827586] ; [31.44827586 40.55172414],0
p3,1,0.046204,3.974136,[ 8 15] ; [60 44],[12.31496063 10.68503937] ; [55.68503937 48.31496063],0
p6,1,0.04901,3.875023,[ 5 17] ; [46 55],[ 9.12195122 12.87804878] ; [41.87804878 59.12195122],0
p8,1,0.061613,3.493419,[ 8 15] ; [58 45],[12.04761905 10.95238095] ; [53.95238095 49.04761905],0
b5,1,0.076667,3.134185,[ 6 17] ; [49 57],[ 9.80620155 13.19379845] ; [45.19379845 60.80620155],0
s1,1,0.090016,2.87408,[ 2 21] ; [  2 103],[ 0.71875 22.28125] ; [  3.28125 101.71875],0
s5,1,0.115838,2.472715,[ 7 16] ; [49 52],[10.38709677 12.61290323] ; [45.61290323 55.38709677],0
b1,1,0.12236,2.386845,[16  7] ; [55 51],[12.65891473 10.34108527] ; [58.34108527 47.65891473],0
n2,1,0.184711,1.759309,[4 5] ; [18  8],[5.65714286 3.34285714] ; [16.34285714  9.65714286],0
v2,1,0.188537,1.729013,[ 9 13] ; [58 45],[11.792 10.208] ; [55.208 47.792],0
u2,1,0.216522,1.527273,[5 2] ; [6 8],[3.66666667 3.33333333] ; [7.33333333 6.66666667],0
d2,1,0.233319,1.42051,[20  2] ; [85 21],[18.046875  3.953125] ; [86.953125 19.046875],0
a6,1,0.255319,1.293961,[ 6 17] ; [41 65],[ 8.37984496 14.62015504] ; [38.62015504 67.37984496],0
a4,1,0.266261,1.23591,[12 10] ; [71 35],[14.265625  7.734375] ; [68.734375 37.265625],0
b4,1,0.349584,0.874967,[11 12] ; [62 44],[13.01550388  9.98449612] ; [59.98449612 46.01550388],0
u3,1,0.375399,0.785714,[5 3] ; [6 8],[4. 4.] ; [7. 7.],0
n1,1,0.386997,0.748355,[3 6] ; [13 13],[4.11428571 4.88571429] ; [11.88571429 14.11428571],0
r2,1,0.391232,0.735109,[19  2] ; [99  5],[19.824  1.176] ; [98.176  5.824],0
s2,1,0.428213,0.627666,[10 12] ; [58 48],[11.6875 10.3125] ; [56.3125 49.6875],0
p1,1,0.428534,0.626794,[ 1 22] ; [10 96],[ 1.96124031 21.03875969] ; [ 9.03875969 96.96124031],0
s4,1,0.435018,0.609389,[ 6 16] ; [21 85],[ 4.640625 17.359375] ; [22.359375 83.640625],0
a2,1,0.483224,0.491578,[ 2 21] ; [15 91],[ 3.03100775 19.96899225] ; [13.96899225 92.03100775],0
r1,1,0.490509,0.475409,[16  7] ; [81 25],[17.29457364  5.70542636] ; [79.70542636 26.29457364],0
u1,1,0.495603,0.464339,[ 3 20] ; [ 9 97],[ 2.13953488 20.86046512] ; [ 9.86046512 96.13953488],0
d3,1,0.517509,0.418854,[17  6] ; [71 35],[15.68992248  7.31007752] ; [72.31007752 33.68992248],0
s3,1,0.603367,0.269948,[12 11] ; [61 44],[13.1171875  9.8828125] ; [59.8828125 45.1171875],0
a1,1,0.684277,0.165351,[ 1 22] ; [ 7 99],[ 1.42635659 21.57364341] ; [ 6.57364341 99.42635659],0
