Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,38.512856,[30  8] ; [ 4 37],[16.35443038 21.64556962] ; [17.64556962 23.35443038],1
p11,1,5.1e-05,16.414358,[31  7] ; [15 26],[22.12658228 15.87341772] ; [23.87341772 17.12658228],1
s8,1,0.000187,13.957895,[21 17] ; [ 6 34],[13.15384615 24.84615385] ; [13.84615385 26.15384615],1
r3,1,0.000351,12.776997,[36  2] ; [25 16],[29.34177215  8.65822785] ; [31.65822785  9.34177215],1
r4,1,0.001821,9.721576,[32  6] ; [21 20],[25.49367089 12.50632911] ; [27.50632911 13.49367089],0
v4,1,0.005043,7.863924,[33  5] ; [24 17],[27.41772152 10.58227848] ; [29.58227848 11.41772152],0
p6,1,0.005781,7.61726,[12 25] ; [ 3 37],[ 7.20779221 29.79220779] ; [ 7.79220779 32.20779221],0
s6,1,0.012888,6.184363,[24 14] ; [14 26],[18.51282051 19.48717949] ; [19.48717949 20.51282051],0
s7,1,0.027997,4.828235,[17 21] ; [ 8 30],[12.5 25.5] ; [12.5 25.5],0
n3,1,0.029479,4.739405,[13  3] ; [6 8],[10.13333333  5.86666667] ; [8.86666667 5.13333333],0
v1,1,0.046474,3.96434,[18 19] ; [11 30],[13.75641026 23.24358974] ; [15.24358974 25.75641026],0
u3,1,0.05324,3.736383,[10  4] ; [ 8 13],[7.2 6.8] ; [10.8 10.2],0
s4,1,0.064149,3.426732,[11 27] ; [ 5 36],[ 7.69620253 30.30379747] ; [ 8.30379747 32.69620253],0
p4,1,0.09079,2.860309,[16 21] ; [10 30],[12.49350649 24.50649351] ; [13.50649351 26.49350649],0
u2,1,0.113493,2.504898,[8 6] ; [ 6 14],[5.76470588 8.23529412] ; [ 8.23529412 11.76470588],0
s2,1,0.126832,2.330857,[18 19] ; [13 28],[14.70512821 22.29487179] ; [16.29487179 24.70512821],0
p12,1,0.140206,2.1757,[ 4 34] ; [ 1 40],[ 2.40506329 35.59493671] ; [ 2.59493671 38.40506329],0
a8,1,0.148018,2.092559,[ 4 34] ; [ 1 39],[ 2.43589744 35.56410256] ; [ 2.56410256 37.43589744],0
a4,1,0.179845,1.798905,[18 20] ; [13 27],[15.1025641 22.8974359] ; [15.8974359 24.1025641],0
a3,1,0.198674,1.652095,[24 14] ; [20 21],[21.16455696 16.83544304] ; [22.83544304 18.16455696],0
v2,1,0.208668,1.580642,[15 19] ; [12 28],[12.40540541 21.59459459] ; [14.59459459 25.40540541],0
b5,1,0.225002,1.472178,[20 18] ; [16 25],[17.3164557 20.6835443] ; [18.6835443 22.3164557],0
s5,1,0.225411,1.469586,[11 23] ; [ 8 32],[ 8.72972973 25.27027027] ; [10.27027027 29.72972973],0
n1,1,0.287901,1.129412,[10  6] ; [7 9],[8.5 7.5] ; [8.5 7.5],0
