Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.3e-05,19.05061,[3 5] ; [143  16],[6.99401198 1.00598802] ; [139.00598802  19.99401198],1
s1,1,0.000702,11.484475,[3 5] ; [  9 149],[0.57831325 7.42168675] ; [ 11.42168675 146.57831325],1
p1,1,0.000738,11.391146,[3 5] ; [  9 148],[0.58181818 7.41818182] ; [ 11.41818182 145.58181818],1
d5,1,0.005335,7.762363,[3 5] ; [125  32],[6.20606061 1.79393939] ; [121.79393939  35.20606061],0
v2,1,0.008961,6.830581,[1 7] ; [88 60],[4.56410256 3.43589744] ; [84.43589744 63.56410256],0
v4,1,0.020769,5.346105,[6 2] ; [150   8],[7.51807229 0.48192771] ; [148.48192771   9.51807229],0
d4,1,0.028666,4.787573,[4 4] ; [129  29],[6.40963855 1.59036145] ; [126.59036145  31.40963855],0
a6,1,0.042282,4.123872,[2 6] ; [96 61],[4.75151515 3.24848485] ; [93.24848485 63.75151515],0
d3,1,0.046546,3.961716,[2 6] ; [95 62],[4.7030303 3.2969697] ; [92.2969697 64.7030303],0
a7,1,0.057275,3.614588,[3 5] ; [110  48],[5.44578313 2.55421687] ; [107.55421687  50.44578313],0
p5,1,0.057489,3.608375,[1 7] ; [  3 154],[0.19393939 7.80606061] ; [  3.80606061 153.19393939],0
r2,1,0.107538,2.590039,[7 1] ; [154   4],[7.75903614 0.24096386] ; [153.24096386   4.75903614],0
s4,1,0.126028,2.340764,[4 4] ; [ 40 117],[2.13333333 5.86666667] ; [ 41.86666667 115.13333333],0
d1,1,0.133182,2.255012,[2 6] ; [83 76],[4.07185629 3.92814371] ; [80.92814371 78.07185629],0
b1,1,0.138424,2.195389,[5 3] ; [ 58 101],[3.01796407 4.98203593] ; [59.98203593 99.01796407],0
p9,1,0.152944,2.042639,[5 3] ; [128  27],[6.52760736 1.47239264] ; [126.47239264  28.52760736],0
p11,1,0.158886,1.984796,[4 4] ; [116  43],[5.74850299 2.25149701] ; [114.25149701  44.74850299],0
p10,1,0.22586,1.466742,[5 3] ; [126  31],[6.35151515 1.64848485] ; [124.64848485  32.35151515],0
n6,1,0.247984,1.334627,[5 3] ; [125  32],[6.3030303 1.6969697] ; [123.6969697  33.3030303],0
s6,1,0.252738,1.308107,[5 3] ; [124  32],[6.29268293 1.70731707] ; [122.70731707  33.29268293],0
r1,1,0.307958,1.039414,[5 3] ; [124  35],[6.17964072 1.82035928] ; [122.82035928  36.17964072],0
a5,1,0.331996,0.941095,[4 4] ; [106  53],[5.26946108 2.73053892] ; [104.73053892  54.26946108],0
p3,1,0.332417,0.93946,[3 5] ; [ 36 123],[1.86826347 6.13173653] ; [ 37.13173653 121.86826347],0
n2,1,0.336925,0.922096,[3 2] ; [34  9],[3.85416667 1.14583333] ; [33.14583333  9.85416667],0
p6,1,0.338181,0.917315,[3 5] ; [ 36 122],[1.87951807 6.12048193] ; [ 37.12048193 120.87951807],0
v3,1,0.393217,0.72897,[2 6] ; [61 91],[3.15 4.85] ; [59.85 92.15],0
s8,1,0.397037,0.717281,[3 5] ; [84 75],[4.16766467 3.83233533] ; [82.83233533 76.16766467],0
a4,1,0.407843,0.685081,[2 6] ; [63 96],[3.11377246 4.88622754] ; [61.88622754 97.11377246],0
b2,1,0.416027,0.661512,[1 4] ; [35 57],[1.8556701 3.1443299] ; [34.1443299 57.8556701],0
b3,1,0.416027,0.661512,[1 4] ; [35 57],[1.8556701 3.1443299] ; [34.1443299 57.8556701],0
n3,1,0.466348,0.530615,[4 1] ; [28 16],[3.26530612 1.73469388] ; [28.73469388 15.26530612],0
b5,1,0.466913,0.529271,[6 2] ; [99 60],[5.02994012 2.97005988] ; [99.97005988 59.02994012],0
p8,1,0.529505,0.395342,[2 6] ; [ 56 100],[2.82926829 5.17073171] ; [ 55.17073171 100.82926829],0
p2,1,0.554401,0.349491,[5 3] ; [114  44],[5.73493976 2.26506024] ; [113.26506024  44.73493976],0
s7,1,0.589329,0.291393,[5 2] ; [95 60],[4.32098765 2.67901235] ; [95.67901235 59.32098765],0
d2,1,0.605462,0.266836,[3 5] ; [74 84],[3.71084337 4.28915663] ; [73.28915663 84.71084337],0
s5,1,0.61699,0.250121,[4 4] ; [62 89],[3.32075472 4.67924528] ; [62.67924528 88.32075472],0
b4,1,0.660745,0.192619,[4 4] ; [92 67],[4.5988024 3.4011976] ; [91.4011976 67.5988024],0
a3,1,0.666603,0.185602,[6 2] ; [107  51],[5.44578313 2.55421687] ; [107.55421687  50.44578313],0
n5,1,0.666603,0.185602,[6 2] ; [107  51],[5.44578313 2.55421687] ; [107.55421687  50.44578313],0
n4,1,0.719121,0.129336,[6 2] ; [109  49],[5.54216867 2.45783133] ; [109.45783133  48.54216867],0
n1,1,0.9029,0.014884,[2 3] ; [16 27],[1.875 3.125] ; [16.125 26.875],0
u2,1,0.934857,0.006681,[1 1] ; [27 24],[1.05660377 0.94339623] ; [26.94339623 24.05660377],0
v1,1,1.0,0.0,[4 4] ; [77 77],[4. 4.] ; [77. 77.],0
