Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,38.67939,[98 10] ; [ 9 16],[86.88721805 21.11278195] ; [20.11278195  4.88721805],1
p8,1,0.001422,10.176905,[62 45] ; [ 6 20],[54.70676692 52.29323308] ; [13.29323308 12.70676692],0
a7,1,0.002602,9.06728,[69 40] ; [ 8 18],[62.17037037 46.82962963] ; [14.82962963 11.17037037],0
p3,1,0.003492,8.530597,[57 52] ; [ 5 20],[50.43283582 58.56716418] ; [11.56716418 13.43283582],0
s1,1,0.008027,7.027349,[  3 104] ; [ 4 21],[  5.67424242 101.32575758] ; [ 1.32575758 23.67424242],0
a6,1,0.0126,6.224418,[71 38] ; [10 16],[65.4 43.6] ; [15.6 10.4],0
v2,1,0.017174,5.67855,[51 50] ; [ 6 19],[45.69047619 55.30952381] ; [11.30952381 13.69047619],0
n5,1,0.018338,5.563587,[87 22] ; [15 11],[82.35555556 26.64444444] ; [19.64444444  6.35555556],0
s6,1,0.025249,5.006732,[67 40] ; [10 16],[61.94736842 45.05263158] ; [15.05263158 10.94736842],0
n6,1,0.097654,2.743448,[91 18] ; [18  8],[88.00740741 20.99259259] ; [20.99259259  5.00740741],0
d2,1,0.104536,2.634943,[25 84] ; [10 16],[28.25925926 80.74074074] ; [ 6.74074074 19.25925926],0
a5,1,0.108287,2.579045,[61 48] ; [10 16],[57.32592593 51.67407407] ; [13.67407407 12.32592593],0
b4,1,0.118355,2.438956,[57 52] ; [18  8],[60.55555556 48.44444444] ; [14.44444444 11.55555556],0
r4,1,0.13565,2.226625,[93 16] ; [19  7],[90.42962963 18.57037037] ; [21.57037037  4.42962963],0
r3,1,0.137618,2.204398,[101   7] ; [22  4],[99.13432836  8.86567164] ; [23.86567164  2.13432836],0
b1,1,0.176791,1.824398,[35 74] ; [12 14],[37.94814815 71.05185185] ; [ 9.05185185 16.94814815],0
s8,1,0.187946,1.733647,[40 69] ; [ 6 20],[37.14074074 71.85925926] ; [ 8.85925926 17.14074074],0
n4,1,0.193135,1.693541,[81 28] ; [16 10],[78.31851852 30.68148148] ; [18.68148148  7.31851852],0
