Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,38.67939,[98 10] ; [ 9 16],[86.88721805 21.11278195] ; [20.11278195  4.88721805],1
p5,1,0.220266,1.502637,[13 95] ; [ 1 25],[11.28358209 96.71641791] ; [ 2.71641791 23.28358209],0
b3,1,0.299838,1.074913,[19 47] ; [ 3 15],[17.28571429 48.71428571] ; [ 4.71428571 13.28571429],0
b2,1,0.299838,1.074913,[19 47] ; [ 3 15],[17.28571429 48.71428571] ; [ 4.71428571 13.28571429],0
n2,1,0.342782,0.9,[21  3] ; [9 3],[20.  4.] ; [10.  2.],0
p6,1,0.353991,0.8591,[35 73] ; [ 6 20],[33.04477612 74.95522388] ; [ 7.95522388 18.04477612],0
a3,1,0.360147,0.837381,[57 52] ; [11 15],[54.9037037 54.0962963] ; [13.0962963 12.9037037],0
b5,1,0.371534,0.798527,[65 44] ; [13 13],[62.97777778 46.02222222] ; [15.02222222 10.97777778],0
a2,1,0.372204,0.796294,[10 99] ; [ 1 25],[  8.88148148 100.11851852] ; [ 2.11851852 23.88148148],0
p7,1,0.373924,0.790582,[66 41] ; [13 12],[64.03787879 42.96212121] ; [14.96212121 10.03787879],0
v1,1,0.401439,0.70401,[50 55] ; [10 16],[48.09160305 56.90839695] ; [11.90839695 14.09160305],0
p4,1,0.405966,0.690584,[56 53] ; [11 15],[54.0962963 54.9037037] ; [12.9037037 13.0962963],0
p12,1,0.44032,0.595448,[  9 100] ; [ 1 25],[  8.07407407 100.92592593] ; [ 1.92592593 24.07407407],0
r2,1,0.450311,0.569869,[97 11] ; [22  4],[95.91044776 12.08955224] ; [23.08955224  2.91044776],0
p2,1,0.46636,0.530586,[86 22] ; [19  7],[84.62686567 23.37313433] ; [20.37313433  5.62686567],0
a8,1,0.48862,0.479565,[ 9 93] ; [ 3 19],[ 9.87096774 92.12903226] ; [ 2.12903226 19.87096774],0
v4,1,0.503903,0.446706,[102   5] ; [23  2],[101.32575758   5.67424242] ; [23.67424242  1.32575758],0
s7,1,0.526582,0.400984,[40 63] ; [ 8 17],[38.625 64.375] ; [ 9.375 15.625],0
s3,1,0.602996,0.2705,[49 57] ; [13 12],[50.16793893 55.83206107] ; [11.83206107 13.16793893],0
v3,1,0.610912,0.258849,[34 72] ; [ 7 19],[32.92424242 73.07575758] ; [ 8.07575758 17.92424242],0
n3,1,0.70766,0.140625,[21  3] ; [11  1],[21.33333333  2.66666667] ; [10.66666667  1.33333333],0
p1,1,0.752364,0.099555,[15 93] ; [ 3 23],[14.50746269 93.49253731] ; [ 3.49253731 22.50746269],0
d3,1,0.782846,0.075962,[28 81] ; [ 6 20],[27.45185185 81.54814815] ; [ 6.54814815 19.45185185],0
u2,1,0.820041,0.051753,[26 26] ; [7 8],[25.6119403 26.3880597] ; [7.3880597 7.6119403],0
n1,1,0.833497,0.044192,[10 14] ; [5 6],[10.28571429 13.71428571] ; [4.71428571 6.28571429],0
a4,1,0.861127,0.030604,[28 81] ; [ 6 19],[27.65671642 81.34328358] ; [ 6.34328358 18.65671642],0
d1,1,0.869144,0.027141,[  5 104] ; [ 1 25],[  4.84444444 104.15555556] ; [ 1.15555556 24.84444444],0
s2,1,0.893238,0.018012,[37 70] ; [ 9 16],[37.28787879 69.71212121] ; [ 8.71212121 16.28787879],0
s4,1,0.933299,0.007005,[20 88] ; [ 5 21],[20.14925373 87.85074627] ; [ 4.85074627 21.14925373],0
d5,1,0.953485,0.003403,[51 58] ; [12 14],[50.86666667 58.13333333] ; [12.13333333 13.86666667],0
u3,1,0.972006,0.001232,[24 28] ; [7 8],[24.05970149 27.94029851] ; [6.94029851 8.05970149],0
s5,1,0.980951,0.00057,[24 81] ; [ 6 20],[24.04580153 80.95419847] ; [ 5.95419847 20.04580153],0
r1,1,0.983065,0.000451,[75 33] ; [18  8],[74.95522388 33.04477612] ; [18.04477612  7.95522388],0
