Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,68.31944,[ 36 140] ; [72 30],[ 68.37410072 107.62589928] ; [39.62589928 62.37410072],1
s2,1,0.0,49.4664,[ 56 123] ; [80 28],[84.82229965 94.17770035] ; [51.17770035 56.82229965],1
s6,1,0.0,41.176831,[89 91] ; [94 14],[114.375  65.625] ; [68.625 39.375],1
s3,1,0.0,39.193366,[ 66 113] ; [81 27],[91.68292683 87.31707317] ; [55.31707317 52.68292683],1
d2,1,2e-06,22.985758,[ 67 114] ; [72 37],[86.75517241 94.24482759] ; [52.24482759 56.75517241],1
p3,1,0.00053,12.007015,[ 46 136] ; [49 60],[ 59.41580756 122.58419244] ; [35.58419244 73.41580756],1
u1,1,0.000997,10.833027,[ 20 163] ; [28 81],[ 30.08219178 152.91780822] ; [17.91780822 91.08219178],1
d1,1,0.001153,10.564464,[85 98] ; [72 37],[98.39383562 84.60616438] ; [58.60616438 50.39383562],0
p6,1,0.003597,8.476812,[ 20 162] ; [26 83],[ 28.76975945 153.23024055] ; [17.23024055 91.76975945],0
a3,1,0.006067,7.530202,[110  72] ; [83 26],[120.70790378  61.29209622] ; [72.29209622 36.70790378],0
a2,1,0.006837,7.315287,[ 28 155] ; [31 78],[ 36.9760274 146.0239726] ; [22.0239726 86.9760274],0
d5,1,0.007053,7.259398,[133  50] ; [94 15],[142.26369863  40.73630137] ; [84.73630137 24.26369863],0
p12,1,0.007528,7.142458,[  9 173] ; [15 93],[ 15.06206897 166.93793103] ; [ 8.93793103 99.06206897],0
v3,1,0.00776,7.08806,[ 49 126] ; [43 55],[ 58.97435897 116.02564103] ; [33.02564103 64.97435897],0
u3,1,0.013126,6.152012,[42 31] ; [22  4],[47.19191919 25.80808081] ; [16.80808081  9.19191919],0
u2,1,0.014143,6.020265,[38 35] ; [20  5],[43.20408163 29.79591837] ; [14.79591837 10.20408163],0
s5,1,0.018144,5.582178,[ 36 138] ; [33 65],[ 44.13970588 129.86029412] ; [24.86029412 73.13970588],0
p4,1,0.027145,4.881562,[ 71 111] ; [57 52],[ 80.05498282 101.94501718] ; [47.94501718 61.05498282],0
n4,1,0.032916,4.550123,[125  58] ; [87 22],[132.8630137  50.1369863] ; [79.1369863 29.8630137],0
n5,1,0.060371,3.527169,[116  67] ; [80 28],[123.25773196  59.74226804] ; [72.74226804 35.25773196],0
r3,1,0.064547,3.416529,[180   3] ; [103   6],[177.35958904   5.64041096] ; [105.64041096   3.35958904],0
p9,1,0.086645,2.935633,[136  44] ; [90 17],[141.74216028  38.25783972] ; [84.25783972 22.74216028],0
n6,1,0.106056,2.612032,[140  43] ; [92 17],[145.39726027  37.60273973] ; [86.60273973 22.39726027],0
v2,1,0.109381,2.563148,[80 96] ; [56 45],[86.41155235 89.58844765] ; [49.58844765 51.41155235],0
p10,1,0.119252,2.42712,[125  56] ; [83 24],[130.72222222  50.27777778] ; [77.27777778 29.72222222],0
r1,1,0.127841,2.318524,[144  38] ; [94 15],[148.85223368  33.14776632] ; [89.14776632 19.85223368],0
b1,1,0.132694,2.260704,[ 58 125] ; [44 65],[ 63.92465753 119.07534247] ; [38.07534247 70.92465753],0
u4,1,0.135558,2.227674,[  3 180] ; [  5 104],[  5.01369863 177.98630137] ; [  2.98630137 106.01369863],0
n2,1,0.136884,2.212644,[44 11] ; [21 11],[41.09195402 13.90804598] ; [23.90804598  8.09195402],0
n1,1,0.184453,1.761378,[22 33] ; [17 14],[24.94186047 30.05813953] ; [14.05813953 16.94186047],0
p1,1,0.185045,1.756632,[ 12 170] ; [12 97],[ 15.01030928 166.98969072] ; [  8.98969072 100.01030928],0
a4,1,0.217419,1.521328,[ 75 107] ; [53 56],[ 80.05498282 101.94501718] ; [47.94501718 61.05498282],0
d4,1,0.225316,1.470189,[142  41] ; [91 18],[146.0239726  36.9760274] ; [86.9760274 22.0239726],0
v1,1,0.234835,1.411335,[ 79 102] ; [52 50],[83.7844523 97.2155477] ; [47.2155477 54.7844523],0
a1,1,0.272609,1.203573,[  3 180] ; [  4 105],[  4.3869863 178.6130137] ; [  2.6130137 106.3869863],0
p11,1,0.281233,1.161119,[135  48] ; [74 35],[130.98287671  52.01712329] ; [78.01712329 30.98287671],0
v4,1,0.362543,0.829064,[173   9] ; [106   3],[174.49484536   7.50515464] ; [104.50515464   4.49484536],0
p2,1,0.372418,0.795581,[130  53] ; [72 37],[126.59589041  56.40410959] ; [75.40410959 33.59589041],0
d3,1,0.421986,0.644778,[121  62] ; [67 42],[117.82191781  65.17808219] ; [70.17808219 38.82191781],0
a6,1,0.428518,0.626837,[129  54] ; [72 37],[125.96917808  57.03082192] ; [75.03082192 33.96917808],0
n3,1,0.457979,0.55083,[39 15] ; [20 11],[37.48235294 16.51764706] ; [21.51764706  9.48235294],0
p5,1,0.480162,0.498496,[ 10 173] ; [ 8 98],[ 11.39792388 171.60207612] ; [ 6.60207612 99.39792388],0
b5,1,0.508213,0.437744,[119  64] ; [75 34],[121.58219178  61.41780822] ; [72.41780822 36.58219178],0
a5,1,0.512455,0.429051,[126  57] ; [79 30],[128.4760274  54.5239726] ; [76.5239726 32.4760274],0
a7,1,0.535463,0.384014,[137  46] ; [78 31],[134.74315068  48.25684932] ; [80.25684932 28.74315068],0
b3,1,0.564288,0.332333,[29 56] ; [30 48],[30.76687117 54.23312883] ; [28.23312883 49.76687117],0
b2,1,0.564288,0.332333,[29 56] ; [30 48],[30.76687117 54.23312883] ; [28.23312883 49.76687117],0
a8,1,0.621704,0.24348,[ 17 157] ; [11 83],[ 18.17910448 155.82089552] ; [ 9.82089552 84.17910448],0
b4,1,0.696468,0.152172,[115  68] ; [66 43],[113.43493151  69.56506849] ; [67.56506849 41.43493151],0
p8,1,0.801649,0.063109,[ 46 136] ; [29 80],[ 46.90721649 135.09278351] ; [28.09278351 80.90721649],0
s4,1,0.823439,0.049785,[ 30 151] ; [19 89],[ 30.68858131 150.31141869] ; [18.31141869 89.68858131],0
r2,1,0.900869,0.015516,[180   3] ; [107   2],[179.86643836   3.13356164] ; [107.13356164   1.86643836],0
s1,1,0.94158,0.005371,[  8 172] ; [  5 103],[  8.125 171.875] ; [  4.875 103.125],0
