Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,77.419234,[235  51] ; [222 223],[178.79890561 107.20109439] ; [278.20109439 166.79890561],1
p7,1,0.0,69.704634,[236  45] ; [235 203],[184.07649513  96.92350487] ; [286.92350487 151.07649513],1
p8,1,0.0,46.913798,[203  83] ; [200 243],[158.1042524 127.8957476] ; [244.8957476 198.1042524],1
p3,1,0.0,41.274087,[192  94] ; [191 255],[149.6420765 136.3579235] ; [233.3579235 212.6420765],1
s7,1,0.0,27.739621,[177  99] ; [188 241],[142.89361702 133.10638298] ; [222.10638298 206.89361702],1
p5,1,1e-06,23.49984,[ 58 229] ; [ 35 406],[ 36.66346154 250.33653846] ; [ 56.33653846 384.66346154],1
s8,1,4e-06,21.353542,[167 119] ; [182 263],[136.54445964 149.45554036] ; [212.45554036 232.54445964],1
s5,1,7e-06,20.216105,[126 147] ; [127 304],[ 98.109375 174.890625] ; [154.890625 276.109375],1
n4,1,5.1e-05,16.395707,[245  42] ; [323 122],[222.69945355  64.30054645] ; [345.30054645  99.69945355],1
s2,1,0.000144,14.450589,[178 108] ; [212 231],[153.00411523 132.99588477] ; [236.99588477 206.00411523],1
p1,1,0.000291,13.125481,[ 39 247] ; [ 26 420],[ 25.39617486 260.60382514] ; [ 39.60382514 406.39617486],1
v1,1,0.000951,10.92138,[181 102] ; [220 208],[159.61040788 123.38959212] ; [241.38959212 186.61040788],1
p12,1,0.001247,10.419983,[ 39 248] ; [ 29 417],[ 26.62482947 260.37517053] ; [ 41.37517053 404.62482947],0
a1,1,0.003164,8.710602,[ 22 265] ; [ 13 434],[ 13.6852861 273.3147139] ; [ 21.3147139 425.6852861],0
u1,1,0.003231,8.671984,[ 67 220] ; [ 66 381],[ 52.00408719 234.99591281] ; [ 80.99591281 366.00408719],0
b2,1,0.003373,8.593972,[85 95] ; [ 86 172],[ 70.2739726 109.7260274] ; [100.7260274 157.2739726],0
b3,1,0.003373,8.593972,[85 95] ; [ 86 172],[ 70.2739726 109.7260274] ; [100.7260274 157.2739726],0
d1,1,0.003678,8.436251,[192  95] ; [251 196],[173.21662125 113.78337875] ; [269.78337875 177.21662125],0
n5,1,0.004177,8.205258,[237  48] ; [329 115],[221.27572016  63.72427984] ; [344.72427984  99.27572016],0
n6,1,0.004384,8.117661,[258  26] ; [372  74],[245.09589041  38.90410959] ; [384.90410959  61.09589041],0
s6,1,0.004442,8.093762,[214  67] ; [292 149],[196.93351801  84.06648199] ; [309.06648199 131.93351801],0
a4,1,0.005475,7.715306,[152 135] ; [189 256],[133.69808743 153.30191257] ; [207.30191257 237.69808743],0
d2,1,0.01743,5.652524,[153 133] ; [198 247],[137.32694938 148.67305062] ; [213.67305062 231.32694938],0
p2,1,0.019974,5.414146,[258  29] ; [373  72],[247.40027322  39.59972678] ; [383.59972678  61.40027322],0
