Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.6e-05,17.096809,[10 47] ; [34 29],[20.9 36.1] ; [23.1 39.9],1
d4,1,5.3e-05,16.346341,[14 42] ; [39 24],[24.94117647 31.05882353] ; [28.05882353 34.94117647],1
p7,1,0.000424,12.421591,[19 37] ; [40 20],[28.48275862 27.51724138] ; [30.51724138 29.48275862],1
r3,1,0.000514,12.063492,[38 19] ; [58  5],[45.6 11.4] ; [50.4 12.6],1
p10,1,0.001326,10.306667,[25 31] ; [45 16],[33.5042735 22.4957265] ; [36.4957265 24.5042735],0
s2,1,0.002844,8.904762,[12 44] ; [30 33],[19.76470588 36.23529412] ; [22.23529412 40.76470588],0
r1,1,0.004039,8.266275,[25 32] ; [44 19],[32.775 24.225] ; [36.225 26.775],0
p4,1,0.00466,8.007027,[15 41] ; [32 29],[22.4957265 33.5042735] ; [24.5042735 36.4957265],0
r4,1,0.005915,7.576083,[33 24] ; [51 12],[39.9 17.1] ; [44.1 18.9],0
v4,1,0.006056,7.533495,[41 15] ; [58  5],[46.58823529  9.41176471] ; [52.41176471 10.58823529],0
p6,1,0.009104,6.802249,[10 46] ; [25 38],[16.47058824 39.52941176] ; [18.52941176 44.47058824],0
p2,1,0.011903,6.325261,[31 26] ; [48 15],[37.525 19.475] ; [41.475 21.525],0
v2,1,0.02764,4.850371,[ 8 43] ; [21 41],[13.08849558 37.91150442] ; [15.91150442 46.08849558],0
a3,1,0.041377,4.160526,[18 39] ; [31 31],[23.47058824 33.52941176] ; [25.52941176 36.47058824],0
b5,1,0.047853,3.915145,[25 32] ; [39 24],[30.4 26.6] ; [33.6 29.4],0
p11,1,0.051747,3.783914,[34 23] ; [48 15],[38.95 18.05] ; [43.05 19.95],0
n3,1,0.053126,3.739964,[12 10] ; [15  3],[14.85  7.15] ; [12.15  5.85],0
s7,1,0.05426,3.704696,[12 42] ; [23 36],[16.72566372 37.27433628] ; [18.27433628 40.72566372],0
r2,1,0.063345,3.447566,[41 16] ; [54  9],[45.125 11.875] ; [49.875 13.125],0
s6,1,0.072006,3.23668,[21 35] ; [33 28],[25.84615385 30.15384615] ; [28.15384615 32.84615385],0
p9,1,0.07596,3.149296,[32 23] ; [45 16],[36.50862069 18.49137931] ; [40.49137931 20.50862069],0
v3,1,0.07927,3.079807,[ 9 45] ; [19 43],[13.03448276 40.96551724] ; [14.96551724 47.03448276],0
u3,1,0.08259,3.013182,[11 28] ; [15 16],[14.48571429 24.51428571] ; [11.51428571 19.48571429],0
s5,1,0.107327,2.593145,[10 45] ; [19 42],[13.75 41.25] ; [15.25 45.75],0
a5,1,0.118203,2.44097,[20 37] ; [31 32],[24.225 32.775] ; [26.775 36.225],0
n5,1,0.138953,2.18952,[39 17] ; [35 27],[35.11864407 20.88135593] ; [38.88135593 23.11864407],0
s3,1,0.152548,2.046587,[22 33] ; [33 29],[25.85470085 29.14529915] ; [29.14529915 32.85470085],0
a6,1,0.159114,1.982625,[28 29] ; [39 24],[31.825 25.175] ; [35.175 27.825],0
p1,1,0.161068,1.96417,[ 8 49] ; [ 4 59],[ 5.7 51.3] ; [ 6.3 56.7],0
p8,1,0.176379,1.827877,[21 36] ; [30 31],[24.63559322 32.36440678] ; [26.36440678 34.63559322],0
n2,1,0.185877,1.75,[14 10] ; [14  4],[16.  8.] ; [12.  6.],0
p3,1,0.191653,1.704866,[17 40] ; [26 37],[20.425 36.575] ; [22.575 40.425],0
a2,1,0.208442,1.582216,[ 1 56] ; [ 4 59],[ 2.375 54.625] ; [ 2.625 60.375],0
b1,1,0.223464,1.481986,[28 29] ; [24 39],[24.7 32.3] ; [27.3 35.7],0
p5,1,0.236462,1.401565,[ 3 54] ; [ 7 55],[ 4.78991597 52.21008403] ; [ 5.21008403 56.78991597],0
n1,1,0.241279,1.373108,[ 7 17] ; [8 9],[ 8.7804878 15.2195122] ; [ 6.2195122 10.7804878],0
u2,1,0.377106,0.780114,[16 23] ; [16 15],[17.82857143 21.17142857] ; [14.17142857 16.82857143],0
n4,1,0.45629,0.55498,[36 21] ; [35 27],[34.00840336 22.99159664] ; [36.99159664 25.00840336],0
n6,1,0.580265,0.305807,[39 18] ; [46 17],[40.375 16.625] ; [44.625 18.375],0
a8,1,0.582262,0.302592,[ 5 47] ; [ 8 54],[ 5.92982456 46.07017544] ; [ 7.07017544 54.92982456],0
d2,1,0.612583,0.256431,[13 44] ; [12 51],[11.875 45.125] ; [13.125 49.875],0
a4,1,0.639017,0.220031,[ 9 48] ; [12 51],[ 9.975 47.025] ; [11.025 51.975],0
p12,1,0.643234,0.214537,[ 6 51] ; [ 5 57],[ 5.26890756 51.73109244] ; [ 5.73109244 56.26890756],0
b4,1,0.665349,0.187091,[33 24] ; [34 29],[31.825 25.175] ; [35.175 27.825],0
s4,1,0.682772,0.167022,[12 45] ; [15 47],[12.93277311 44.06722689] ; [14.06722689 47.93277311],0
b2,1,0.81409,0.055297,[10 23] ; [ 8 21],[ 9.58064516 23.41935484] ; [ 8.41935484 20.58064516],0
b3,1,0.81409,0.055297,[10 23] ; [ 8 21],[ 9.58064516 23.41935484] ; [ 8.41935484 20.58064516],0
s1,1,0.898142,0.016386,[ 3 53] ; [ 3 59],[ 2.84745763 53.15254237] ; [ 3.15254237 58.84745763],0
a1,1,0.89988,0.015829,[ 3 54] ; [ 3 60],[ 2.85 54.15] ; [ 3.15 59.85],0
u1,1,0.918886,0.010371,[ 2 55] ; [ 2 61],[ 1.9 55.1] ; [ 2.1 60.9],0
d1,1,0.918886,0.010371,[ 2 55] ; [ 2 61],[ 1.9 55.1] ; [ 2.1 60.9],0
s8,1,0.962757,0.00218,[14 43] ; [15 47],[13.8907563 43.1092437] ; [15.1092437 46.8907563],0
