Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,52.864279,[16 27] ; [77  3],[32.51219512 10.48780488] ; [60.48780488 19.51219512],1
r3,1,0.0,52.511735,[15 28] ; [76  4],[31.81300813 11.18699187] ; [59.18699187 20.81300813],1
r1,1,0.0,32.185356,[10 33] ; [61 19],[24.82113821 18.17886179] ; [46.17886179 33.82113821],1
r2,1,0.0,27.194609,[23 18] ; [75  4],[33.48333333  7.51666667] ; [64.51666667 14.48333333],1
p11,1,1e-06,23.813636,[ 9 35] ; [53 27],[22. 22.] ; [40. 40.],1
n6,1,3.3e-05,17.222388,[16 26] ; [61 19],[26.50819672 15.49180328] ; [50.49180328 29.50819672],1
s6,1,0.000175,14.080983,[ 6 38] ; [37 41],[15.50819672 28.49180328] ; [27.49180328 50.50819672],1
p9,1,0.000293,13.11572,[11 31] ; [48 31],[20.47933884 21.52066116] ; [38.52066116 40.47933884],1
a1,1,0.000965,10.893454,[10 34] ; [ 3 77],[ 4.61290323 39.38709677] ; [ 8.38709677 71.61290323],1
n3,1,0.001899,9.644484,[ 7 14] ; [19  5],[12.13333333  8.86666667] ; [13.86666667 10.13333333],0
p10,1,0.003999,8.284327,[12 31] ; [43 35],[19.54545455 23.45454545] ; [35.45454545 42.54545455],0
n2,1,0.00716,7.232288,[ 9 12] ; [21  5],[13.40425532  7.59574468] ; [16.59574468  9.40425532],0
d2,1,0.012222,6.278335,[23 20] ; [24 55],[16.56557377 26.43442623] ; [30.43442623 48.56557377],0
s1,1,0.017439,5.6516,[ 7 36] ; [ 3 75],[ 3.55371901 39.44628099] ; [ 6.44628099 71.55371901],0
b5,1,0.018783,5.521629,[19 25] ; [52 28],[25.19354839 18.80645161] ; [45.80645161 34.19354839],0
s5,1,0.021892,5.254361,[ 3 41] ; [17 56],[ 7.52136752 36.47863248] ; [12.47863248 60.52136752],0
p3,1,0.025377,4.998005,[ 6 37] ; [26 54],[11.18699187 31.81300813] ; [20.81300813 59.18699187],0
s8,1,0.025514,4.988638,[ 1 43] ; [12 67],[ 4.6504065 39.3495935] ; [ 8.3495935 70.6504065],0
p1,1,0.040928,4.17898,[ 7 37] ; [ 4 76],[ 3.90322581 40.09677419] ; [ 7.09677419 72.90322581],0
s2,1,0.048269,3.900582,[ 6 38] ; [23 55],[10.45901639 33.54098361] ; [18.54098361 59.45901639],0
p6,1,0.063144,3.452831,[ 2 40] ; [13 66],[ 5.20661157 36.79338843] ; [ 9.79338843 69.20661157],0
v1,1,0.090313,2.868785,[ 9 35] ; [28 52],[13.12903226 30.87096774] ; [23.87096774 56.12903226],0
p7,1,0.097633,2.743795,[ 8 34] ; [26 52],[11.9 30.1] ; [22.1 55.9],0
u3,1,0.110576,2.545964,[ 6 13] ; [21 18],[ 8.84482759 10.15517241] ; [18.15517241 20.84482759],0
v2,1,0.132306,2.265234,[13 28] ; [35 41],[16.82051282 24.17948718] ; [31.17948718 44.82051282],0
b2,1,0.145952,2.11406,[13 15] ; [13 31],[10.11111111 17.88888889] ; [15.88888889 28.11111111],0
b3,1,0.145952,2.11406,[13 15] ; [13 31],[10.11111111 17.88888889] ; [15.88888889 28.11111111],0
s3,1,0.149812,2.074161,[ 9 34] ; [26 52],[12.43801653 30.56198347] ; [22.56198347 55.43801653],0
a7,1,0.18497,1.75723,[21 22] ; [49 31],[24.47154472 18.52845528] ; [45.52845528 34.47154472],0
u2,1,0.186428,1.745625,[ 6 13] ; [19 19],[ 8.33333333 10.66666667] ; [16.66666667 21.33333333],0
p4,1,0.244778,1.352862,[ 9 34] ; [24 54],[11.72727273 31.27272727] ; [21.27272727 56.72727273],0
p8,1,0.273319,1.200011,[ 8 35] ; [22 58],[10.48780488 32.51219512] ; [19.51219512 60.48780488],0
b1,1,0.282566,1.154709,[22 22] ; [32 48],[19.16129032 24.83870968] ; [34.83870968 45.16129032],0
a6,1,0.296127,1.091557,[21 23] ; [46 34],[23.77419355 20.22580645] ; [43.22580645 36.77419355],0
n1,1,0.314267,1.012658,[ 7 14] ; [12 13],[ 8.67391304 12.32608696] ; [10.32608696 14.67391304],0
p12,1,0.323382,0.975218,[ 1 43] ; [ 5 75],[ 2.12903226 41.87096774] ; [ 3.87096774 76.12903226],0
d4,1,0.328026,0.956675,[27 17] ; [56 24],[29.4516129 14.5483871] ; [53.5483871 26.4516129],0
d3,1,0.331677,0.942339,[18 26] ; [40 40],[20.58064516 23.41935484] ; [37.41935484 42.58064516],0
p5,1,0.335311,0.928276,[ 1 42] ; [ 5 75],[ 2.09756098 40.90243902] ; [ 3.90243902 76.09756098],0
s4,1,0.335444,0.927766,[ 5 39] ; [14 64],[ 6.85245902 37.14754098] ; [12.14754098 65.85245902],0
n5,1,0.386827,0.748894,[29 14] ; [47 32],[26.78688525 16.21311475] ; [49.21311475 29.78688525],0
a3,1,0.508709,0.436721,[25 18] ; [41 38],[23.26229508 19.73770492] ; [42.73770492 36.26229508],0
a8,1,0.598831,0.276763,[ 3 38] ; [ 8 70],[ 3.78991597 37.21008403] ; [ 7.21008403 70.78991597],0
d1,1,0.60734,0.264067,[15 29] ; [31 49],[16.32258065 27.67741935] ; [29.67741935 50.32258065],0
a4,1,0.63313,0.22784,[16 27] ; [26 53],[14.80327869 28.19672131] ; [27.19672131 51.80327869],0
a5,1,0.670244,0.181317,[23 21] ; [45 35],[24.12903226 19.87096774] ; [43.87096774 36.12903226],0
b4,1,0.770619,0.08501,[23 21] ; [44 36],[23.77419355 20.22580645] ; [43.22580645 36.77419355],0
v3,1,0.800836,0.063638,[10 33] ; [19 56],[10.56779661 32.43220339] ; [18.43220339 56.56779661],0
u1,1,0.888647,0.019605,[ 3 41] ; [ 6 74],[ 3.19354839 40.80645161] ; [ 5.80645161 74.19354839],0
d5,1,0.941463,0.005392,[25 19] ; [46 34],[25.19354839 18.80645161] ; [45.80645161 34.19354839],0
n4,1,0.959928,0.002524,[26 17] ; [48 32],[25.8699187 17.1300813] ; [48.1300813 31.8699187],0
a2,1,0.984737,0.000366,[ 5 39] ; [ 9 71],[ 4.96774194 39.03225806] ; [ 9.03225806 70.96774194],0
