Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,85.213985,[127  39] ; [ 73 170],[81.17359413 84.82640587] ; [118.82640587 124.17359413],1
p8,1,0.0,43.516613,[105  60] ; [ 74 168],[72.56756757 92.43243243] ; [106.43243243 135.56756757],1
p6,1,0.0,35.879198,[75 90] ; [ 44 200],[ 48.00733496 116.99266504] ; [ 70.99266504 173.00733496],1
p7,1,0.0,31.936575,[121  45] ; [106 132],[93.27227723 72.72772277] ; [133.72772277 104.27227723],1
p5,1,0.0,28.786241,[ 26 140] ; [  4 241],[ 12.11678832 153.88321168] ; [ 17.88321168 227.11678832],1
p1,1,2e-06,22.444316,[ 25 141] ; [  6 238],[ 12.55121951 153.44878049] ; [ 18.44878049 225.55121951],1
s7,1,0.000372,12.667267,[83 72] ; [ 85 155],[65.92405063 89.07594937] ; [102.07594937 137.92405063],1
s5,1,0.000714,11.453155,[60 97] ; [ 54 186],[ 45.08312343 111.91687657] ; [ 68.91687657 171.08312343],1
s6,1,0.000971,10.881383,[110  50] ; [128 117],[94.02469136 65.97530864] ; [143.97530864 101.02469136],1
s8,1,0.001446,10.146425,[70 94] ; [ 68 179],[ 55.06569343 108.93430657] ; [ 82.93430657 164.06569343],0
n4,1,0.001699,9.849451,[130  36] ; [157  89],[115.63592233  50.36407767] ; [171.36407767  74.63592233],0
a5,1,0.002716,8.989139,[125  41] ; [151  96],[110.9346247  55.0653753] ; [165.0653753  81.9346247],0
p9,1,0.002808,8.928107,[137  28] ; [168  72],[124.25925926  40.74074074] ; [180.74074074  59.25925926],0
u1,1,0.003027,8.79119,[ 35 131] ; [ 26 221],[ 24.51815981 141.48184019] ; [ 36.48184019 210.51815981],0
p2,1,0.004531,8.057576,[137  29] ; [172  73],[124.80291971  41.19708029] ; [184.19708029  60.80291971],0
s3,1,0.006813,7.321539,[100  64] ; [115 128],[86.63390663 77.36609337] ; [128.36609337 114.63390663],0
p10,1,0.006998,7.273496,[132  34] ; [163  79],[120.0245098  45.9754902] ; [174.9754902  67.0245098],0
r4,1,0.012733,6.205845,[154  12] ; [209  38],[145.9031477  20.0968523] ; [217.0968523  29.9031477],0
p11,1,0.020513,5.367731,[129  37] ; [166  81],[118.57142857  47.42857143] ; [176.42857143  70.57142857],0
s2,1,0.039372,4.244727,[83 82] ; [ 98 147],[72.84146341 92.15853659] ; [108.15853659 136.84146341],0
r1,1,0.041842,4.141603,[134  31] ; [179  68],[125.35194175  39.64805825] ; [187.64805825  59.35194175],0
n6,1,0.053367,3.732395,[138  27] ; [187  60],[130.15776699  34.84223301] ; [194.84223301  52.15776699],0
a3,1,0.064294,3.423001,[120  46] ; [157  90],[111.33656174  54.66343826] ; [165.66343826  81.33656174],0
v2,1,0.101114,2.687879,[76 87] ; [ 89 143],[68.08860759 94.91139241] ; [ 96.91139241 135.08860759],0
p12,1,0.104968,2.628397,[ 12 153] ; [  9 236],[  8.45121951 156.54878049] ; [ 12.54878049 232.45121951],0
b5,1,0.10557,2.619316,[82 84] ; [142 105],[90.03389831 75.96610169] ; [133.96610169 113.03389831],0
n5,1,0.113113,2.510182,[116  50] ; [152  92],[108.50731707  57.49268293] ; [159.49268293  84.50731707],0
a2,1,0.119903,2.418586,[ 40 126] ; [ 44 203],[ 33.76271186 132.23728814] ; [ 50.23728814 196.76271186],0
a4,1,0.158352,1.989898,[75 91] ; [ 94 152],[68.09223301 97.90776699] ; [100.90776699 145.09223301],0
d2,1,0.160527,1.969256,[84 81] ; [107 137],[77.05378973 87.94621027] ; [113.94621027 130.05378973],0
v4,1,0.191943,1.702637,[157   8] ; [225  20],[153.73170732  11.26829268] ; [228.26829268  16.73170732],0
v3,1,0.208889,1.579108,[ 50 111] ; [ 60 177],[ 44.49748744 116.50251256] ; [ 65.50251256 171.49748744],0
n3,1,0.267238,1.230868,[30 10] ; [56 30],[27.3015873 12.6984127] ; [58.6984127 27.3015873],0
r3,1,0.29268,1.107253,[154  10] ; [224  22],[151.2  12.8] ; [226.8  19.2],0
b1,1,0.315194,1.008785,[70 96] ; [ 92 155],[ 65.11380145 100.88619855] ; [ 96.88619855 150.11380145],0
u2,1,0.333623,0.934784,[26 20] ; [42 46],[23.34328358 22.65671642] ; [44.65671642 43.34328358],0
n2,1,0.349847,0.874012,[25 15] ; [63 26],[27.28682171 12.71317829] ; [60.71317829 28.28682171],0
b4,1,0.357014,0.848371,[99 67] ; [136 111],[94.45520581 71.54479419] ; [140.54479419 106.45520581],0
a1,1,0.359168,0.8408,[ 10 156] ; [ 10 237],[  8.03874092 157.96125908] ; [ 11.96125908 235.03874092],0
b2,1,0.40906,0.681532,[34 67] ; [36 90],[31.14537445 69.85462555] ; [38.85462555 87.14537445],0
b3,1,0.40906,0.681532,[34 67] ; [36 90],[31.14537445 69.85462555] ; [38.85462555 87.14537445],0
d1,1,0.424307,0.638356,[94 72] ; [130 117],[90.03389831 75.96610169] ; [133.96610169 113.03389831],0
n1,1,0.429424,0.62438,[12 28] ; [32 54],[13.96825397 26.03174603] ; [30.03174603 55.96825397],0
s4,1,0.435974,0.606856,[ 35 130] ; [ 44 199],[ 31.94852941 133.05147059] ; [ 47.05147059 195.94852941],0
a8,1,0.538275,0.378747,[ 13 140] ; [ 24 207],[ 14.7421875 138.2578125] ; [ 22.2578125 208.7421875],0
d4,1,0.55328,0.351474,[132  34] ; [188  56],[129.56097561  36.43902439] ; [190.43902439  53.56097561],0
d3,1,0.589193,0.291607,[108  58] ; [165  79],[110.53170732  55.46829268] ; [162.46829268  81.53170732],0
a7,1,0.638662,0.220496,[115  51] ; [175  70],[117.12895377  48.87104623] ; [172.87104623  72.12895377],0
a6,1,0.69594,0.15273,[111  55] ; [169  77],[112.81553398  53.18446602] ; [167.18446602  78.81553398],0
u3,1,0.793767,0.068341,[24 22] ; [48 40],[24.71641791 21.28358209] ; [47.28358209 40.71641791],0
u4,1,0.807818,0.059167,[  1 165] ; [  2 245],[  1.20581114 164.79418886] ; [  1.79418886 245.20581114],0
s1,1,0.873849,0.025209,[  7 159] ; [ 11 231],[  7.32352941 158.67647059] ; [ 10.67647059 231.32352941],0
d5,1,0.88055,0.022582,[127  39] ; [189  56],[127.63017032  38.36982968] ; [188.36982968  56.63017032],0
