Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,79.842787,[ 24 105] ; [98 35],[60.06870229 68.93129771] ; [61.93129771 71.06870229],1
d3,1,0.0,79.136051,[46 82] ; [120  15],[80.79087452 47.20912548] ; [85.20912548 49.79087452],1
d5,1,0.0,78.228159,[65 64] ; [132   3],[96.26136364 32.73863636] ; [100.73863636  34.26136364],1
d4,1,0.0,76.070954,[70 60] ; [132   1],[99.84790875 30.15209125] ; [102.15209125  30.84790875],1
a2,1,0.0,49.43267,[  4 126] ; [52 84],[ 27.36842105 102.63157895] ; [ 28.63157895 107.36842105],1
a4,1,0.0,44.921652,[ 28 102] ; [84 51],[54.94339623 75.05660377] ; [57.05660377 77.94339623],1
a5,1,0.0,40.491528,[56 74] ; [110  26],[81.12781955 48.87218045] ; [84.87218045 51.12781955],1
u1,1,0.0,34.99757,[  2 128] ; [37 99],[ 19.06015038 110.93984962] ; [ 19.93984962 116.06015038],1
a6,1,7.1e-05,15.79672,[70 60] ; [104  31],[85.35849057 44.64150943] ; [88.64150943 46.35849057],1
a3,1,0.000134,14.584464,[71 58] ; [105  31],[85.6754717 43.3245283] ; [90.3245283 45.6754717],1
a7,1,0.000157,14.284883,[71 58] ; [104  31],[85.51136364 43.48863636] ; [89.48863636 45.51136364],1
r2,1,0.000662,11.593852,[103  26] ; [125   8],[112.25954198  16.74045802] ; [115.74045802  17.25954198],1
p10,1,0.001898,9.645661,[67 60] ; [97 39],[79.19391635 47.80608365] ; [84.80608365 51.19391635],0
r1,1,0.004547,8.05131,[77 53] ; [102  33],[87.81132075 42.18867925] ; [91.18867925 43.81132075],0
s8,1,0.004915,7.910496,[ 25 105] ; [47 89],[35.18796992 94.81203008] ; [36.81203008 99.18796992],0
p9,1,0.005735,7.631886,[74 52] ; [101  34],[84.48275862 41.51724138] ; [90.51724138 44.48275862],0
s7,1,0.007269,7.205274,[34 89] ; [57 73],[44.24110672 78.75889328] ; [46.75889328 83.24110672],0
v2,1,0.010937,6.47558,[36 89] ; [57 72],[45.76771654 79.23228346] ; [47.23228346 81.76771654],0
r3,1,0.024073,5.089367,[104  25] ; [122  13],[110.43181818  18.56818182] ; [115.56818182  19.43181818],0
s6,1,0.03143,4.629341,[56 74] ; [76 59],[64.75471698 65.24528302] ; [67.24528302 67.75471698],0
s2,1,0.033176,4.536687,[40 89] ; [59 76],[48.375 80.625] ; [50.625 84.375],0
n6,1,0.053568,3.726119,[88 41] ; [107  29],[94.9245283 34.0754717] ; [100.0754717  35.9245283],0
n2,1,0.055008,3.681854,[38 13] ; [30 23],[33.34615385 17.65384615] ; [34.65384615 18.34615385],0
u3,1,0.07331,3.207304,[24 34] ; [19 12],[28.02247191 29.97752809] ; [14.97752809 16.02247191],0
p4,1,0.093809,2.807773,[40 88] ; [56 80],[46.54545455 81.45454545] ; [49.45454545 86.54545455],0
r4,1,0.100609,2.69586,[93 37] ; [109  27],[98.72180451 31.27819549] ; [103.27819549  32.72180451],0
s3,1,0.105072,2.626819,[55 73] ; [72 64],[61.57575758 66.42424242] ; [65.42424242 70.57575758],0
n4,1,0.117456,2.450922,[82 48] ; [98 38],[87.96992481 42.03007519] ; [92.03007519 43.96992481],0
a8,1,0.141116,2.165746,[ 15 110] ; [  8 114],[ 11.63967611 113.36032389] ; [ 11.36032389 110.63967611],0
b5,1,0.236125,1.403579,[70 60] ; [83 53],[74.77443609 55.22556391] ; [78.22556391 57.77443609],0
p11,1,0.294208,1.100264,[75 55] ; [87 49],[79.17293233 50.82706767] ; [82.82706767 53.17293233],0
s5,1,0.304934,1.052489,[27 99] ; [35 95],[30.515625 95.484375] ; [31.484375 98.515625],0
v3,1,0.321896,0.981228,[27 98] ; [35 95],[30.39215686 94.60784314] ; [31.60784314 98.39215686],0
n5,1,0.331013,0.944932,[76 52] ; [88 47],[79.81749049 48.18250951] ; [84.18250951 50.81749049],0
n3,1,0.393554,0.727933,[35 14] ; [33 19],[32.99009901 16.00990099] ; [35.00990099 16.99009901],0
v4,1,0.3993,0.710432,[107  22] ; [117  18],[109.45454545  19.54545455] ; [114.54545455  20.45454545],0
b1,1,0.415417,0.663245,[59 71] ; [55 81],[55.71428571 74.28571429] ; [58.28571429 77.71428571],0
u2,1,0.493429,0.469039,[26 31] ; [16 14],[27.51724138 29.48275862] ; [14.48275862 15.51724138],0
b4,1,0.500577,0.453712,[76 54] ; [85 51],[78.68421053 51.31578947] ; [82.31578947 53.68421053],0
p3,1,0.530061,0.394274,[31 99] ; [37 99],[33.23308271 96.76691729] ; [ 34.76691729 101.23308271],0
p12,1,0.567237,0.327328,[  4 126] ; [  6 130],[  4.88721805 125.11278195] ; [  5.11278195 130.88721805],0
p2,1,0.715673,0.132676,[80 50] ; [86 49],[81.43396226 48.56603774] ; [84.56603774 50.43396226],0
a1,1,0.721971,0.126612,[  8 122] ; [  7 129],[  7.33082707 122.66917293] ; [  7.66917293 128.33082707],0
b2,1,0.746074,0.104859,[24 43] ; [33 53],[24.96078431 42.03921569] ; [32.03921569 53.96078431],0
b3,1,0.746074,0.104859,[24 43] ; [33 53],[24.96078431 42.03921569] ; [32.03921569 53.96078431],0
p5,1,0.786895,0.073086,[  4 126] ; [  5 131],[  4.39849624 125.60150376] ; [  4.60150376 131.39849624],0
p7,1,0.787241,0.072843,[45 82] ; [50 85],[46.04961832 80.95038168] ; [48.95038168 86.04961832],0
s1,1,0.817271,0.053387,[  5 124] ; [  6 129],[  5.375 123.625] ; [  5.625 129.375],0
p6,1,0.88463,0.021055,[ 23 106] ; [ 25 110],[ 23.45454545 105.54545455] ; [ 24.54545455 110.45454545],0
p1,1,0.913171,0.01189,[  8 121] ; [  8 128],[  7.78867925 121.21132075] ; [  8.21132075 127.78867925],0
n1,1,0.914035,0.011653,[19 30] ; [20 33],[18.73529412 30.26470588] ; [20.26470588 32.73529412],0
s4,1,0.980208,0.000615,[ 25 104] ; [ 26 109],[ 24.92045455 104.07954545] ; [ 26.07954545 108.92045455],0
