Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5e-06,20.932403,[16 43] ; [56 29],[29.5 29.5] ; [42.5 42.5],1
a6,1,7.2e-05,15.751393,[22 37] ; [60 25],[33.59722222 25.40277778] ; [48.40277778 36.59722222],1
d5,1,8.3e-05,15.478731,[27 32] ; [66 19],[38.10416667 20.89583333] ; [54.89583333 30.10416667],1
d1,1,0.000547,11.948321,[13 46] ; [43 42],[22.94444444 36.05555556] ; [33.05555556 51.94444444],1
a2,1,0.000955,10.913192,[ 2 57] ; [20 65],[ 9.01388889 49.98611111] ; [12.98611111 72.01388889],1
a3,1,0.001472,10.112824,[22 36] ; [54 29],[31.26241135 26.73758865] ; [44.73758865 38.26241135],0
r1,1,0.002247,9.33585,[28 31] ; [61 23],[36.72027972 22.27972028] ; [52.27972028 31.72027972],0
d4,1,0.002443,9.18279,[30 29] ; [64 21],[38.51388889 20.48611111] ; [55.48611111 29.51388889],0
p2,1,0.030126,4.702077,[26 33] ; [53 32],[32.36805556 26.63194444] ; [46.63194444 38.36805556],0
a5,1,0.032153,4.590337,[24 35] ; [50 35],[30.31944444 28.68055556] ; [43.68055556 41.31944444],0
b5,1,0.050428,3.827177,[30 29] ; [57 28],[35.64583333 23.35416667] ; [51.35416667 33.64583333],0
v1,1,0.054099,3.709628,[13 45] ; [32 53],[18.25174825 39.74825175] ; [26.74825175 58.25174825],0
s6,1,0.05934,3.555741,[15 43] ; [35 50],[20.27972028 37.72027972] ; [29.72027972 55.27972028],0
r4,1,0.061116,3.506836,[35 24] ; [63 22],[40.15277778 18.84722222] ; [57.84722222 27.15277778],0
a4,1,0.071757,3.242366,[15 43] ; [34 50],[20.01408451 37.98591549] ; [28.98591549 55.01408451],0
n3,1,0.083074,3.003714,[12 11] ; [26  9],[15.06896552  7.93103448] ; [22.93103448 12.06896552],0
r3,1,0.121791,2.394131,[43 16] ; [71 14],[46.70833333 12.29166667] ; [67.29166667 17.70833333],0
p4,1,0.14072,2.170063,[15 43] ; [32 53],[19.06293706 38.93706294] ; [27.93706294 57.06293706],0
v2,1,0.152639,2.04568,[17 40] ; [35 49],[21.0212766 35.9787234] ; [30.9787234 53.0212766],0
r2,1,0.199668,1.644802,[45 13] ; [73 12],[47.86013986 10.13986014] ; [70.13986014 14.86013986],0
b1,1,0.260418,1.266536,[32 27] ; [38 47],[28.68055556 30.31944444] ; [41.31944444 43.68055556],0
p8,1,0.262478,1.255642,[13 45] ; [26 58],[15.92957746 42.07042254] ; [23.07042254 60.92957746],0
u3,1,0.268779,1.222967,[13 24] ; [15 16],[15.23529412 21.76470588] ; [12.76470588 18.23529412],0
n1,1,0.290169,1.118838,[ 6 18] ; [13 21],[ 7.86206897 16.13793103] ; [11.13793103 22.86206897],0
d2,1,0.31098,1.026509,[23 35] ; [41 44],[25.95804196 32.04195804] ; [38.04195804 46.95804196],0
p1,1,0.336352,0.924287,[ 2 57] ; [ 6 78],[ 3.3006993 55.6993007] ; [ 4.6993007 79.3006993],0
v4,1,0.343301,0.898064,[44 15] ; [69 16],[46.29861111 12.70138889] ; [66.70138889 18.29861111],0
p3,1,0.343431,0.897581,[14 45] ; [26 58],[16.5034965 42.4965035] ; [23.4965035 60.5034965],0
n4,1,0.343505,0.897308,[30 29] ; [50 35],[32.77777778 26.22222222] ; [47.22222222 37.77777778],0
s3,1,0.349829,0.874076,[15 42] ; [28 55],[17.50714286 39.49285714] ; [25.49285714 57.50714286],0
p12,1,0.360438,0.836367,[ 2 57] ; [ 1 84],[ 1.22916667 57.77083333] ; [ 1.77083333 83.22916667],0
n2,1,0.461232,0.542903,[16  8] ; [20 15],[14.6440678  9.3559322] ; [21.3559322 13.6440678],0
b3,1,0.469242,0.523761,[ 9 28] ; [16 35],[10.51136364 26.48863636] ; [14.48863636 36.51136364],0
b2,1,0.469242,0.523761,[ 9 28] ; [16 35],[10.51136364 26.48863636] ; [14.48863636 36.51136364],0
s4,1,0.494757,0.466165,[ 5 54] ; [10 73],[ 6.23239437 52.76760563] ; [ 8.76760563 74.23239437],0
n5,1,0.517455,0.418963,[28 31] ; [45 40],[29.90972222 29.09027778] ; [43.09027778 41.90972222],0
p11,1,0.55752,0.344017,[30 29] ; [39 46],[28.27083333 30.72916667] ; [40.72916667 44.27083333],0
a8,1,0.567667,0.326602,[ 6 51] ; [ 6 72],[ 5.06666667 51.93333333] ; [ 6.93333333 71.06666667],0
s5,1,0.57,0.322682,[ 8 49] ; [ 9 74],[ 6.92142857 50.07857143] ; [10.07857143 72.92142857],0
b4,1,0.631186,0.230456,[35 24] ; [47 38],[33.59722222 25.40277778] ; [48.40277778 36.59722222],0
n6,1,0.643168,0.214623,[36 23] ; [48 36],[34.65734266 24.34265734] ; [49.34265734 34.65734266],0
p9,1,0.69728,0.151317,[16 43] ; [25 58],[17.03521127 41.96478873] ; [23.96478873 59.03521127],0
a1,1,0.746389,0.104591,[ 4 55] ; [ 7 78],[ 4.50694444 54.49305556] ; [ 6.49305556 78.50694444],0
s8,1,0.782696,0.07607,[ 7 51] ; [ 9 76],[ 6.48951049 51.51048951] ; [ 9.51048951 75.48951049],0
p6,1,0.783587,0.075431,[ 9 47] ; [15 69],[ 9.6 46.4] ; [14.4 69.6],0
u4,1,0.793759,0.068347,[ 1 58] ; [ 1 84],[ 0.81944444 58.18055556] ; [ 1.18055556 83.81944444],0
p5,1,0.800359,0.063949,[ 1 58] ; [ 1 83],[ 0.82517483 58.17482517] ; [ 1.17482517 82.82517483],0
