Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.441089,[66 42] ; [280  43],[86.70069606 21.29930394] ; [259.29930394  63.70069606],1
r3,1,0.0,27.56911,[83 25] ; [303  18],[97.17482517 10.82517483] ; [288.82517483  32.17482517],1
n4,1,0.0,25.713985,[55 53] ; [247  75],[75.85116279 32.14883721] ; [226.14883721  95.85116279],1
p11,1,0.0,25.654875,[56 52] ; [250  73],[76.6774942 31.3225058] ; [229.3225058  93.6774942],1
p2,1,0.0,25.416792,[58 49] ; [255  67],[78.06759907 28.93240093] ; [234.93240093  87.06759907],1
v4,1,3e-06,21.532471,[81 25] ; [298  23],[94.08430913 11.91569087] ; [284.91569087  36.08430913],1
n5,1,5e-06,20.93382,[54 53] ; [239  83],[73.07925408 33.92074592] ; [219.92074592 102.07925408],1
p10,1,6e-06,20.35916,[54 52] ; [236  81],[72.6713948 33.3286052] ; [217.3286052  99.6713948],1
p9,1,6.4e-05,15.972949,[62 44] ; [246  68],[77.73333333 28.26666667] ; [230.26666667  83.73333333],1
s6,1,0.000584,11.826966,[42 66] ; [185 134],[57.41451991 50.58548009] ; [169.58548009 149.41451991],1
b1,1,0.001176,10.527631,[55 53] ; [108 215],[40.84454756 67.15545244] ; [122.15545244 200.84454756],0
s8,1,0.001552,10.01534,[21 87] ; [115 206],[34.23776224 73.76223776] ; [101.76223776 219.23776224],0
r2,1,0.002174,9.396212,[86 20] ; [292  26],[94.5 11.5] ; [283.5  34.5],0
s5,1,0.0046,8.030451,[12 92] ; [ 78 238],[22.28571429 81.71428571] ; [ 67.71428571 248.28571429],0
s7,1,0.005984,7.555171,[24 77] ; [121 191],[35.46004843 65.53995157] ; [109.53995157 202.46004843],0
d4,1,0.008563,6.911851,[73 33] ; [261  61],[82.71962617 23.28037383] ; [251.28037383  70.71962617],0
p6,1,0.008602,6.903674,[14 91] ; [ 82 237],[23.77358491 81.22641509] ; [ 72.22641509 246.77358491],0
s1,1,0.011758,6.346975,[ 9 96] ; [  9 308],[  4.47867299 100.52132701] ; [ 13.52132701 303.47867299],0
d1,1,0.01335,6.122153,[44 64] ; [176 147],[55.12761021 52.87238979] ; [164.87238979 158.12761021],0
a1,1,0.01444,5.983555,[10 98] ; [ 11 312],[  5.26218097 102.73781903] ; [ 15.73781903 307.26218097],0
s2,1,0.027232,4.876016,[31 76] ; [131 189],[40.59484778 66.40515222] ; [121.40515222 198.59484778],0
v2,1,0.034203,4.484526,[39 60] ; [160 150],[48.16870416 50.83129584] ; [150.83129584 159.16870416],0
