Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.00032,12.951932,[22  2] ; [1 4],[19.03448276  4.96551724] ; [3.96551724 1.03448276],1
s3,1,0.011466,6.39166,[18  5] ; [1 4],[15.60714286  7.39285714] ; [3.39285714 1.60714286],0
a3,1,0.018581,5.540526,[18  6] ; [1 4],[15.72413793  8.27586207] ; [3.27586207 1.72413793],0
v4,1,0.024387,5.066883,[19  3] ; [2 3],[17.11111111  4.88888889] ; [3.88888889 1.11111111],0
r2,1,0.069816,3.287338,[13  7] ; [1 4],[11.2  8.8] ; [2.8 2.2],0
d5,1,0.123819,2.368333,[18  6] ; [2 3],[16.55172414  7.44827586] ; [3.44827586 1.55172414],0
n4,1,0.123819,2.368333,[18  6] ; [2 3],[16.55172414  7.44827586] ; [3.44827586 1.55172414],0
d3,1,0.164269,1.934484,[13 11] ; [1 4],[11.5862069 12.4137931] ; [2.4137931 2.5862069],0
s2,1,0.186978,1.741272,[17  7] ; [2 3],[15.72413793  8.27586207] ; [3.27586207 1.72413793],0
u1,1,0.203708,1.615586,[ 1 23] ; [1 4],[ 1.65517241 22.34482759] ; [0.34482759 4.65517241],0
s1,1,0.203708,1.615586,[ 1 23] ; [1 4],[ 1.65517241 22.34482759] ; [0.34482759 4.65517241],0
a8,1,0.218065,1.517057,[ 1 22] ; [1 4],[ 1.64285714 21.35714286] ; [0.35714286 4.64285714],0
a6,1,0.219786,1.505769,[12 12] ; [1 4],[10.75862069 13.24137931] ; [2.24137931 2.75862069],0
d1,1,0.219786,1.505769,[12 12] ; [1 4],[10.75862069 13.24137931] ; [2.24137931 2.75862069],0
a4,1,0.263585,1.249832,[ 8 16] ; [3 2],[ 9.10344828 14.89655172] ; [1.89655172 3.10344828],0
n5,1,0.264145,1.246904,[19  4] ; [3 2],[18.07142857  4.92857143] ; [3.92857143 1.07142857],0
p3,1,0.352732,0.863603,[ 9 15] ; [3 2],[ 9.93103448 14.06896552] ; [2.06896552 2.93103448],0
p4,1,0.363698,0.825084,[14 10] ; [4 1],[14.89655172  9.10344828] ; [3.10344828 1.89655172],0
b1,1,0.453319,0.56234,[10 14] ; [3 2],[10.75862069 13.24137931] ; [2.24137931 2.75862069],0
s6,1,0.532528,0.389565,[17  6] ; [3 2],[16.42857143  6.57142857] ; [3.57142857 1.42857143],0
r1,1,0.532528,0.389565,[ 6 17] ; [2 3],[ 6.57142857 16.42857143] ; [1.42857143 3.57142857],0
v1,1,0.556812,0.345255,[10 12] ; [3 2],[10.59259259 11.40740741] ; [2.40740741 2.59259259],0
u3,1,0.598161,0.277778,[4 2] ; [2 2],[3.6 2.4] ; [2.4 1.6],0
n6,1,0.639703,0.21913,[16  7] ; [4 1],[16.42857143  6.57142857] ; [3.57142857 1.42857143],0
p9,1,0.658173,0.19575,[21  3] ; [4 1],[20.68965517  3.31034483] ; [4.31034483 0.68965517],0
b4,1,0.683949,0.165714,[12 12] ; [3 2],[12.4137931 11.5862069] ; [2.5862069 2.4137931],0
v2,1,0.683949,0.165714,[12 12] ; [3 2],[12.4137931 11.5862069] ; [2.5862069 2.4137931],0
p8,1,0.683949,0.165714,[12 12] ; [2 3],[11.5862069 12.4137931] ; [2.4137931 2.5862069],0
a7,1,0.683949,0.165714,[12 12] ; [2 3],[11.5862069 12.4137931] ; [2.4137931 2.5862069],0
s5,1,0.697767,0.150806,[ 6 15] ; [1 4],[ 5.65384615 15.34615385] ; [1.34615385 3.65384615],0
p2,1,0.857541,0.032222,[20  4] ; [4 1],[19.86206897  4.13793103] ; [4.13793103 0.86206897],0
p6,1,0.886731,0.02029,[10 13] ; [2 3],[ 9.85714286 13.14285714] ; [2.14285714 2.85714286],0
p10,1,0.890209,0.019055,[19  4] ; [4 1],[18.89285714  4.10714286] ; [4.10714286 0.89285714],0
a5,1,0.916528,0.010985,[15  9] ; [3 2],[14.89655172  9.10344828] ; [3.10344828 1.89655172],0
b5,1,0.945119,0.004739,[14 10] ; [3 2],[14.06896552  9.93103448] ; [2.93103448 2.06896552],0
d2,1,0.945119,0.004739,[10 14] ; [2 3],[ 9.93103448 14.06896552] ; [2.06896552 2.93103448],0
s4,1,0.96662,0.001751,[ 5 19] ; [1 4],[ 4.96551724 19.03448276] ; [1.03448276 3.96551724],0
p11,1,0.96662,0.001751,[19  5] ; [4 1],[19.03448276  4.96551724] ; [3.96551724 1.03448276],0
p7,1,0.97021,0.001395,[13  9] ; [3 2],[13.03703704  8.96296296] ; [2.96296296 2.03703704],0
u2,1,1.0,0.0,[3 3] ; [2 2],[3. 3.] ; [2. 2.],0
