Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,96.047494,[ 44 222] ; [66 27],[ 81.50417827 184.49582173] ; [28.49582173 64.50417827],1
s6,1,0.0,50.189974,[102 174] ; [77 21],[132.09625668 143.90374332] ; [46.90374332 51.09625668],1
s2,1,0.0,35.934196,[ 70 207] ; [57 40],[ 94.06149733 182.93850267] ; [32.93850267 64.06149733],1
s3,1,0.0,28.821553,[ 94 181] ; [63 33],[116.37466307 158.62533693] ; [40.62533693 55.37466307],1
p10,1,8.9e-05,15.365756,[166 108] ; [80 17],[181.6819407  92.3180593] ; [64.3180593 32.6819407],1
r1,1,0.000598,11.780904,[184  93] ; [83 15],[197.224  79.776] ; [69.776 28.224],1
p6,1,0.000738,11.391226,[ 43 230] ; [31 67],[ 54.45283019 218.54716981] ; [19.54716981 78.45283019],1
p11,1,0.001238,10.433058,[182  97] ; [81 17],[194.63395225  84.36604775] ; [68.36604775 29.63395225],0
p4,1,0.001504,10.074206,[ 78 197] ; [45 53],[ 90.68364611 184.31635389] ; [32.31635389 65.68364611],0
a8,1,0.001701,9.847338,[ 25 236] ; [20 69],[ 33.55714286 227.44285714] ; [11.44285714 77.55714286],0
p7,1,0.00274,8.973233,[107 163] ; [54 40],[119.42307692 150.57692308] ; [41.57692308 52.42307692],0
u3,1,0.002889,8.876583,[46 62] ; [22  8],[53.2173913 54.7826087] ; [14.7826087 15.2173913],0
v3,1,0.003976,8.294793,[ 68 200] ; [39 56],[ 78.99724518 189.00275482] ; [28.00275482 66.99724518],0
n6,1,0.004621,8.022121,[190  86] ; [82 16],[200.72727273  75.27272727] ; [71.27272727 26.72727273],0
r4,1,0.006119,7.514786,[204  75] ; [85 13],[213.87533156  65.12466844] ; [75.12466844 22.87533156],0
n4,1,0.007826,7.072865,[174 103] ; [76 22],[184.66666667  92.33333333] ; [65.33333333 32.66666667],0
p9,1,0.009401,6.745079,[183  88] ; [79 18],[192.94021739  78.05978261] ; [69.05978261 27.94021739],0
d2,1,0.015667,5.839885,[100 177] ; [49 49],[110.06133333 166.93866667] ; [38.93866667 59.06133333],0
p8,1,0.015681,5.838324,[ 84 189] ; [43 54],[ 93.70540541 179.29459459] ; [33.29459459 63.70540541],0
u2,1,0.020443,5.373684,[54 55] ; [22  8],[59.5971223 49.4028777] ; [16.4028777 13.5971223],0
d1,1,0.02279,5.184471,[125 154] ; [57 41],[134.68965517 144.31034483] ; [47.31034483 50.68965517],0
v1,1,0.02868,4.786746,[ 99 174] ; [47 49],[108.01626016 164.98373984] ; [37.98373984 58.01626016],0
d5,1,0.032796,4.556372,[189  88] ; [78 20],[197.224  79.776] ; [69.776 28.224],0
v2,1,0.042336,4.121703,[113 149] ; [53 43],[121.48603352 140.51396648] ; [44.51396648 51.48603352],0
r3,1,0.043584,4.072592,[238  38] ; [92  6],[243.52941176  32.47058824] ; [86.47058824 11.52941176],0
u1,1,0.043915,4.059821,[ 25 254] ; [16 82],[ 30.34217507 248.65782493] ; [10.65782493 87.34217507],0
v4,1,0.074843,3.173476,[237  39] ; [90  7],[241.96246649  34.03753351] ; [85.03753351 11.96246649],0
n2,1,0.096383,2.764405,[66 36] ; [19  4],[69.36 32.64] ; [15.64  7.36],0
p2,1,0.110379,2.54879,[192  86] ; [76 22],[198.14893617  79.85106383] ; [69.85106383 28.14893617],0
n5,1,0.117545,2.449733,[178  98] ; [71 26],[184.24664879  91.75335121] ; [64.75335121 32.24664879],0
p5,1,0.127274,2.32544,[  6 272] ; [ 5 91],[  8.17647059 269.82352941] ; [ 2.82352941 93.17647059],0
a3,1,0.13944,2.184132,[169 108] ; [68 30],[175.064 101.936] ; [61.936 36.064],0
d3,1,0.151195,2.060156,[175 101] ; [70 28],[180.80213904  95.19786096] ; [64.19786096 33.80213904],0
n3,1,0.177638,1.817278,[66 35] ; [11 11],[63.22764228 37.77235772] ; [13.77235772  8.22764228],0
a5,1,0.209529,1.574675,[165 114] ; [65 33],[170.21220159 108.78779841] ; [59.78779841 38.21220159],0
b1,1,0.212276,1.555838,[105 174] ; [30 68],[ 99.9071618 179.0928382] ; [35.0928382 62.9071618],0
d4,1,0.215686,1.532847,[203  74] ; [78 20],[207.56533333  69.43466667] ; [73.43466667 24.56533333],0
a4,1,0.23825,1.390921,[ 97 179] ; [41 57],[101.83957219 174.16042781] ; [36.16042781 61.83957219],0
r2,1,0.238375,1.390179,[235  38] ; [88  9],[238.32162162  34.67837838] ; [84.67837838 12.32162162],0
a2,1,0.254104,1.300596,[ 43 236] ; [20 78],[ 46.62334218 232.37665782] ; [16.37665782 81.62334218],0
b5,1,0.316144,1.004833,[175 104] ; [67 31],[179.0928382  99.9071618] ; [62.9071618 35.0928382],0
a6,1,0.412525,0.671513,[183  95] ; [60 38],[179.66489362  98.33510638] ; [63.33510638 34.66489362],0
b4,1,0.428262,0.627533,[158 121] ; [60 38],[161.33156499 117.66843501] ; [56.66843501 41.33156499],0
s1,1,0.483769,0.490356,[ 13 259] ; [ 3 94],[ 11.79403794 260.20596206] ; [ 4.20596206 92.79403794],0
n1,1,0.498324,0.458504,[34 68] ; [ 9 13],[35.37096774 66.62903226] ; [ 7.62903226 14.37096774],0
a7,1,0.552092,0.353582,[186  91] ; [69 29],[188.36  88.64] ; [66.64 31.36],0
b2,1,0.58551,0.297412,[44 95] ; [19 49],[42.30434783 96.69565217] ; [20.69565217 47.30434783],0
b3,1,0.58551,0.297412,[44 95] ; [19 49],[42.30434783 96.69565217] ; [20.69565217 47.30434783],0
u4,1,0.679501,0.170688,[  4 275] ; [ 2 96],[  4.4403183 274.5596817] ; [ 1.5596817 96.4403183],0
p1,1,0.687204,0.162129,[ 11 267] ; [ 3 95],[ 10.35106383 267.64893617] ; [ 3.64893617 94.35106383],0
s4,1,0.771505,0.084336,[ 31 244] ; [10 88],[ 30.22788204 244.77211796] ; [10.77211796 87.22788204],0
p12,1,0.885627,0.02069,[  5 271] ; [ 2 96],[  5.1657754 270.8342246] ; [ 1.8342246 96.1657754],0
a1,1,0.92614,0.008594,[ 12 267] ; [ 4 94],[ 11.84084881 267.15915119] ; [ 4.15915119 93.84084881],0
