Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,6e-06,20.486061,[23 32] ; [102  32],[36.37566138 18.62433862] ; [88.62433862 45.37566138],1
s6,1,0.155132,2.021053,[24 33] ; [72 63],[28.5 28.5] ; [67.5 67.5],0
a5,1,0.173265,1.854469,[31 28] ; [85 50],[35.27835052 23.72164948] ; [80.72164948 54.27835052],0
r1,1,0.183669,1.767684,[39 20] ; [101  33],[42.79792746 16.20207254] ; [97.20207254 36.79792746],0
n6,1,0.199397,1.646784,[30 29] ; [82 53],[34.06185567 24.93814433] ; [77.93814433 57.06185567],0
s4,1,0.218272,1.515695,[13 46] ; [ 20 115],[10.03608247 48.96391753] ; [ 22.96391753 112.03608247],0
a8,1,0.218436,1.514618,[ 2 57] ; [ 10 111],[ 3.93333333 55.06666667] ; [  8.06666667 112.93333333],0
r4,1,0.22038,1.501893,[42 17] ; [107  28],[45.31443299 13.68556701] ; [103.68556701  31.31443299],0
p1,1,0.257166,1.283947,[ 1 58] ; [  7 127],[ 2.44559585 56.55440415] ; [  5.55440415 128.44559585],0
a4,1,0.292645,1.107414,[22 37] ; [40 95],[18.8556701 40.1443299] ; [43.1443299 91.8556701],0
b4,1,0.30651,1.045656,[33 26] ; [86 49],[36.19072165 22.80927835] ; [82.80927835 52.19072165],0
r2,1,0.380629,0.768671,[48  9] ; [119  15],[49.83769634  7.16230366] ; [117.16230366  16.83769634],0
n4,1,0.400892,0.705649,[19 40] ; [52 83],[21.59278351 37.40721649] ; [49.40721649 85.59278351],0
a1,1,0.466004,0.531434,[ 3 56] ; [  4 131],[ 2.12886598 56.87113402] ; [  4.87113402 130.12886598],0
n2,1,0.480309,0.498162,[12 10] ; [23 13],[13.27586207  8.72413793] ; [21.72413793 14.27586207],0
s2,1,0.504377,0.445715,[24 34] ; [49 86],[21.93782383 36.06217617] ; [51.06217617 83.93782383],0
d4,1,0.540436,0.374733,[49 10] ; [107  28],[47.44329897 11.55670103] ; [108.55670103  26.44329897],0
b5,1,0.583694,0.300301,[37 22] ; [79 56],[35.27835052 23.72164948] ; [80.72164948 54.27835052],0
s5,1,0.585459,0.297492,[11 44] ; [ 31 100],[12.41935484 42.58064516] ; [ 29.58064516 101.41935484],0
p12,1,0.614446,0.253752,[ 1 57] ; [  4 130],[ 1.51041667 56.48958333] ; [  3.48958333 130.51041667],0
d2,1,0.648447,0.207863,[23 36] ; [48 87],[21.59278351 37.40721649] ; [49.40721649 85.59278351],0
b2,1,0.652402,0.202886,[ 9 21] ; [19 55],[ 8.07692308 21.92307692] ; [19.92307692 54.07692308],0
b3,1,0.652402,0.202886,[ 9 21] ; [19 55],[ 8.07692308 21.92307692] ; [19.92307692 54.07692308],0
v1,1,0.726592,0.122264,[19 39] ; [46 84],[20.05319149 37.94680851] ; [44.94680851 85.05319149],0
a2,1,0.75799,0.094939,[ 7 52] ; [ 14 121],[ 6.38659794 52.61340206] ; [ 14.61340206 120.38659794],0
u3,1,0.774837,0.081826,[13 10] ; [27 24],[12.43243243 10.56756757] ; [27.56756757 23.43243243],0
s7,1,0.779426,0.078438,[14 39] ; [37 93],[14.7704918 38.2295082] ; [36.2295082 93.7704918],0
d5,1,0.856429,0.032733,[44 15] ; [99 36],[43.48969072 15.51030928] ; [99.51030928 35.48969072],0
d1,1,0.929427,0.007844,[28 31] ; [65 70],[28.28350515 30.71649485] ; [64.71649485 70.28350515],0
u1,1,0.939392,0.005781,[ 5 54] ; [ 11 124],[ 4.86597938 54.13402062] ; [ 11.13402062 123.86597938],0
v3,1,0.944207,0.004898,[15 40] ; [34 93],[14.80769231 40.19230769] ; [34.19230769 92.80769231],0
v2,1,0.944412,0.004862,[27 29] ; [61 67],[26.7826087 29.2173913] ; [61.2173913 66.7826087],0
u2,1,0.951212,0.003744,[12 11] ; [27 24],[12.12162162 10.87837838] ; [26.87837838 24.12162162],0
a3,1,0.981449,0.000541,[36 23] ; [82 52],[36.07253886 22.92746114] ; [81.92746114 52.07253886],0
