Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,6e-06,20.486061,[23 32] ; [102  32],[36.37566138 18.62433862] ; [88.62433862 45.37566138],1
p7,1,1.3e-05,18.982508,[11 48] ; [70 64],[24.76165803 34.23834197] ; [56.23834197 77.76165803],1
p11,1,9.3e-05,15.264058,[24 35] ; [95 40],[36.19072165 22.80927835] ; [82.80927835 52.19072165],1
v4,1,0.00031,13.006463,[44 15] ; [124   9],[51.625  7.375] ; [116.375  16.625],1
a7,1,0.000596,11.788588,[32 27] ; [106  29],[41.96907216 17.03092784] ; [96.03092784 38.96907216],1
p10,1,0.001236,10.436191,[24 33] ; [90 44],[34.02094241 22.97905759] ; [79.97905759 54.02094241],0
a6,1,0.003036,8.785416,[25 34] ; [88 47],[34.36597938 24.63402062] ; [78.63402062 56.36597938],0
p3,1,0.00746,7.158825,[ 9 50] ; [46 89],[16.72680412 42.27319588] ; [38.27319588 96.72680412],0
p8,1,0.00927,6.770063,[12 47] ; [53 81],[19.87046632 39.12953368] ; [45.12953368 88.87046632],0
d3,1,0.039346,4.245858,[33 26] ; [96 39],[39.23195876 19.76804124] ; [89.76804124 45.23195876],0
s8,1,0.040495,4.197034,[10 49] ; [42 93],[15.81443299 43.18556701] ; [36.18556701 98.81443299],0
s1,1,0.043924,4.059492,[ 5 54] ; [  3 132],[ 2.43298969 56.56701031] ; [  5.56701031 129.43298969],0
r3,1,0.044365,4.042629,[49 10] ; [125  10],[52.91752577  6.08247423] ; [121.08247423  13.91752577],0
p4,1,0.077626,3.11391,[15 44] ; [52 83],[20.37628866 38.62371134] ; [46.62371134 88.37628866],0
n1,1,0.078563,3.094388,[ 8 14] ; [ 6 31],[ 5.22033898 16.77966102] ; [ 8.77966102 28.22033898],0
s3,1,0.092932,2.822834,[22 36] ; [68 65],[27.32984293 30.67015707] ; [62.67015707 70.32984293],0
b1,1,0.10203,2.673514,[26 33] ; [43 92],[20.98453608 38.01546392] ; [48.01546392 86.98453608],0
n3,1,0.140563,2.171786,[12  8] ; [29  8],[14.38596491  5.61403509] ; [26.61403509 10.38596491],0
