Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,70.976828,[180 115] ; [ 25 115],[139.02298851 155.97701149] ; [65.97701149 74.02298851],1
a3,1,0.0,68.928238,[246  51] ; [61 78],[209.12614679  87.87385321] ; [97.87385321 41.12614679],1
d2,1,0.0,52.5072,[181 112] ; [ 34 105],[145.82175926 147.17824074] ; [69.17824074 69.82175926],1
d1,1,0.0,44.072754,[192 105] ; [43 97],[159.71395881 137.28604119] ; [75.28604119 64.71395881],1
d5,1,0.0,42.943066,[260  36] ; [84 55],[234.07816092  61.92183908] ; [109.92183908  29.07816092],1
u1,1,0.0,29.270056,[ 74 223] ; [  5 135],[ 53.69107551 243.30892449] ; [ 25.30892449 114.69107551],1
n4,1,0.0,26.09088,[234  61] ; [78 62],[211.5862069  83.4137931] ; [100.4137931  39.5862069],1
a6,1,1e-06,23.651324,[225  71] ; [74 66],[202.99082569  93.00917431] ; [96.00917431 43.99082569],1
s7,1,8e-06,20.045079,[143 141] ; [36 97],[121.9088729 162.0911271] ; [57.0911271 75.9088729],1
d4,1,7.1e-05,15.770844,[249  47] ; [93 45],[233.25345622  62.74654378] ; [108.74654378  29.25345622],1
s8,1,0.000492,12.146023,[125 171] ; [ 35 105],[108.62385321 187.37614679] ; [51.37614679 88.62385321],1
p4,1,0.0006,11.77622,[141 155] ; [42 97],[124.52413793 171.47586207] ; [58.47586207 80.52413793],1
r1,1,0.001118,10.62121,[241  54] ; [94 45],[227.70737327  67.29262673] ; [107.29262673  31.70737327],0
p9,1,0.005429,7.730567,[234  61] ; [91 45],[222.44779582  72.55220418] ; [102.55220418  33.44779582],0
s6,1,0.005767,7.621667,[193 101] ; [72 67],[179.93071594 114.06928406] ; [85.06928406 53.93071594],0
p10,1,0.006577,7.38505,[220  74] ; [85 52],[208.05104408  85.94895592] ; [96.94895592 40.05104408],0
s2,1,0.006911,7.296076,[156 138] ; [54 84],[142.91666667 151.08333333] ; [67.08333333 70.91666667],0
s5,1,0.008636,6.896497,[ 91 194] ; [ 26 107],[ 79.77272727 205.22727273] ; [37.22727273 95.77272727],0
p3,1,0.009143,6.794723,[116 180] ; [ 37 103],[103.87155963 192.12844037] ; [49.12844037 90.87155963],0
d3,1,0.02116,5.313592,[203  93] ; [79 59],[192.33179724 103.66820276] ; [89.66820276 48.33179724],0
n5,1,0.022119,5.236363,[210  84] ; [84 55],[199.62124711  94.37875289] ; [94.37875289 44.62124711],0
v4,1,0.028033,4.826011,[281  15] ; [124  15],[275.5862069  20.4137931] ; [129.4137931   9.5862069],0
r4,1,0.036866,4.356589,[267  30] ; [116  24],[260.29977117  36.70022883] ; [122.70022883  17.29977117],0
v2,1,0.058224,3.587253,[153 131] ; [57 73],[144.05797101 139.94202899] ; [65.94202899 64.05797101],0
p12,1,0.058627,3.575805,[ 19 277] ; [  3 136],[ 14.97011494 281.02988506] ; [  7.02988506 131.97011494],0
a1,1,0.121991,2.391577,[ 19 278] ; [  4 136],[ 15.63157895 281.36842105] ; [  7.36842105 132.63157895],0
p2,1,0.126023,2.340821,[213  82] ; [91 49],[206.16091954  88.83908046] ; [97.83908046 42.16091954],0
n6,1,0.148869,2.083803,[236  60] ; [103  37],[230.14678899  65.85321101] ; [108.85321101  31.14678899],0
b2,1,0.154068,2.03151,[ 78 112] ; [23 50],[ 72.96577947 117.03422053] ; [28.03422053 44.96577947],0
b3,1,0.154068,2.03151,[ 78 112] ; [23 50],[ 72.96577947 117.03422053] ; [28.03422053 44.96577947],0
a7,1,0.168509,1.896155,[209  88] ; [88 50],[202.77931034  94.22068966] ; [94.22068966 43.77931034],0
v3,1,0.187128,1.740085,[102 178] ; [40 94],[ 96.03864734 183.96135266] ; [45.96135266 88.03864734],0
u4,1,0.232004,1.428536,[  7 290] ; [  1 139],[  5.43707094 291.56292906] ; [  2.56292906 137.43707094],0
p6,1,0.263625,1.249621,[ 72 223] ; [ 27 111],[ 67.44803695 227.55196305] ; [ 31.55196305 106.44803695],0
b4,1,0.294406,1.099365,[171 126] ; [88 52],[176.02517162 120.97482838] ; [82.97482838 57.02517162],0
s3,1,0.296932,1.087923,[167 127] ; [71 67],[161.97222222 132.02777778] ; [76.02777778 61.97222222],0
u2,1,0.308711,1.036184,[25 25] ; [45 31],[27.77777778 22.22222222] ; [42.22222222 33.77777778],0
p11,1,0.323763,0.973686,[205  92] ; [90 50],[200.49199085  96.50800915] ; [94.50800915 45.49199085],0
v1,1,0.326832,0.96141,[137 150] ; [58 78],[132.30496454 154.69503546] ; [62.69503546 73.30496454],0
a8,1,0.378783,0.774647,[ 32 236] ; [ 12 121],[ 29.40648379 238.59351621] ; [ 14.59351621 118.40648379],0
s4,1,0.402734,0.700148,[ 54 240] ; [ 21 118],[ 50.92378753 243.07621247] ; [ 24.07621247 114.92378753],0
n3,1,0.476844,0.506072,[71 23] ; [30 13],[69.29927007 24.70072993] ; [31.70072993 11.29927007],0
n2,1,0.513924,0.426069,[70 27] ; [28 14],[68.38848921 28.61151079] ; [29.61151079 12.38848921],0
r3,1,0.559948,0.339795,[278  19] ; [128  11],[276.56422018  20.43577982] ; [129.43577982   9.56422018],0
p5,1,0.585788,0.296971,[ 14 279] ; [  5 133],[ 12.91647332 280.08352668] ; [  6.08352668 131.91647332],0
s1,1,0.638842,0.22026,[ 12 280] ; [  7 130],[ 12.93240093 279.06759907] ; [  6.06759907 130.93240093],0
p7,1,0.641795,0.216403,[122 171] ; [53 82],[119.80140187 173.19859813] ; [55.19859813 79.80140187],0
u3,1,0.648695,0.20755,[30 21] ; [49 29],[31.23255814 19.76744186] ; [47.76744186 30.23255814],0
p1,1,0.667887,0.184084,[ 16 280] ; [  9 131],[ 16.97247706 279.02752294] ; [  8.02752294 131.97247706],0
n1,1,0.810291,0.057625,[37 57] ; [16 27],[36.3649635 57.6350365] ; [16.6350365 26.3649635],0
b1,1,0.89762,0.016556,[119 178] ; [57 83],[119.61556064 177.38443936] ; [56.38443936 83.61556064],0
b5,1,0.93501,0.006649,[190 107] ; [89 51],[189.61784897 107.38215103] ; [89.38215103 50.61784897],0
